MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Connectivity,Core Processor,Core Size,Data Converters,DigiKey Programmable,EEPROM Size,Grade,Number of I/O,Operating Temperature,Oscillator Type,Peripherals,Program Memory Size,Program Memory Type,Qualification,RAM Size,Series,Speed,Voltage - Supply (Vcc/Vdd)
PIC16F57-I/P,Microchip Technology,IC MCU 8BIT 3KB FLASH 28DIP,embedded-microcontrollers,971,1.38,"28-DIP (0.600"", 15.24mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41213D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F57-I-P/613201,,PIC,8-Bit,,Verified,,,20,-40°C ~ 85°C (TA),External,"POR, WDT",3KB (2K x 12),FLASH,,72 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F57-I/SS,Microchip Technology,IC MCU 8BIT 3KB FLASH 28SSOP,embedded-microcontrollers,455,1.01,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41213D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F57-I-SS/613204,,PIC,8-Bit,,Verified,,,20,-40°C ~ 85°C (TA),External,"POR, WDT",3KB (2K x 12),FLASH,,72 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F570T-I/SS,Microchip Technology,IC MCU 8BIT 3KB FLASH 28SSOP,embedded-microcontrollers,6905,1.1,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41651A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F570T-I-SS/4080020,,PIC,8-Bit,A/D 8x8b,Verified,64 x 8,,24,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",3KB (2K x 12),FLASH,,132 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F59-I/PT,Microchip Technology,IC MCU 8BIT 3KB FLASH 44TQFP,embedded-microcontrollers,640,1.61,44-TQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41213D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F59-I-PT/721422,,PIC,8-Bit,,Verified,,,32,-40°C ~ 85°C (TA),External,"POR, WDT",3KB (2K x 12),FLASH,,134 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F610-I/SL,Microchip Technology,IC MCU 8BIT 1.75KB FLASH 14SOIC,embedded-microcontrollers,1239,1.11,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41288F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F610-I-SL/1228749,,PIC,8-Bit,,Verified,,,11,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",1.75KB (1K x 14),FLASH,,64 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F616-I/P,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14DIP,embedded-microcontrollers,545,1.59,"14-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41288F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F616-I-P/1015574,,PIC,8-Bit,A/D 8x10b,Verified,,,11,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F616-I/SL,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14SOIC,embedded-microcontrollers,1984,1.29,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41288F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F616-I-SL/1015576,,PIC,8-Bit,A/D 8x10b,Verified,,,11,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F616T-I/SL,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14SOIC,embedded-microcontrollers,12807,1.51,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/OTH/ProductDocuments/DataSheets/41288F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F616T-I-SL/1098637,,PIC,8-Bit,A/D 8x10b,Verified,,,11,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F627A-I/P,Microchip Technology,IC MCU 8BIT 1.75KB FLASH 18DIP,embedded-microcontrollers,1289,2.54,"18-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40044G.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F627A-I-P/529762,UART/USART,PIC,8-Bit,,Verified,128 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",1.75KB (1K x 14),FLASH,,224 x 8,PIC® 16F,20MHz,3V ~ 5.5V
PIC16F627A-I/SO,Microchip Technology,IC MCU 8BIT 1.75KB FLASH 18SOIC,embedded-microcontrollers,2397,2.46,"18-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40044G.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F627A-I-SO/529763,UART/USART,PIC,8-Bit,,Verified,128 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",1.75KB (1K x 14),FLASH,,224 x 8,PIC® 16F,20MHz,3V ~ 5.5V
PIC16F627A-I/SS,Microchip Technology,IC MCU 8BIT 1.75KB FLASH 20SSOP,embedded-microcontrollers,1037,2.65,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40044G.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F627A-I-SS/529764,UART/USART,PIC,8-Bit,,Verified,128 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",1.75KB (1K x 14),FLASH,,224 x 8,PIC® 16F,20MHz,3V ~ 5.5V
PIC16F628A-I/P,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 18DIP,embedded-microcontrollers,8911,2.88,"18-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40044G.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F628A-I-P/529766,UART/USART,PIC,8-Bit,,Verified,128 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",3.5KB (2K x 14),FLASH,,224 x 8,PIC® 16F,20MHz,3V ~ 5.5V
PIC16F628A-I/SO,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 18SOIC,embedded-microcontrollers,3559,2.82,"18-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40044G.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F628A-I-SO/529767,UART/USART,PIC,8-Bit,,Verified,128 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",3.5KB (2K x 14),FLASH,,224 x 8,PIC® 16F,20MHz,3V ~ 5.5V
PIC16F628A-I/SS,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 20SSOP,embedded-microcontrollers,1486,3.04,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40044G.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F628A-I-SS/529768,UART/USART,PIC,8-Bit,,Verified,128 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",3.5KB (2K x 14),FLASH,,224 x 8,PIC® 16F,20MHz,3V ~ 5.5V
PIC16F630-I/P,Microchip Technology,IC MCU 8BIT 1.75KB FLASH 14DIP,embedded-microcontrollers,7361,1.85,"14-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40039F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F630-I-P/523035,,PIC,8-Bit,,Verified,128 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",1.75KB (1K x 14),FLASH,,64 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F630-I/SL,Microchip Technology,IC MCU 8BIT 1.75KB FLASH 14SOIC,embedded-microcontrollers,2430,1.71,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40039F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F630-I-SL/523036,,PIC,8-Bit,,Verified,128 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",1.75KB (1K x 14),FLASH,,64 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F630T-I/SL,Microchip Technology,IC MCU 8BIT 1.75KB FLASH 14SOIC,embedded-microcontrollers,12679,2.19,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40039F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F630T-I-SL/523088,,PIC,8-Bit,,Verified,128 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",1.75KB (1K x 14),FLASH,,64 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F636-I/SL,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14SOIC,embedded-microcontrollers,1255,1.74,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41232D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F636-I-SL/613206,,PIC,8-Bit,,Verified,,,11,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, LVD, POR, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F636T-I/SL,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14SOIC,embedded-microcontrollers,3364,2.22,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41232D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F636T-I-SL/613478,,PIC,8-Bit,,Verified,,,11,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, LVD, POR, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F636T-I/ST,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14TSSOP,embedded-microcontrollers,4925,2.51,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41232D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F636T-I-ST/613479,,PIC,8-Bit,,Verified,,,11,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, LVD, POR, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F648A-I/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 18DIP,embedded-microcontrollers,2888,3.29,"18-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40044G.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F648A-I-P/529770,UART/USART,PIC,8-Bit,,Verified,256 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",7KB (4K x 14),FLASH,,256 x 8,PIC® 16F,20MHz,3V ~ 5.5V
PIC16F648A-I/SO,Microchip Technology,IC MCU 8BIT 7KB FLASH 18SOIC,embedded-microcontrollers,555,3.18,"18-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40044G.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F648A-I-SO/529771,UART/USART,PIC,8-Bit,,Verified,256 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",7KB (4K x 14),FLASH,,256 x 8,PIC® 16F,20MHz,3V ~ 5.5V
PIC16F648A-I/SS,Microchip Technology,IC MCU 8BIT 7KB FLASH 20SSOP,embedded-microcontrollers,2241,3.45,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40044G.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F648A-I-SS/529772,UART/USART,PIC,8-Bit,,Verified,256 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",7KB (4K x 14),FLASH,,256 x 8,PIC® 16F,20MHz,3V ~ 5.5V
PIC16F676-I/P,Microchip Technology,IC MCU 8BIT 1.75KB FLASH 14DIP,embedded-microcontrollers,652,2.01,"14-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40039F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F676-I-P/510099,,PIC,8-Bit,A/D 8x10b,Verified,128 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",1.75KB (1K x 14),FLASH,,64 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F676-I/SL,Microchip Technology,IC MCU 8BIT 1.75KB FLASH 14SOIC,embedded-microcontrollers,2197,1.72,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40039F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F676-I-SL/510100,,PIC,8-Bit,A/D 8x10b,Verified,128 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",1.75KB (1K x 14),FLASH,,64 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F676-I/ST,Microchip Technology,IC MCU 8BIT 1.75KB FLASH 14TSSOP,embedded-microcontrollers,1422,1.99,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40039F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F676-I-ST/510101,,PIC,8-Bit,A/D 8x10b,Verified,128 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",1.75KB (1K x 14),FLASH,,64 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F677-I/ML,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 20QFN,embedded-microcontrollers,535,1.95,20-VFQFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40001262F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F677-I-ML/1015586,"I2C, SPI",PIC,8-Bit,A/D 12x10b,Verified,256 x 8,,18,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F677-I/SS,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 20SSOP,embedded-microcontrollers,3110,1.65,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40001262F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F677-I-SS/1015589,"I2C, SPI",PIC,8-Bit,A/D 12x10b,Verified,256 x 8,,18,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F677T-I/SO,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 20SOIC,embedded-microcontrollers,1227,2.25,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40001262F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F677T-I-SO/1098658,"I2C, SPI",PIC,8-Bit,A/D 12x10b,Verified,256 x 8,,18,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F677T-I/SS,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 20SSOP,embedded-microcontrollers,2780,2.05,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40001262F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F677T-I-SS/1098659,"I2C, SPI",PIC,8-Bit,A/D 12x10b,Verified,256 x 8,,18,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F684-I/P,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14DIP,embedded-microcontrollers,2047,2.15,"14-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41202F-print.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F684-I-P/571518,,PIC,8-Bit,A/D 8x10b,Verified,256 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F684-I/SL,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14SOIC,embedded-microcontrollers,5952,1.85,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41202F-print.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F684-I-SL/571519,,PIC,8-Bit,A/D 8x10b,Verified,256 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F684-I/ST,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14TSSOP,embedded-microcontrollers,3857,2.12,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41202F-print.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F684-I-ST/571520,,PIC,8-Bit,A/D 8x10b,Verified,256 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F684T-I/SL,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14SOIC,embedded-microcontrollers,2252,2.34,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41202F-print.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F684T-I-SL/572322,,PIC,8-Bit,A/D 8x10b,Verified,256 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F684T-I/ST,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14TSSOP,embedded-microcontrollers,4652,2.66,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41202F-print.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F684T-I-ST/572321,,PIC,8-Bit,A/D 8x10b,Verified,256 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F685-I/SO,Microchip Technology,IC MCU 8BIT 7KB FLASH 20SOIC,embedded-microcontrollers,2372,2.45,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40001262F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F685-I-SO/894259,,PIC,8-Bit,A/D 12x10b,Verified,256 x 8,,18,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",7KB (4K x 14),FLASH,,256 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F687-I/P,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 20DIP,embedded-microcontrollers,366,2.26,"20-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40001262F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F687-I-P/894261,"I2C, SPI, UART/USART",PIC,8-Bit,A/D 12x10b,Verified,256 x 8,,18,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F687-I/SO,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 20SOIC,embedded-microcontrollers,579,2.35,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40001262F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F687-I-SO/894262,"I2C, SPI, UART/USART",PIC,8-Bit,A/D 12x10b,Verified,256 x 8,,18,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F687-I/SS,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 20SSOP,embedded-microcontrollers,15031,2.02,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40001262F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F687-I-SS/894263,"I2C, SPI, UART/USART",PIC,8-Bit,A/D 12x10b,Verified,256 x 8,,18,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F687T-I/SS,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 20SSOP,embedded-microcontrollers,5448,2.52,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40001262F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F687T-I-SS/964170,"I2C, SPI, UART/USART",PIC,8-Bit,A/D 12x10b,Verified,256 x 8,,18,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",3.5KB (2K x 14),FLASH,,128 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F688-I/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 14DIP,embedded-microcontrollers,468,2.26,"14-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41203E.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F688-I-P/593003,UART/USART,PIC,8-Bit,A/D 8x10b,Verified,256 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",7KB (4K x 14),FLASH,,256 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F688-I/SL,Microchip Technology,IC MCU 8BIT 7KB FLASH 14SOIC,embedded-microcontrollers,8203,1.98,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41203E.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F688-I-SL/593004,UART/USART,PIC,8-Bit,A/D 8x10b,Verified,256 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",7KB (4K x 14),FLASH,,256 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F688-I/ST,Microchip Technology,IC MCU 8BIT 7KB FLASH 14TSSOP,embedded-microcontrollers,3276,2.21,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/41203E.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F688-I-ST/593005,UART/USART,PIC,8-Bit,A/D 8x10b,Verified,256 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",7KB (4K x 14),FLASH,,256 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F688T-I/SL,Microchip Technology,IC MCU 8BIT 7KB FLASH 14SOIC,embedded-microcontrollers,17436,2.48,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/OTH/ProductDocuments/DataSheets/PIC12F1501-16F1503-7-8-9-High-Temp-Data-Sheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F688T-I-SL/613491,UART/USART,PIC,8-Bit,A/D 8x10b,Verified,256 x 8,,12,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",7KB (4K x 14),FLASH,,256 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F689-I/SO,Microchip Technology,IC MCU 8BIT 7KB FLASH 20SOIC,embedded-microcontrollers,173,2.45,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40001262F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F689-I-SO/894265,"I2C, SPI, UART/USART",PIC,8-Bit,A/D 12x10b,Verified,256 x 8,,18,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",7KB (4K x 14),FLASH,,256 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F689-I/SS,Microchip Technology,IC MCU 8BIT 7KB FLASH 20SSOP,embedded-microcontrollers,2555,2.14,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40001262F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F689-I-SS/894266,"I2C, SPI, UART/USART",PIC,8-Bit,A/D 12x10b,Verified,256 x 8,,18,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",7KB (4K x 14),FLASH,,256 x 8,PIC® 16F,20MHz,2V ~ 5.5V
PIC16F689T-I/SS,Microchip Technology,IC MCU 8BIT 7KB FLASH 20SSOP,embedded-microcontrollers,1626,2.68,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/40001262F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/PIC16F689T-I-SS/964176,"I2C, SPI, UART/USART",PIC,8-Bit,A/D 12x10b,Verified,256 x 8,,18,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",7KB (4K x 14),FLASH,,256 x 8,PIC® 16F,20MHz,2V ~ 5.5V
