MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Grade,Qualification,Series,Type
5962-9864601QEA,Analog Devices Inc.,IC AMP SPECIAL 16-CDIP,interface-controllers,2,359.55,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8306.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/5962-9864601QEA/3904467,Networking,,,,Amplifier
8010950000,Weidmüller,IC AMP SPECIAL,interface-controllers,0,52.62,-,-,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/877/8010950000.pdf,https://www.digikey.com/en/products/detail/weidm%C3%BCller/8010950000/491588,,,,,
806-0447-30+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL,interface-controllers,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/806-0447-30/11483842,,,,,
98-1073PBF,Infineon Technologies,98-1073PBF,interface-controllers,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/infineon-technologies/98-1073PBF/20193898,,,,,
AD8138AARMZ,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,0,0.0,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138AARMZ/1979572,Data Acquisition,,,,ADC Driver
AD8138AARMZ-R7,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,0,0.0,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138AARMZ-R7/2342532,Data Acquisition,,,,ADC Driver
AD8138AARMZ-RL,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,0,0.0,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138AARMZ-RL/2342533,Data Acquisition,,,,ADC Driver
AD8138AARZ,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138AARZ/2077074,Data Acquisition,,,,ADC Driver
AD8138AARZ-R7,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138AARZ-R7/2079296,Data Acquisition,,,,ADC Driver
AD8138AARZ-RL,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138AARZ-RL/2079297,Data Acquisition,,,,ADC Driver
AD8138AR,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138AR/611675,Data Acquisition,,,,ADC Driver
AD8138AR-REEL,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138AR-REEL/620832,Data Acquisition,,,,ADC Driver
AD8138AR-REEL7,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138AR-REEL7/620833,Data Acquisition,,,,ADC Driver
AD8138ARM,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,0,0.0,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138ARM/611674,Data Acquisition,,,,ADC Driver
AD8138ARM-REEL,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,0,0.0,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138ARM-REEL/620834,Data Acquisition,,,,ADC Driver
AD8138ARM-REEL7,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,0,0.0,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138ARM-REEL7/620835,Data Acquisition,,,,ADC Driver
AD8138ARMZ,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,2891,13.81,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138ARMZ/819975,Data Acquisition,,,,ADC Driver
AD8138ARMZ-REEL,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,2921,13.81,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138ARMZ-REEL/620836,Data Acquisition,,,,ADC Driver
AD8138ARMZ-REEL7,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,4164,13.81,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138ARMZ-REEL7/620837,Data Acquisition,,,,ADC Driver
AD8138ARZ,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,1317,15.45,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138ARZ/620838,Data Acquisition,,,,ADC Driver
AD8138ARZ-R7,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,2582,15.45,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138ARZ-R7/620839,Data Acquisition,,,,ADC Driver
AD8138ARZ-RL,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,1927,15.45,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138ARZ-RL/620840,Data Acquisition,,,,ADC Driver
AD8138SRMZ-EP-R7,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,906,23.66,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8138-EP.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8138SRMZ-EP-R7/2342534,Data Acquisition,,,,ADC Driver
AD8304ARU,Analog Devices Inc.,IC AMP SPECIAL 14-TSSOP,interface-controllers,0,0.0,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8304.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8304ARU/611712,Fiber Optics,,,,Logarithmic Converter
AD8304ARU-REEL7,Analog Devices Inc.,IC AMP SPECIAL 14-TSSOP,interface-controllers,0,0.0,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8304.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8304ARU-REEL7/620981,Fiber Optics,,,,Logarithmic Converter
AD8304ARUZ,Analog Devices Inc.,IC AMP SPECIAL 14-TSSOP,interface-controllers,0,40.48,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8304.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8304ARUZ/751156,Fiber Optics,,,,Logarithmic Converter
AD8304ARUZ-RL7,Analog Devices Inc.,IC AMP SPECIAL 14-TSSOP,interface-controllers,0,40.48,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8304.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8304ARUZ-RL7/671076,Fiber Optics,,,,Logarithmic Converter
AD8305ACPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP-VQ,interface-controllers,0,0.0,"16-VFQFN Exposed Pad, CSP",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8305.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8305ACPZ-R2/1199013,Fiber Optics,,,,Logarithmic Converter
AD8305ACPZ-RL7,Analog Devices Inc.,IC AMP SPECIAL 16-LFCSP,interface-controllers,1907,26.25,"16-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8305.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8305ACPZ-RL7/671077,Fiber Optics,,,,Logarithmic Converter
AD8306AR,Analog Devices Inc.,IC AMP SPECIAL 16-SO,interface-controllers,0,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8306.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8306AR/611720,Receiver Signal Strength Indication (RSSI),,,,Limiting-Logarithmic Amplifier
AD8306AR-REEL7,Analog Devices Inc.,IC AMP SPECIAL 16-SO,interface-controllers,0,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8306.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8306AR-REEL7/620985,Receiver Signal Strength Indication (RSSI),,,,Limiting-Logarithmic Amplifier
AD8306ARZ,Analog Devices Inc.,IC AMP SPECIAL 16-SO,interface-controllers,311,53.74,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8306.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8306ARZ/671078,Receiver Signal Strength Indication (RSSI),,,,Limiting-Logarithmic Amplifier
AD8306ARZ-RL7,Analog Devices Inc.,IC AMP SPECIAL 16-SO,interface-controllers,0,37.56128,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8306.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8306ARZ-RL7/671079,Receiver Signal Strength Indication (RSSI),,,,Limiting-Logarithmic Amplifier
AD8307AN,Analog Devices Inc.,IC AMP SPECIAL 8-PDIP,interface-controllers,0,0.0,"8-DIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8307.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8307AN/620987,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8307ANZ,Analog Devices Inc.,IC AMP SPECIAL 8-PDIP,interface-controllers,114,20.93,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8307.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8307ANZ/936683,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8307AR,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8307.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8307AR/611719,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8307AR-REEL,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8307.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8307AR-REEL/620988,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8307AR-REEL7,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8307.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8307AR-REEL7/620989,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8307ARZ,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,1280,20.93,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8307.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8307ARZ/936617,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8307ARZ-REEL,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,3516,20.93,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8307.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8307ARZ-REEL/994020,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8307ARZ-RL7,Analog Devices Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,1200,20.93,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8307.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8307ARZ-RL7/671080,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8309ARU,Analog Devices Inc.,IC AMP SPECIAL 16-TSSOP,interface-controllers,0,0.0,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8309.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8309ARU/611716,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8309ARU-REEL7,Analog Devices Inc.,IC AMP SPECIAL 16-TSSOP,interface-controllers,0,0.0,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8309.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8309ARU-REEL7/620991,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8309ARUZ,Analog Devices Inc.,IC AMP SPECIAL 16-TSSOP,interface-controllers,557,30.05,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8309.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8309ARUZ/936613,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8309ARUZ-REEL7,Analog Devices Inc.,IC AMP SPECIAL 16-TSSOP,interface-controllers,1880,30.05,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8309.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8309ARUZ-REEL7/996051,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8310ACHIPS,Analog Devices Inc.,IC AMP SPECIAL DIE,interface-controllers,0,0.0,Die,Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8310.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8310ACHIPS/10659629,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8310ARM,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,0,0.0,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8310.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8310ARM/611715,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8310ARM-REEL7,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,0,0.0,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8310.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8310ARM-REEL7/621000,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8310ARMZ,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,3086,14.34,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8310.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8310ARMZ/671081,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8310ARMZ-REEL7,Analog Devices Inc.,IC AMP SPECIAL 8-MSOP,interface-controllers,2839,14.34,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8310.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8310ARMZ-REEL7/996042,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8317ACHIPS,Analog Devices Inc.,IC AMP SPECIAL DIE,interface-controllers,0,0.0,Die,Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8317.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8317ACHIPS/17753782,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8317ACPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 8-LFCSP-VD,interface-controllers,14397,12.73,"8-VFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8317.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8317ACPZ-R7/1166673,Receiver Signal Strength Indication (RSSI),,,,Logarithmic Amplifier
AD8331ARQ,Analog Devices Inc.,IC AMP SPECIAL 20-QSOP,interface-controllers,0,0.0,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8331ARQ/654035,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8331ARQ-REEL,Analog Devices Inc.,IC AMP SPECIAL 20-QSOP,interface-controllers,0,0.0,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8331ARQ-REEL/654036,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8331ARQ-REEL7,Analog Devices Inc.,IC AMP SPECIAL 20-QSOP,interface-controllers,0,0.0,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8331ARQ-REEL7/654037,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8331ARQZ,Analog Devices Inc.,IC AMP SPECIAL 20-QSOP,interface-controllers,1505,17.95,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8331ARQZ/751157,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8331ARQZ-R7,Analog Devices Inc.,IC AMP SPECIAL 20-QSOP,interface-controllers,2810,17.95,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8331ARQZ-R7/996065,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8331ARQZ-RL,Analog Devices Inc.,IC AMP SPECIAL 20-QSOP,interface-controllers,0,11.06326,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8331ARQZ-RL/1971601,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8332ACPZ-R2,Analog Devices Inc.,IC AMP SPECIAL 32-LFCSP-WQ,interface-controllers,0,0.0,"32-WFQFN Exposed Pad, CSP",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8332ACPZ-R2/1644801,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8332ACPZ-R7,Analog Devices Inc.,IC AMP SPECIAL 32-LFCSP-WQ,interface-controllers,1500,33.52,"32-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8332ACPZ-R7/996053,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8332ACPZ-RL,Analog Devices Inc.,IC AMP SPECIAL 32-LFCSP-WQ,interface-controllers,0,21.38679,"32-WFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8332ACPZ-RL/994181,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8332ARU,Analog Devices Inc.,IC AMP SPECIAL 28-TSSOP,interface-controllers,0,0.0,"28-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8332ARU/611722,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8332ARU-REEL,Analog Devices Inc.,IC AMP SPECIAL 28-TSSOP,interface-controllers,0,0.0,"28-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8332ARU-REEL/621053,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8332ARU-REEL7,Analog Devices Inc.,IC AMP SPECIAL 28-TSSOP,interface-controllers,0,0.0,"28-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8332ARU-REEL7/621054,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8332ARUZ,Analog Devices Inc.,IC AMP SPECIAL 28-TSSOP,interface-controllers,50,33.52,"28-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8332ARUZ/751158,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8332ARUZ-R7,Analog Devices Inc.,IC AMP SPECIAL 28-TSSOP,interface-controllers,1000,22.08448,"28-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8332ARUZ-R7/996067,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8332ARUZ-RL,Analog Devices Inc.,IC AMP SPECIAL 28-TSSOP,interface-controllers,0,21.64904,"28-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8332ARUZ-RL/994183,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8334ACPZ,Analog Devices Inc.,IC AMP SPECIAL 64-LFCSP-VQ,interface-controllers,25,40.76,"64-VFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8334ACPZ/1551364,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8334ACPZ-REEL,Analog Devices Inc.,IC AMP SPECIAL 64-LFCSP-VQ,interface-controllers,0,26.69785,"64-VFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8334ACPZ-REEL/1118681,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8334ACPZ-REEL7,Analog Devices Inc.,IC AMP SPECIAL 64-LFCSP-VQ,interface-controllers,0,27.40491,"64-VFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8331_8332_8334.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8334ACPZ-REEL7/1118682,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8335ACPZ,Analog Devices Inc.,IC AMP SPECIAL 64-LFCSP-VQ,interface-controllers,744,41.84,"64-VFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8335.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8335ACPZ/996759,Signal Processing,,,X-AMP®,Variable Gain Amplifier
AD8335ACPZ-REEL,Analog Devices Inc.,IC AMP SPECIAL 64-LFCSP-VQ,interface-controllers,0,27.45408,"64-VFQFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD8335.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD8335ACPZ-REEL/994180,Signal Processing,,,X-AMP®,Variable Gain Amplifier
