MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Grade,Qualification,Series,Type
MAX3518ETP+C33,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-TQFN,interface-controllers,0,2.13663,20-WQFN Exposed Pad,Surface Mount,Obsolete,https://www.maximintegrated.com/en/reliability/product/MAX3518.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3518ETP-C33/3517237,CATV,,,,Variable Gain Amplifier
MAX3518ETP+C38,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-TQFN,interface-controllers,0,2.13663,20-WQFN Exposed Pad,Surface Mount,Obsolete,https://www.maximintegrated.com/en/reliability/product/MAX3518.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3518ETP-C38/3517238,CATV,,,,Variable Gain Amplifier
MAX3518ETP+CHK,Analog Devices Inc./Maxim Integrated,IC VGAIN AMP 20TQFN,interface-controllers,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3518ETP-CHK/11193466,,,,*,
MAX3518ETP+G2Z,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-TQFN,interface-controllers,0,2.17775,20-WQFN Exposed Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/571/MAX3518.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3518ETP-G2Z/6188762,CATV,,,,Variable Gain Amplifier
MAX3518ETP+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-TQFN,interface-controllers,0,3.3418,20-WQFN Exposed Pad,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/571/MAX3518.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3518ETP-T/2349250,CATV,,,,Variable Gain Amplifier
MAX3518ETP+TCHK,Analog Devices Inc./Maxim Integrated,IC VGAIN AMP 20TQFN,interface-controllers,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3518ETP-TCHK/11192757,,,,*,
MAX3518ETP+TG2Z,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-TQFN,interface-controllers,0,1.86204,20-WQFN Exposed Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/571/MAX3518.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3518ETP-TG2Z/6188763,CATV,,,,Variable Gain Amplifier
MAX3519ETP+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-TQFN,interface-controllers,0,0.0,20-WQFN Exposed Pad,Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3519ETP/11484852,CATV,,,,Amplifier
MAX3519ETP+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-TQFN,interface-controllers,0,3.3418,20-WQFN Exposed Pad,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX3519.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3519ETP-T/6188764,CATV,,,,Amplifier
MAX3520ETP+G2Z,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL,interface-controllers,0,2.7305,-,-,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3520ETP-G2Z/6188765,,,,,
MAX3522BCTN+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 56-TQFN,interface-controllers,0,4.28792,56-WFQFN Exposed Pad,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX3522B.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3522BCTN/9867044,CATV,,,,Variable Gain Amplifier
MAX3522BCTN+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 56-TQFN,interface-controllers,0,4.5276,56-WFQFN Exposed Pad,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX3522B.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3522BCTN-T/11484467,CATV,,,,Variable Gain Amplifier
MAX3522CTN+TW,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL,interface-controllers,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3522CTN-TW/11485411,,,,,
MAX3632ETG+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 24-TQFN,interface-controllers,0,0.0,24-WFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3632ETG/6194518,"GPON, OLT Receivers",,,,Limiting Amplifier
MAX3632ETG+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 24-TQFN,interface-controllers,0,0.0,24-WFQFN Exposed Pad,Surface Mount,Obsolete,https://datasheets.maximintegrated.com/en/ds/MAX3632.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3632ETG-T/5050216,"GPON, OLT Receivers",,,,Limiting Amplifier
MAX3645EEE,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-QSOP,interface-controllers,0,2.75,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3645EEE/3976096,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3645EEE+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-QSOP,interface-controllers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX3645.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3645EEE/1701994,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3645EEE+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-QSOP,interface-controllers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX3645.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3645EEE-T/1703387,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3645EEE-T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-QSOP,interface-controllers,0,2.75,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3645EEE-T/3976097,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3645ESE+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-SOIC,interface-controllers,0,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX3645.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3645ESE/5049989,Ethernet,,,,Limiting Amplifier
MAX3645ESE+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-SOIC,interface-controllers,0,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX3645.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3645ESE-T/5050217,Ethernet,,,,Limiting Amplifier
MAX3654ETE+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-TQFN,interface-controllers,0,0.0,16-WQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3654ETE/1701888,CATV,,,,Transimpedance Amplifier
MAX3654ETE+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-TQFN,interface-controllers,0,0.0,16-WQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3654ETE-T/1703640,CATV,,,,Transimpedance Amplifier
MAX3657ETC+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 12-TQFN,interface-controllers,0,3.127,12-WFQFN Exposed Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1/MAX3657.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3657ETC/1702009,Optical Networks,,,,Transimpedance Amplifier
MAX3657ETC+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 12-TQFN,interface-controllers,0,2.4452,12-WFQFN Exposed Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1/MAX3657.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3657ETC-T/1703547,Optical Networks,,,,Transimpedance Amplifier
MAX3658AE/D,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL DIE,interface-controllers,0,0.0,Die,Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3658AE-D/11485941,Optical Networks,,,,Transimpedance Amplifier
MAX3658AETA+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 8-TDFN,interface-controllers,112,8.07,8-WDFN Exposed Pad,Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX3658.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3658AETA/11484223,Optical Networks,,,,Transimpedance Amplifier
MAX3658AETA+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 8-TDFN,interface-controllers,0,0.0,8-WDFN Exposed Pad,Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX3658.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3658AETA-T/1702962,Optical Networks,,,,Transimpedance Amplifier
MAX3658AETA-T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 8-TDFN,interface-controllers,0,2.28292,8-WDFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3658AETA-T/3976102,Optical Networks,,,,Transimpedance Amplifier
MAX3658BE/D,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL DIE,interface-controllers,0,0.0,Die,Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3658BE-D/11486118,Optical Networks,,,,Transimpedance Amplifier
MAX3660ETE+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-TQFN,interface-controllers,0,0.0,16-WQFN Exposed Pad,Surface Mount,Obsolete,https://datasheets.maximintegrated.com/en/ds/MAX3660.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3660ETE-T/1948691,CATV,,,,Transimpedance Amplifier
MAX3660ETE+TG0F,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-TQFN,interface-controllers,0,0.0,16-WQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3660ETE-TG0F/7605024,CATV,,,,Transimpedance Amplifier
MAX3664ESA,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 8-SOIC,interface-controllers,0,5.7,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://pdfserv.maximintegrated.com/en/ds/MAX3664.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3664ESA/467441,Optical Networks,,,,Transimpedance Preamplifier
MAX3664ESA+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 8-SOIC,interface-controllers,0,6.755,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://pdfserv.maximintegrated.com/en/ds/MAX3664.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3664ESA/1780112,Optical Networks,,,,Transimpedance Preamplifier
MAX3664ESA+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 8-SOIC,interface-controllers,0,5.7875,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://pdfserv.maximintegrated.com/en/ds/MAX3664.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3664ESA-T/1781918,Optical Networks,,,,Transimpedance Preamplifier
MAX3665E/D,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL DIE,interface-controllers,0,0.0,Die,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3665E-D/11486054,Optical Networks,,,,Transimpedance Preamplifier
MAX3665EUA,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 8-UMAX/USOP,interface-controllers,0,0.0,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://datasheets.maximintegrated.com/en/ds/MAX3665.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3665EUA/467442,Optical Networks,,,,Transimpedance Preamplifier
MAX3665EUA+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 8-UMAX/USOP,interface-controllers,0,0.0,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX3665.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3665EUA/1701752,Optical Networks,,,,Transimpedance Preamplifier
MAX3665EUA+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 8-UMAX/USOP,interface-controllers,0,0.0,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX3665.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3665EUA-T/1703574,Optical Networks,,,,Transimpedance Preamplifier
MAX3710ETG+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 24-TQFN,interface-controllers,0,3.1125,24-WFQFN Exposed Pad,Surface Mount,Obsolete,https://datasheets.maximintegrated.com/en/ds/MAX3710.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3710ETG-T/5050218,"BOSA, GPON/EPON ONU",,,,Limiting Amplifier
MAX3711ETG+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 24-TQFN,interface-controllers,0,0.0,24-WFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3711ETG/5049999,Ethernet,,,,Limiting Postamplifier
MAX3711ETG+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 24-TQFN,interface-controllers,0,0.0,24-WFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3711ETG-T/11484058,Ethernet,,,,Limiting Postamplifier
MAX3746ETE,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-TQFN,interface-controllers,0,5.3875,16-WFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3746ETE/3976121,Ethernet,,,,Limiting Amplifier
MAX3746ETE-T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-TQFN,interface-controllers,0,5.475,16-WFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3746ETE-T/3976122,Ethernet,,,,Limiting Amplifier
MAX3746HETE#G16,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-TQFN,interface-controllers,0,0.0,16-WFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3746HETE-G16/5050150,Ethernet,,,,Limiting Amplifier
MAX3746HETE#TG16,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-TQFN,interface-controllers,0,0.0,16-WFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3746HETE-TG16/5050219,Ethernet,,,,Limiting Amplifier
MAX3747AEUB,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 10-UMAX/USOP,interface-controllers,0,2.575,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max3747a-max3747b.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3747AEUB/3976123,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3747AEUB+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 10-UMAX/USOP,interface-controllers,0,0.0,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/max3747a-max3747b.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3747AEUB/1701734,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3747AEUB+C99,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 10-UMAX/USOP,interface-controllers,0,0.0,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3747AEUB-C99/11485081,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3747AEUB+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 10-UMAX/USOP,interface-controllers,495,0.0,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/max3747a-max3747b.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3747AEUB-T/1703584,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3747AEUB+TC99,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 10-UMAX/USOP,interface-controllers,0,0.0,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3747AEUB-TC99/11484776,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3747AEUB-T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 10-UMAX/USOP,interface-controllers,0,1.675,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max3747a-max3747b.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3747AEUB-T/3976124,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3747BEUB+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 10-UMAX/USOP,interface-controllers,0,0.0,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/max3747a-max3747b.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3747BEUB/1780134,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3747BEUB+CBK,Analog Devices Inc./Maxim Integrated,IC AMP LIMITING SFP 10-UMAX,interface-controllers,0,0.0,-,-,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2338/MAX3747A_B_Rev2_2-20-14.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3747BEUB-CBK/6293781,,,,*,
MAX3747BEUB+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 10-UMAX/USOP,interface-controllers,173,5.14,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/max3747a-max3747b.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3747BEUB-T/1782057,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3747BEUB+TCBK,Analog Devices Inc./Maxim Integrated,IC AMP LIMITING SFP 10-UMAX,interface-controllers,0,0.0,-,-,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2338/MAX3747A_B_Rev2_2-20-14.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3747BEUB-TCBK/6293748,,,,*,
MAX3747EUB+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 10-UMAX/USOP,interface-controllers,0,0.0,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3747EUB/1701729,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3747EUB+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 10-UMAX/USOP,interface-controllers,0,0.0,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3747EUB-T/1703542,"Data Quantizer, Optical Receivers",,,,Limiting Amplifier
MAX3748BETE#TG16,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-TQFN,interface-controllers,0,2.75,16-WFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3748BETE-TG16/1703540,Optical Networks,,,,Limiting Amplifier
MAX3748HETE#G16,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-TQFN,interface-controllers,0,0.0,16-WFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3748HETE-G16/1702149,Optical Networks,,,,Limiting Amplifier
MAX3748HETE#TG16,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-TQFN,interface-controllers,0,0.0,16-WFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3748HETE-TG16/1703541,Optical Networks,,,,Limiting Amplifier
MAX3748HETE+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-TQFN,interface-controllers,3125,4.74,16-WFQFN Exposed Pad,Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX3748H.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3748HETE/3829274,Optical Networks,,,,Limiting Amplifier
MAX3748HETE+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 16-TQFN,interface-controllers,4795,4.74,16-WFQFN Exposed Pad,Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX3748H.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3748HETE-T/3829275,Optical Networks,,,,Limiting Amplifier
MAX3761EEP,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-QSOP,interface-controllers,0,0.0,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://datasheets.maximintegrated.com/en/ds/MAX3761-MAX3762.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3761EEP/413614,Optical Networks,,,,Limiting Amplifier
MAX3761EEP+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-QSOP,interface-controllers,0,0.0,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3761EEP/1701737,Optical Networks,,,,Limiting Amplifier
MAX3761EEP+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-QSOP,interface-controllers,0,0.0,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3761EEP-T/1703549,Optical Networks,,,,Limiting Amplifier
MAX3761EEP-T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-QSOP,interface-controllers,0,4.625,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3761EEP-T/3976126,Optical Networks,,,,Limiting Amplifier
MAX3762EEP,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-QSOP,interface-controllers,0,4.5375,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3762EEP/467397,Optical Networks,,,,Limiting Amplifier
MAX3762EEP+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-QSOP,interface-controllers,0,0.0,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3762EEP/1701736,Optical Networks,,,,Limiting Amplifier
MAX3762EEP-T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 20-QSOP,interface-controllers,0,4.625,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3762EEP-T/3976127,Optical Networks,,,,Limiting Amplifier
MAX3765CUB+,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 10-UMAX/USOP,interface-controllers,0,0.0,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max3264-max3765.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3765CUB/1779604,Optical Networks,,,,Limiting Amplifier
MAX3765CUB+T,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 10-UMAX/USOP,interface-controllers,0,0.0,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max3264-max3765.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3765CUB-T/1782058,Optical Networks,,,,Limiting Amplifier
MAX3765CUB+TG05,Analog Devices Inc./Maxim Integrated,INTEGRATED CIRCUIT,interface-controllers,0,0.0,-,-,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/697/MAX3264_65_68_69_3765_68.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3765CUB-TG05/9680738,,,,,
MAX3768CUB,Analog Devices Inc./Maxim Integrated,IC AMP SPECIAL 10-UMAX/USOP,interface-controllers,0,0.0,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX3768CUB/3976129,Optical Networks,,,,Limiting Amplifier
