MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Access Time,Clock Frequency,DigiKey Programmable,Grade,Memory Format,Memory Interface,Memory Organization,Memory Size,Memory Type,Operating Temperature,Qualification,Series,Technology,Voltage - Supply,"Write Cycle Time - Word, Page"
24LC1025-I/P,Microchip Technology,IC EEPROM 1MBIT I2C 400KHZ 8DIP,memory,481,4.23,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001941L.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC1025-I-P/957540,900 ns,400 kHz,Verified,,EEPROM,I2C,128K x 8,1Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC1025-I/SM,Microchip Technology,IC EEPROM 1MBIT I2C 400KHZ 8SOIJ,memory,3283,4.05,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001941L.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC1025-I-SM/957541,900 ns,400 kHz,Verified,,EEPROM,I2C,128K x 8,1Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC1025-I/SN,Microchip Technology,IC EEPROM 1MBIT I2C 400KHZ 8SOIC,memory,5164,4.02,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001941L.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC1025-I-SN/2270914,900 ns,400 kHz,Verified,,EEPROM,I2C,128K x 8,1Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC1025T-I/SM,Microchip Technology,IC EEPROM 1MBIT I2C 400KHZ 8SOIJ,memory,8104,4.42,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001941L.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC1025T-I-SM/964256,900 ns,400 kHz,Verified,,EEPROM,I2C,128K x 8,1Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC1025T-I/SN,Microchip Technology,IC EEPROM 1MBIT I2C 400KHZ 8SOIC,memory,2788,4.39,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001941L.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC1025T-I-SN/2332779,900 ns,400 kHz,Verified,,EEPROM,I2C,128K x 8,1Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC1026-E/SN,Microchip Technology,IC EEPROM 1MBIT I2C 400KHZ 8SOIC,memory,1252,4.07,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20002270E.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC1026-E-SN/2664891,900 ns,400 kHz,Not Verified,,EEPROM,I2C,128K x 8,1Mbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC1026-I/P,Microchip Technology,IC EEPROM 1MBIT I2C 400KHZ 8DIP,memory,1117,4.23,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20002270E.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC1026-I-P/2601403,900 ns,400 kHz,Not Verified,,EEPROM,I2C,128K x 8,1Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC1026-I/SN,Microchip Technology,IC EEPROM 1MBIT I2C 400KHZ 8SOIC,memory,2867,4.02,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20002270E.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC1026-I-SN/2601405,900 ns,400 kHz,Not Verified,,EEPROM,I2C,128K x 8,1Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC128-E/SN,Microchip Technology,IC EEPROM 128KBIT I2C 8SOIC,memory,1218,0.81,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/24AA128-24LC128-24FC128-128K-I2C-Serial-EEPROM-DS.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC128-E-SN/305064,900 ns,400 kHz,Verified,,EEPROM,I2C,16K x 8,128Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC128-I/SN,Microchip Technology,IC EEPROM 128KBIT I2C 8SOIC,memory,4512,0.78,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/24AA128-24LC128-24FC128-128K-I2C-Serial-EEPROM-DS.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC128-I-SN/273430,900 ns,400 kHz,Verified,,EEPROM,I2C,16K x 8,128Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC128T-E/ST,Microchip Technology,IC EEPROM 128KBIT I2C 8TSSOP,memory,2361,0.93,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/24AA128-24LC128-24FC128-128K-I2C-Serial-EEPROM-DS.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC128T-E-ST/551782,900 ns,400 kHz,Verified,,EEPROM,I2C,16K x 8,128Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC128T-I/MNY,Microchip Technology,IC EEPROM 128KBIT I2C 8TDFN,memory,7298,0.86,8-WFDFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/24AA128-24LC128-24FC128-128K-I2C-Serial-EEPROM-DS.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC128T-I-MNY/2385851,900 ns,400 kHz,Not Verified,,EEPROM,I2C,16K x 8,128Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC128T-I/MS,Microchip Technology,IC EEPROM 128KBIT I2C 8MSOP,memory,7573,0.86,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/24AA128-24LC128-24FC128-128K-I2C-Serial-EEPROM-DS.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC128T-I-MS/468424,900 ns,400 kHz,Verified,,EEPROM,I2C,16K x 8,128Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC128T-I/SN,Microchip Technology,IC EEPROM 128KBIT I2C 8SOIC,memory,5809,0.81,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/microchip-technology/24LC128T-I-SN/318680,900 ns,400 kHz,Verified,,EEPROM,I2C,16K x 8,128Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC16B-E/SN,Microchip Technology,IC EEPROM 16KBIT I2C 8SOIC,memory,5432,0.49,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001703M.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC16B-E-SN/443567,900 ns,400 kHz,Verified,,EEPROM,I2C,2K x 8,16Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC16B-I/P,Microchip Technology,IC EEPROM 16KBIT I2C 400KHZ 8DIP,memory,2221,0.47,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001703M.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC16B-I-P/218079,900 ns,400 kHz,Verified,,EEPROM,I2C,2K x 8,16Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC16B-M/SN,Microchip Technology,IC EEPROM 16KBIT I2C 8SOIC,memory,964,9.35,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20002213B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC16B-M-SN/2179274,900 ns,400 kHz,Not Verified,,EEPROM,I2C,2K x 8,16Kbit,Non-Volatile,-55°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC16B/SN,Microchip Technology,IC EEPROM 16KBIT I2C 8SOIC,memory,1714,0.37,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001703M.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC16B-SN/170164,900 ns,400 kHz,Verified,,EEPROM,I2C,2K x 8,16Kbit,Non-Volatile,0°C ~ 70°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC16BHT-I/OT,Microchip Technology,IC EEPROM 16KBIT I2C SOT23-5,memory,2888,0.37,"SC-74A, SOT-753",Surface Mount,Active,http://ww1.microchip.com/downloads/en/DeviceDoc/20002118B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC16BHT-I-OT/2059637,900 ns,400 kHz,Verified,,EEPROM,I2C,2K x 8,16Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC16BT-E/OT,Microchip Technology,IC EEPROM 16KBIT I2C SOT23-5,memory,5482,0.44,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001703M.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC16BT-E-OT/509523,900 ns,400 kHz,Verified,,EEPROM,I2C,2K x 8,16Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC16BT-I/OT,Microchip Technology,IC EEPROM 16KBIT I2C SOT23-5,memory,100883,0.37,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001703M.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC16BT-I-OT/443505,900 ns,400 kHz,Verified,,EEPROM,I2C,2K x 8,16Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC16BT-I/SN,Microchip Technology,IC EEPROM 16KBIT I2C 8SOIC,memory,60418,0.41,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20001703M.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC16BT-I-SN/318683,900 ns,400 kHz,Verified,,EEPROM,I2C,2K x 8,16Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC256-E/P,Microchip Technology,IC EEPROM 256KBIT I2C 8DIP,memory,2336,1.24,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA256-24LC256-24FC256-256K-I2C-Serial-EEPROM-DS20001203.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC256-E-P/318696,900 ns,400 kHz,Verified,,EEPROM,I2C,32K x 8,256Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC256-E/SN,Microchip Technology,IC EEPROM 256KBIT I2C 8SOIC,memory,2989,1.16,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA256-24LC256-24FC256-256K-I2C-Serial-EEPROM-DS20001203.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC256-E-SN/459111,900 ns,400 kHz,Verified,,EEPROM,I2C,32K x 8,256Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC256-I/MS,Microchip Technology,IC EEPROM 256KBIT I2C 8MSOP,memory,10029,1.12,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA256-24LC256-24FC256-256K-I2C-Serial-EEPROM-DS20001203.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC256-I-MS/468425,900 ns,400 kHz,Verified,,EEPROM,I2C,32K x 8,256Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC256-I/P,Microchip Technology,IC EEPROM 256KBIT I2C 8DIP,memory,4298,1.16,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA256-24LC256-24FC256-256K-I2C-Serial-EEPROM-DS20001203.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC256-I-P/273431,900 ns,400 kHz,Verified,,EEPROM,I2C,32K x 8,256Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC256-I/SM,Microchip Technology,IC EEPROM 256KBIT I2C 8SOIJ,memory,1448,1.11,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA256-24LC256-24FC256-256K-I2C-Serial-EEPROM-DS20001203.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC256-I-SM/273432,900 ns,400 kHz,Verified,,EEPROM,I2C,32K x 8,256Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC256-I/SN,Microchip Technology,IC EEPROM 256KBIT I2C 8SOIC,memory,11161,1.13,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA256-24LC256-24FC256-256K-I2C-Serial-EEPROM-DS20001203.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC256-I-SN/440169,900 ns,400 kHz,Verified,,EEPROM,I2C,32K x 8,256Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC256-I/ST,Microchip Technology,IC EEPROM 256KBIT I2C 8TSSOP,memory,2765,1.12,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA256-24LC256-24FC256-256K-I2C-Serial-EEPROM-DS20001203.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC256-I-ST/442740,900 ns,400 kHz,Verified,,EEPROM,I2C,32K x 8,256Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC256T-E/SN,Microchip Technology,IC EEPROM 256KBIT I2C 8SOIC,memory,5919,1.27,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA256-24LC256-24FC256-256K-I2C-Serial-EEPROM-DS20001203.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC256T-E-SN/459130,900 ns,400 kHz,Verified,,EEPROM,I2C,32K x 8,256Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC256T-E/ST,Microchip Technology,IC EEPROM 256KBIT I2C 8TSSOP,memory,2099,1.3,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA256-24LC256-24FC256-256K-I2C-Serial-EEPROM-DS20001203.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC256T-E-ST/572328,900 ns,400 kHz,Verified,,EEPROM,I2C,32K x 8,256Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC256T-I/MS,Microchip Technology,IC EEPROM 256KBIT I2C 8MSOP,memory,54485,1.22,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA256-24LC256-24FC256-256K-I2C-Serial-EEPROM-DS20001203.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC256T-I-MS/468426,900 ns,400 kHz,Not Verified,,EEPROM,I2C,32K x 8,256Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC256T-I/SN,Microchip Technology,IC EEPROM 256KBIT I2C 8SOIC,memory,18828,1.18,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA256-24LC256-24FC256-256K-I2C-Serial-EEPROM-DS20001203.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC256T-I-SN/443546,900 ns,400 kHz,Verified,,EEPROM,I2C,32K x 8,256Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC256T-I/ST,Microchip Technology,IC EEPROM 256KBIT I2C 8TSSOP,memory,6722,1.22,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA256-24LC256-24FC256-256K-I2C-Serial-EEPROM-DS20001203.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC256T-I-ST/443550,900 ns,400 kHz,Verified,,EEPROM,I2C,32K x 8,256Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC32A-E/SN,Microchip Technology,IC EEPROM 32KBIT I2C 8SOIC,memory,1154,0.54,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA32A-24LC32A-32-Kbit-I2C-Serial-EEPROM-DS20001713.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC32A-E-SN/443617,900 ns,400 kHz,Verified,,EEPROM,I2C,4K x 8,32Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC32A-I/MS,Microchip Technology,IC EEPROM 32KBIT I2C 8MSOP,memory,7256,0.5,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA32A-24LC32A-32-Kbit-I2C-Serial-EEPROM-DS20001713.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC32A-I-MS/443583,900 ns,400 kHz,Verified,,EEPROM,I2C,4K x 8,32Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC32A-I/P,Microchip Technology,IC EEPROM 32KBIT I2C 400KHZ 8DIP,memory,2684,0.56,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA32A-24LC32A-32-Kbit-I2C-Serial-EEPROM-DS20001713.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC32A-I-P/318699,900 ns,400 kHz,Verified,,EEPROM,I2C,4K x 8,32Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC32A-I/ST,Microchip Technology,IC EEPROM 32KBIT I2C 8TSSOP,memory,1557,0.54,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA32A-24LC32A-32-Kbit-I2C-Serial-EEPROM-DS20001713.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC32A-I-ST/443589,900 ns,400 kHz,Not Verified,,EEPROM,I2C,4K x 8,32Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC32A/P,Microchip Technology,IC EEPROM 32KBIT I2C 400KHZ 8DIP,memory,11367,0.56,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA32A-24LC32A-32-Kbit-I2C-Serial-EEPROM-DS20001713.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC32A-P/249076,900 ns,400 kHz,Verified,,EEPROM,I2C,4K x 8,32Kbit,Non-Volatile,0°C ~ 70°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC32A/SN,Microchip Technology,IC EEPROM 32KBIT I2C 8SOIC,memory,3561,0.46,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA32A-24LC32A-32-Kbit-I2C-Serial-EEPROM-DS20001713.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC32A-SN/249077,900 ns,400 kHz,Verified,,EEPROM,I2C,4K x 8,32Kbit,Non-Volatile,0°C ~ 70°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC32AFT-I/OT,Microchip Technology,IC EEPROM 32KBIT I2C SOT23-5,memory,3530,0.44,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22184A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC32AFT-I-OT/2125404,900 ns,400 kHz,Not Verified,,EEPROM,I2C,4K x 8,32Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC32AT-E/OT,Microchip Technology,IC EEPROM 32KBIT I2C SOT23-5,memory,3255,0.55,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA32A-24LC32A-32-Kbit-I2C-Serial-EEPROM-DS20001713.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC32AT-E-OT/2061377,900 ns,400 kHz,Not Verified,,EEPROM,I2C,4K x 8,32Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC32AT-I/MS,Microchip Technology,IC EEPROM 32KBIT I2C 8MSOP,memory,2336,0.55,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA32A-24LC32A-32-Kbit-I2C-Serial-EEPROM-DS20001713.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC32AT-I-MS/443590,900 ns,400 kHz,Verified,,EEPROM,I2C,4K x 8,32Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC32AT-I/OT,Microchip Technology,IC EEPROM 32KBIT I2C SOT23-5,memory,7472,0.44,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA32A-24LC32A-32-Kbit-I2C-Serial-EEPROM-DS20001713.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC32AT-I-OT/2059640,900 ns,400 kHz,Not Verified,,EEPROM,I2C,4K x 8,32Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC32AT-I/SN,Microchip Technology,IC EEPROM 32KBIT I2C 8SOIC,memory,67777,0.5,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA32A-24LC32A-32-Kbit-I2C-Serial-EEPROM-DS20001713.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC32AT-I-SN/285049,900 ns,400 kHz,Verified,,EEPROM,I2C,4K x 8,32Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC32AT-I/ST,Microchip Technology,IC EEPROM 32KBIT I2C 8TSSOP,memory,1956,0.55,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MPD/ProductDocuments/DataSheets/24AA32A-24LC32A-32-Kbit-I2C-Serial-EEPROM-DS20001713.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC32AT-I-ST/443584,900 ns,400 kHz,Verified,,EEPROM,I2C,4K x 8,32Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC512-E/SM,Microchip Technology,IC EEPROM 512KBIT I2C 8SOIJ,memory,7043,1.92,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/24AA512-24LC512-24FC512-512K-Bit-I2C-Serial-EEPROM-20001754Q.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC512-E-SM/551937,900 ns,400 kHz,Verified,,EEPROM,I2C,64K x 8,512Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC512-E/SN,Microchip Technology,IC EEPROM 512KBIT I2C 8SOIC,memory,3526,1.89,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/24AA512-24LC512-24FC512-512K-Bit-I2C-Serial-EEPROM-20001754Q.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC512-E-SN/2202081,900 ns,400 kHz,Verified,,EEPROM,I2C,64K x 8,512Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC512-E/ST,Microchip Technology,IC EEPROM 512KBIT I2C 8TSSOP,memory,1332,1.95,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/24AA512-24LC512-24FC512-512K-Bit-I2C-Serial-EEPROM-20001754Q.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC512-E-ST/2202082,900 ns,400 kHz,Not Verified,,EEPROM,I2C,64K x 8,512Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
24LC512-I/P,Microchip Technology,IC EEPROM 512KBIT I2C 8DIP,memory,1285,1.93,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/24AA512-24LC512-24FC512-512K-Bit-I2C-Serial-EEPROM-20001754Q.pdf,https://www.digikey.com/en/products/detail/microchip-technology/24LC512-I-P/523018,900 ns,400 kHz,Verified,,EEPROM,I2C,64K x 8,512Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EEPROM,2.5V ~ 5.5V,5ms
