MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Control Features,Current - Output,Current - Quiescent (Iq),Current - Supply (Max),Grade,Number of Regulators,Operating Temperature,Output Configuration,Output Type,PSRR,Protection Features,Qualification,Series,Voltage - Input (Max),Voltage - Output (Max),Voltage - Output (Min/Fixed),Voltage Dropout (Max)
MCP1703-5002E/DB,Microchip Technology,IC REG LINEAR 5V 250MA SOT-223-3,pmic-voltage-regulators-linear,9862,0.84,"TO-261-4, TO-261AA",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1703-250-mA-16V-Low-Quiescent-Current-LDO-20002049.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1703-5002E-DB/1636060,,250mA,5 µA,,,1,-40°C ~ 125°C,Positive,Fixed,44dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,16V,,5V,0.65V @ 250mA
MCP1703AT-3302E/CB,Microchip Technology,IC REG LIN 3.3V 250MA SOT23A-3,pmic-voltage-regulators-linear,13594,0.75,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1703-250-mA-16V-Low-Quiescent-Current-LDO-20002049.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1703AT-3302E-CB/3131472,,250mA,5 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,35dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,16V,,3.3V,0.725V @ 250mA
MCP1703AT-3302E/CBVAO,Microchip Technology,IC REG LIN 3.3V 250MA SOT23A-3,pmic-voltage-regulators-linear,2210,0.23,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1703-250-mA-16V-Low-Quiescent-Current-LDO-20002049.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1703AT-3302E-CBVAO/8323379,,250mA,5 µA,,Automotive,1,-40°C ~ 125°C (TJ),Positive,Fixed,35dB (100Hz),"Over Current, Over Temperature, Short Circuit",AEC-Q100,,16V,,3.3V,0.725V @ 250mA
MCP1703AT-3302E/DB,Microchip Technology,IC REG LIN 3.3V 250MA SOT-223-3,pmic-voltage-regulators-linear,5918,0.84,"TO-261-4, TO-261AA",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1703-250-mA-16V-Low-Quiescent-Current-LDO-20002049.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1703AT-3302E-DB/3131473,,250mA,5 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,35dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,16V,,3.3V,0.725V @ 250mA
MCP1703AT-3302E/MB,Microchip Technology,IC REG LINEAR 3.3V 250MA SOT89-3,pmic-voltage-regulators-linear,17818,0.75,TO-243AA,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1703-250-mA-16V-Low-Quiescent-Current-LDO-20002049.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1703AT-3302E-MB/3131474,,250mA,5 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,35dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,16V,,3.3V,0.725V @ 250mA
MCP1703AT-5002E/CB,Microchip Technology,IC REG LINEAR 5V 250MA SOT23A-3,pmic-voltage-regulators-linear,2065,0.75,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1703-250-mA-16V-Low-Quiescent-Current-LDO-20002049.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1703AT-5002E-CB/3131480,,250mA,5 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,35dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,16V,,5V,0.65V @ 250mA
MCP1703AT-5002E/DB,Microchip Technology,IC REG LINEAR 5V 250MA SOT-223-3,pmic-voltage-regulators-linear,1988,0.84,"TO-261-4, TO-261AA",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1703-250-mA-16V-Low-Quiescent-Current-LDO-20002049.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1703AT-5002E-DB/3131481,,250mA,5 µA,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,35dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,16V,,5V,0.65V @ 250mA
MCP1703T-3302E/CB,Microchip Technology,IC REG LIN 3.3V 250MA SOT23A-3,pmic-voltage-regulators-linear,30819,0.75,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1703-250-mA-16V-Low-Quiescent-Current-LDO-20002049.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1703T-3302E-CB/1635605,,250mA,5 µA,,,1,-40°C ~ 125°C,Positive,Fixed,44dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,16V,,3.3V,0.725V @ 250mA
MCP1703T-3302E/DB,Microchip Technology,IC REG LIN 3.3V 250MA SOT-223-3,pmic-voltage-regulators-linear,30489,0.84,"TO-261-4, TO-261AA",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1703-250-mA-16V-Low-Quiescent-Current-LDO-20002049.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1703T-3302E-DB/1635603,,250mA,5 µA,,,1,-40°C ~ 125°C,Positive,Fixed,44dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,16V,,3.3V,0.725V @ 250mA
MCP1703T-3302E/MB,Microchip Technology,IC REG LINEAR 3.3V 250MA SOT89-3,pmic-voltage-regulators-linear,6636,0.75,TO-243AA,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1703-250-mA-16V-Low-Quiescent-Current-LDO-20002049.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1703T-3302E-MB/1635604,,250mA,5 µA,,,1,-40°C ~ 125°C,Positive,Fixed,44dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,16V,,3.3V,0.725V @ 250mA
MCP1703T-5002E/MB,Microchip Technology,IC REG LINEAR 5V 250MA SOT89-3,pmic-voltage-regulators-linear,8794,0.75,TO-243AA,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1703-250-mA-16V-Low-Quiescent-Current-LDO-20002049.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1703T-5002E-MB/1635601,,250mA,5 µA,,,1,-40°C ~ 125°C,Positive,Fixed,44dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,16V,,5V,0.65V @ 250mA
MCP1711T-33I/OT,Microchip Technology,IC REG LINEAR 3.3V 150MA SOT23-5,pmic-voltage-regulators-linear,12357,0.5,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005415D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1711T-33I-OT/5358233,Enable,150mA,1.27 µA,1.8 µA,,1,-40°C ~ 85°C,Positive,Fixed,,,,,6V,,3.3V,0.67V @ 150mA
MCP1725T-3302E/MC,Microchip Technology,IC REG LINEAR 3.3V 500MA 8-DFN,pmic-voltage-regulators-linear,10424,0.71,8-VFDFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/OTH/ProductDocuments/DataSheets/22026b.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1725T-3302E-MC/1626612,"Enable, Power Good",500mA,220 µA,,,1,-40°C ~ 125°C,Positive,Fixed,60dB (100Hz),"Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,6V,,3.3V,0.35V @ 500mA
MCP1725T-ADJE/MC,Microchip Technology,IC REG LIN POS ADJ 500MA 8-DFN,pmic-voltage-regulators-linear,17681,0.71,8-VFDFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/OTH/ProductDocuments/DataSheets/22026b.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1725T-ADJE-MC/1626614,"Enable, Power Good",500mA,220 µA,,,1,-40°C ~ 125°C,Positive,Adjustable,60dB (100Hz),"Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,6V,5V,0.8V,0.35V @ 500mA
MCP1727T-3302E/MF,Microchip Technology,IC REG LINEAR 3.3V 1.5A 8-DFN,pmic-voltage-regulators-linear,9135,1.11,8-VDFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/21999b.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1727T-3302E-MF/1098497,"Enable, Power Good",1.5A,220 µA,,,1,-40°C ~ 125°C,Positive,Fixed,60dB (100Hz),"Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,6V,,3.3V,0.55V @ 1.5A
MCP1754ST-3302E/CB,Microchip Technology,IC REG LIN 3.3V 150MA SOT23A-3,pmic-voltage-regulators-linear,16323,0.54,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1754-and-MCP1754S-Data-Sheet-DS20002276.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1754ST-3302E-CB/2753112,,150mA,90 µA,250 µA,,1,-40°C ~ 125°C,Positive,Fixed,72dB (1kHz),"Over Current, Over Temperature",,,16V,,3.3V,0.5V @ 150mA
MCP1755ST-3302E/DB,Microchip Technology,IC REG LIN 3.3V 300MA SOT-223-3,pmic-voltage-regulators-linear,13107,0.93,"TO-261-4, TO-261AA",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP1755-MCP1755S-Data-Sheet-DS20005160B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1755ST-3302E-DB/3872184,,300mA,100 µA,400 µA,,1,-40°C ~ 125°C,Positive,Fixed,80dB (1kHz),"Over Current, Over Temperature, Short Circuit",,,16V,,3.3V,0.5V @ 300mA
MCP1755T-3302E/OT,Microchip Technology,IC REG LINEAR 3.3V 300MA SOT23-5,pmic-voltage-regulators-linear,11153,0.69,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP1755-MCP1755S-Data-Sheet-DS20005160B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1755T-3302E-OT/3872191,"Enable, Power Good",300mA,100 µA,400 µA,,1,-40°C ~ 125°C,Positive,Fixed,80dB (1kHz),"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,16V,,3.3V,0.5V @ 300mA
MCP1755T-5002E/OT,Microchip Technology,IC REG LINEAR 5V 300MA SOT23-5,pmic-voltage-regulators-linear,92792,0.69,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP1755-MCP1755S-Data-Sheet-DS20005160B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1755T-5002E-OT/3872194,"Enable, Power Good",300mA,100 µA,400 µA,,1,-40°C ~ 125°C,Positive,Fixed,80dB (1kHz),"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,16V,,5V,0.5V @ 300mA
MCP1792-5002H/DB,Microchip Technology,IC REG LINEAR 5V 100MA SOT-223-3,pmic-voltage-regulators-linear,12384,0.38,"TO-261-4, TO-261AA",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1792-Family-Data-Sheet-DS20006229D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1792-5002H-DB/10297898,,100mA,45 µA,150 µA,Automotive,1,-40°C ~ 150°C (TA),Positive,Fixed,80dB ~ 55dB (100Hz ~ 100kHz),"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",AEC-Q100,,55V,,5V,1.2V @ 100mA
MCP1792T-3302H/DB,Microchip Technology,IC REG LIN 3.3V 100MA SOT-223-3,pmic-voltage-regulators-linear,1179,0.45,"TO-261-4, TO-261AA",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1792-Family-Data-Sheet-DS20006229D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1792T-3302H-DB/10297922,Enable,100mA,45 µA,150 µA,Automotive,1,-40°C ~ 150°C (TA),Positive,Fixed,80dB ~ 55dB (100Hz ~ 100kHz),"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",AEC-Q100,,55V,,3.3V,1.2V @ 100mA
MCP1793T-3302H/OT,Microchip Technology,IC REG LINEAR 3.3V 100MA SOT23-5,pmic-voltage-regulators-linear,10879,0.67,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1792-Family-Data-Sheet-DS20006229D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1793T-3302H-OT/10297926,Enable,100mA,45 µA,150 µA,Automotive,1,-40°C ~ 150°C (TA),Positive,Fixed,80dB ~ 55dB (100Hz ~ 100kHz),"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",AEC-Q100,,55V,,3.3V,1.2V @ 100mA
MCP1793T-5002H/OT,Microchip Technology,IC REG LINEAR 5V 100MA SOT23-5,pmic-voltage-regulators-linear,5533,0.67,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP1792-Family-Data-Sheet-DS20006229D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1793T-5002H-OT/10297928,Enable,100mA,45 µA,150 µA,Automotive,1,-40°C ~ 150°C (TA),Positive,Fixed,80dB ~ 55dB (100Hz ~ 100kHz),"Over Current, Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",AEC-Q100,,55V,,5V,1.2V @ 100mA
MCP1799T-5002H/DB,Microchip Technology,IC REG LINEAR 5V 80MA SOT-223-3,pmic-voltage-regulators-linear,26175,0.42,"TO-261-4, TO-261AA",Surface Mount,Active,http://ww1.microchip.com/downloads/en/DeviceDoc/MCP1799-Data-Sheet-20006248A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1799T-5002H-DB/10491913,,80mA,45 µA,110 µA,Automotive,1,-40°C ~ 150°C (TJ),Positive,Fixed,70dB ~ 35dB (100Hz ~ 100kHz),"Over Current, Over Temperature, Short Circuit",AEC-Q100,,45V,,5V,1.1V @ 80mA
MCP1799T-5002H/TT,Microchip Technology,IC REG LINEAR 5V 80MA SOT23-3,pmic-voltage-regulators-linear,8614,0.36,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,http://ww1.microchip.com/downloads/en/DeviceDoc/MCP1799-Data-Sheet-20006248A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1799T-5002H-TT/10492004,,80mA,45 µA,110 µA,Automotive,1,-40°C ~ 150°C (TJ),Positive,Fixed,70dB ~ 35dB (100Hz ~ 100kHz),"Over Current, Over Temperature, Short Circuit",AEC-Q100,,45V,,5V,1.1V @ 80mA
MCP1801T-3302I/OT,Microchip Technology,IC REG LINEAR 3.3V 150MA SOT23-5,pmic-voltage-regulators-linear,11911,0.56,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22051D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1801T-3302I-OT/1679136,Enable,150mA,50 µA,,,1,-40°C ~ 85°C,Positive,Fixed,70dB (10kHz),Over Current,,,10V,,3.3V,0.25V @ 100mA
MCP1802T-3302I/OT,Microchip Technology,IC REG LINEAR 3.3V 300MA SOT23-5,pmic-voltage-regulators-linear,17968,0.72,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22053C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1802T-3302I-OT/1679144,Enable,300mA,50 µA,,,1,-40°C ~ 85°C,Positive,Fixed,70dB (10kHz),Over Current,,,10V,,3.3V,0.25V @ 100mA
MCP1804T-3302I/DB,Microchip Technology,IC REG LIN 3.3V 150MA SOT-223-3,pmic-voltage-regulators-linear,12857,0.95,"TO-261-4, TO-261AA",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20002200D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1804T-3302I-DB/2171382,,150mA,105 µA,125 µA,,1,-40°C ~ 85°C,Positive,Fixed,50dB (1kHz),"Over Current, Over Temperature",,,28V,,3.3V,1.7V @ 100mA
MCP1804T-3302I/MB,Microchip Technology,IC REG LINEAR 3.3V 150MA SOT89-3,pmic-voltage-regulators-linear,6669,0.95,TO-243AA,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20002200D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1804T-3302I-MB/2171384,,150mA,105 µA,125 µA,,1,-40°C ~ 85°C,Positive,Fixed,50dB (1kHz),"Over Current, Over Temperature",,,28V,,3.3V,1.7V @ 100mA
MCP1804T-3302I/OT,Microchip Technology,IC REG LINEAR 3.3V 150MA SOT23-5,pmic-voltage-regulators-linear,14700,0.9,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20002200D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1804T-3302I-OT/2171407,Enable,150mA,105 µA,125 µA,,1,-40°C ~ 85°C,Positive,Fixed,50dB (1kHz),"Over Current, Over Temperature",,,28V,,3.3V,1.7V @ 100mA
MCP1804T-5002I/DB,Microchip Technology,IC REG LINEAR 5V 150MA SOT-223-3,pmic-voltage-regulators-linear,7478,0.95,"TO-261-4, TO-261AA",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20002200D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1804T-5002I-DB/2171415,,150mA,105 µA,125 µA,,1,-40°C ~ 85°C,Positive,Fixed,50dB (1kHz),"Over Current, Over Temperature",,,28V,,5V,1.3V @ 100mA
MCP1804T-5002I/MB,Microchip Technology,IC REG LINEAR 5V 150MA SOT89-3,pmic-voltage-regulators-linear,6188,0.95,TO-243AA,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20002200D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1804T-5002I-MB/2171421,,150mA,105 µA,125 µA,,1,-40°C ~ 85°C,Positive,Fixed,50dB (1kHz),"Over Current, Over Temperature",,,28V,,5V,1.3V @ 100mA
MCP1804T-5002I/OT,Microchip Technology,IC REG LINEAR 5V 150MA SOT23-5,pmic-voltage-regulators-linear,43872,0.9,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20002200D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1804T-5002I-OT/2171406,Enable,150mA,105 µA,125 µA,,1,-40°C ~ 85°C,Positive,Fixed,50dB (1kHz),"Over Current, Over Temperature",,,28V,,5V,1.3V @ 100mA
MCP1804T-C002I/DB,Microchip Technology,IC REG LIN 12V 150MA SOT-223-3,pmic-voltage-regulators-linear,6385,0.95,"TO-261-4, TO-261AA",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20002200D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1804T-C002I-DB/2171425,,150mA,115 µA,125 µA,,1,-40°C ~ 85°C,Positive,Fixed,50dB (1kHz),"Over Current, Over Temperature",,,28V,,12V,0.85V @ 100mA
MCP1804T-C002I/OT,Microchip Technology,IC REG LINEAR 12V 150MA SOT23-5,pmic-voltage-regulators-linear,7774,0.9,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20002200D.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1804T-C002I-OT/2170958,Enable,150mA,115 µA,125 µA,,1,-40°C ~ 85°C,Positive,Fixed,50dB (1kHz),"Over Current, Over Temperature",,,28V,,12V,0.85V @ 100mA
MCP1824ST-3302E/DB,Microchip Technology,IC REG LIN 3.3V 300MA SOT-223-3,pmic-voltage-regulators-linear,14190,0.64,"TO-261-4, TO-261AA",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22070a.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1824ST-3302E-DB/1874551,,300mA,220 µA,,,1,-40°C ~ 125°C,Positive,Fixed,55dB (100Hz),"Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,6V,,3.3V,0.32V @ 300mA
MCP1824T-0802E/OT,Microchip Technology,IC REG LINEAR 0.8V 300MA SOT23-5,pmic-voltage-regulators-linear,14719,0.56,"SC-74A, SOT-753",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22070a.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1824T-0802E-OT/1635455,"Enable, Power Good",300mA,220 µA,,,1,-40°C ~ 125°C,Positive,Fixed,55dB (100Hz),"Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,6V,,0.8V,0.32V @ 300mA
MCP1825S-3302E/DB,Microchip Technology,IC REG LIN 3.3V 500MA SOT-223-3,pmic-voltage-regulators-linear,4686,0.69,"TO-261-4, TO-261AA",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22056b.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP1825S-3302E-DB/1636103,,500mA,220 µA,,,1,-40°C ~ 125°C,Positive,Fixed,60dB (100Hz),"Over Temperature, Short Circuit, Under Voltage Lockout (UVLO)",,,6V,,3.3V,0.35V @ 500mA
