MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Clock Frequency,Current - Output Source/Sink,DigiKey Programmable,Features,Grade,Interface,Interrupt Output,Number of I/O,Number of Outputs,Operating Temperature,Output Type,Qualification,Series,Voltage - Input,Voltage - Output,Voltage - Supply
15099,SparkFun Electronics,IC XPNDR 1.7MHZ I2C 18DIP,pmic-voltage-regulators-dc-dc-switching-regulators,0,2.54,"18-DIP (0.300"", 7.62mm)",Through Hole,Active,,https://www.digikey.com/en/products/detail/sparkfun-electronics/15099/17829724,,1.7 MHz,3mA,Not Verified,POR,,I2C,Yes,8,,,Open Drain,,,,,1.8V ~ 5.5V
89HPES12T3G2ZABCI8,Renesas Electronics Corporation,89HPES12T3G2ZABCI8,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES12T3G2ZABCI8/21279008,,,,,,,,,,,,,,,,,
89HPES16T4G2ZABXI8,Renesas Electronics Corporation,89HPES16T4G2ZABXI8,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES16T4G2ZABXI8/21278962,,,,,,,,,,,,,,,,,
89HPES16T4ZHBCGI,Renesas Electronics Corporation,89HPES16T4ZHBCGI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES16T4ZHBCGI/21279043,,,,,,,,,,,,,,,,,
89HPES16T4ZHBCGI8,Renesas Electronics Corporation,89HPES16T4ZHBCGI8,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES16T4ZHBCGI8/21279080,,,,,,,,,,,,,,,,,
89HPES16T4ZHBCI,Renesas Electronics Corporation,89HPES16T4ZHBCI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES16T4ZHBCI/21279070,,,,,,,,,,,,,,,,,
89HPES16T4ZHBCI8,Renesas Electronics Corporation,89HPES16T4ZHBCI8,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES16T4ZHBCI8/21279166,,,,,,,,,,,,,,,,,
89HPES16T7ZHBXI,Renesas Electronics Corporation,89HPES16T7ZHBXI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES16T7ZHBXI/21278977,,,,,,,,,,,,,,,,,
89HPES22T16ZABLI,Renesas Electronics Corporation,89HPES22T16ZABLI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES22T16ZABLI/21279059,,,,,,,,,,,,,,,,,
89HPES24N3AZCBXGI,Renesas Electronics Corporation,89HPES24N3AZCBXGI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES24N3AZCBXGI/21278983,,,,,,,,,,,,,,,,,
89HPES24N3AZCBXI,Renesas Electronics Corporation,89HPES24N3AZCBXI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES24N3AZCBXI/21279095,,,,,,,,,,,,,,,,,
89HPES24N3AZGBXGI,Renesas Electronics Corporation,89HPES24N3AZGBXGI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES24N3AZGBXGI/21279054,,,,,,,,,,,,,,,,,
89HPES24N3AZGBXI,Renesas Electronics Corporation,89HPES24N3AZGBXI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES24N3AZGBXI/21278966,,,,,,,,,,,,,,,,,
89HPES24T3G2ZCBL8,Renesas Electronics Corporation,89HPES24T3G2ZCBL8,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES24T3G2ZCBL8/21279170,,,,,,,,,,,,,,,,,
89HPES24T3G2ZCBLG8,Renesas Electronics Corporation,89HPES24T3G2ZCBLG8,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES24T3G2ZCBLG8/21279002,,,,,,,,,,,,,,,,,
89HPES24T3G2ZCBLI8,Renesas Electronics Corporation,89HPES24T3G2ZCBLI8,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES24T3G2ZCBLI8/21279172,,,,,,,,,,,,,,,,,
89HPES24T6ZABX,Renesas Electronics Corporation,89HPES24T6ZABX,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES24T6ZABX/21279006,,,,,,,,,,,,,,,,,
89HPES24T6ZCBXGI,Renesas Electronics Corporation,89HPES24T6ZCBXGI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES24T6ZCBXGI/21279116,,,,,,,,,,,,,,,,,
89HPES24T6ZCBXI,Renesas Electronics Corporation,89HPES24T6ZCBXI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES24T6ZCBXI/21279154,,,,,,,,,,,,,,,,,
89HPES24T6ZGBXGI,Renesas Electronics Corporation,89HPES24T6ZGBXGI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES24T6ZGBXGI/21279036,,,,,,,,,,,,,,,,,
89HPES24T6ZGBXI,Renesas Electronics Corporation,89HPES24T6ZGBXI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES24T6ZGBXI/21279153,,,,,,,,,,,,,,,,,
89HPES32H8AL,Renesas Electronics Corporation,89HPES32H8AL,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES32H8AL/21279175,,,,,,,,,,,,,,,,,
89HPES32H8ALI,Renesas Electronics Corporation,89HPES32H8ALI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES32H8ALI/21279117,,,,,,,,,,,,,,,,,
89HPES32H8AR,Renesas Electronics Corporation,89HPES32H8AR,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES32H8AR/21279143,,,,,,,,,,,,,,,,,
89HPES32H8ARI,Renesas Electronics Corporation,89HPES32H8ARI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES32H8ARI/21279060,,,,,,,,,,,,,,,,,
89HPES32T8ZHBXGI,Renesas Electronics Corporation,89HPES32T8ZHBXGI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES32T8ZHBXGI/21279123,,,,,,,,,,,,,,,,,
89HPES32T8ZHBXI,Renesas Electronics Corporation,89HPES32T8ZHBXI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES32T8ZHBXI/21278934,,,,,,,,,,,,,,,,,
89HPES34H16ZABLH,Renesas Electronics Corporation,89HPES34H16ZABLH,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES34H16ZABLH/21279168,,,,,,,,,,,,,,,,,
89HPES34H16ZABLHI,Renesas Electronics Corporation,89HPES34H16ZABLHI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES34H16ZABLHI/21278959,,,,,,,,,,,,,,,,,
89HPES34T16ZABLI,Renesas Electronics Corporation,89HPES34T16ZABLI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES34T16ZABLI/21279067,,,,,,,,,,,,,,,,,
89HPES3T3ZABC,Renesas Electronics Corporation,89HPES3T3ZABC,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES3T3ZABC/21279052,,,,,,,,,,,,,,,,,
89HPES8T5ZDBC,Renesas Electronics Corporation,89HPES8T5ZDBC,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES8T5ZDBC/21278985,,,,,,,,,,,,,,,,,
89HPES8T5ZHBCGI,Renesas Electronics Corporation,89HPES8T5ZHBCGI,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/89HPES8T5ZHBCGI/21278986,,,,,,,,,,,,,,,,,
933DM,National Semiconductor,DUAL FOUR INPUT EXPANDER,pmic-voltage-regulators-dc-dc-switching-regulators,917,77.5,-,-,Active,https://rocelec.widen.net/view/pdf/d5kot3lubc/FAIRS28627-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/933DM/12595597,,,,Not Verified,,,,,,,,,,*,,,
933FM/B,"Rochester Electronics, LLC",DUAL FOUR INPUT EXPANDER,pmic-voltage-regulators-dc-dc-switching-regulators,454,111.3,-,-,Active,https://rocelec.widen.net/view/pdf/nvh9fw9gou/RE_DSHEET_933FMB-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/933FM-B/12604717,,,,Not Verified,,,,,,,,,,*,,,
933HM/B,"Rochester Electronics, LLC",DUAL FOUR INPUT EXPANDER,pmic-voltage-regulators-dc-dc-switching-regulators,254,110.55,-,-,Active,https://rocelec.widen.net/view/pdf/sqbodkcmm9/RE_DSHEET_933HMB-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/933HM-B/12596655,,,,Not Verified,,,,,,,,,,*,,,
A8290SETTR-T,Allegro MicroSystems,IC REG CONV RECVRS 1OUT 28QFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.68,28-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/allegro-microsystems/A8290SETTR-T/2184850,"Converter, Analog and Digital Satellite Receivers",,,,,,,,,1,-20°C ~ 85°C,,,,8V ~ 16V,12.7V ~ 20.4V,
A8292SETTR-T,Allegro MicroSystems,IC REG CONV RECVRS 2OUT 28QFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,2.3,28-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/allegro-microsystems/A8292SETTR-T/1284591,"Converter, Analog and Digital Satellite Receivers",,,,,,,,,2,-20°C ~ 85°C,,,,8V ~ 16V,12.7V ~ 20.4V,
A8293SESTR-T,Allegro MicroSystems,IC REG CONV SAT TV 1OUT 20QFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,2.0,20-WFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/allegro-microsystems/A8293SESTR-T/2138546,"Converter, Analog and Digital Satellite STB Receivers/SatTV",,,,,,,,,1,-20°C ~ 85°C,,,,9V ~ 16V,12.71V ~ 19.04V,
A8295SESTR-T,Allegro MicroSystems,IC REG CONV RECVRS 1OUT 20QFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.61,20-WFQFN Exposed Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/592/A8295_Overview.pdf,https://www.digikey.com/en/products/detail/allegro-microsystems/A8295SESTR-T/2728159,"Converter, Analog and Digital Satellite Receivers",,,,,,,,,1,-20°C ~ 85°C,,,,,,
A8297SETTR-T,Allegro MicroSystems,IC REG CONV RECVRS 1OUT 28QFN,pmic-voltage-regulators-dc-dc-switching-controllers,439,3.33,28-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/592/A8297_Overview.pdf,https://www.digikey.com/en/products/detail/allegro-microsystems/A8297SETTR-T/2728161,"Converter, Analog and Digital Satellite Receivers",,,,,,,,,1,-20°C ~ 85°C,,,,,,
A8302SETTR-T,Allegro MicroSystems,IC REG CONV LNB 2OUT 32QFN,pmic-voltage-regulators-dc-dc-switching-controllers,8500,4.11,32-VFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/allegro-microsystems/A8302SETTR-T/5697949,"Converter, LNB",,,,,,,,,2,-20°C ~ 85°C,,,,8.35V ~ 25V,,
A8304SESTR-T,Allegro MicroSystems,IC REG CONV LNB 16QFN,pmic-voltage-regulators-dc-dc-switching-controllers,10464,2.12,16-WFQFN Exposed Pad,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2093/A8304_Brief.pdf,https://www.digikey.com/en/products/detail/allegro-microsystems/A8304SESTR-T/4357140,"Converter, LNB",,,,,,,,,,,,,,10V ~ 16V,13.3V ~ 19.7V,
A8305SESTR-T,Allegro MicroSystems,IC REG LNBR 1CH 20QFN,pmic-voltage-regulators-dc-dc-switching-controllers,42000,1.27,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2186/A8305_Overview_Web.pdf,https://www.digikey.com/en/products/detail/allegro-microsystems/A8305SESTR-T/13490579,,,,,,,,,,,,,,*,,,
A8603KESTR-R,Allegro MicroSystems,IC REG CONV LCD 4OUT 24QFN,pmic-voltage-regulators-dc-dc-switching-controllers,7978,3.64,24-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/allegro-microsystems/A8603KESTR-R/5042961,"Converter, LCD",,,,,Automotive,,,,4,-40°C ~ 125°C,,AEC-Q100,,3V ~ 10V,Adjustable,
AAT4295IJS-T1,Skyworks Solutions Inc.,IC XPNDR SERIAL SC70,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"8-TFSOJ (0.069"", 1.75mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/529/AAT4295%2C97.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/AAT4295IJS-T1/4753047,,,,Not Verified,,,Serial,No,3,,-40°C ~ 85°C,,,,,,1.8V ~ 5.5V
AAT4296IJS-T1,Skyworks Solutions Inc.,IC XPNDR SERIAL SC70,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.13574,"8-TFSOJ (0.069"", 1.75mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/529/AAT4296%2C98.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/AAT4296IJS-T1/4753048,,,,Not Verified,,,Serial,No,5,,-40°C ~ 85°C,Push-Pull,,,,,1.8V ~ 5.5V
ACT88911-101SR,Qorvo,5V PMIC FOR VIDEO / AI APPLICATI,pmic-voltage-regulators-dc-dc-switching-controllers,200,23.89,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8284/ACT88911-101SR.pdf,https://www.digikey.com/en/products/detail/qorvo/ACT88911-101SR/28311792,,,,,,,,,,,,,,,,,
ADP3168JRUZ-REEL,onsemi,IC REG BUCK 6BIT 2-4PHAS 28TSSOP,pmic-voltage-regulators-dc-dc-switching-controllers,7500,1.95,-,-,Active,,https://www.digikey.com/en/products/detail/onsemi/ADP3168JRUZ-REEL/11533930,,,,,,,,,,,,,,,,,
ADP3192AJCPZ-RL,onsemi,IC REG CTRLR INTEL 4OUT 40LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.11,"40-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/643/ADP3192A.pdf,https://www.digikey.com/en/products/detail/onsemi/ADP3192AJCPZ-RL/1644879,"Controller, Intel VR10, VR11",,,,,,,,,4,0°C ~ 85°C,,,,12V,0.5V ~ 1.6V,
ADP3192JCPZ-RL,onsemi,IC REG CTRLR INTEL 4OUT 40LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.06,"40-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/643/ADP3192.pdf,https://www.digikey.com/en/products/detail/onsemi/ADP3192JCPZ-RL/1210221,"Controller, Intel VR10, VR11",,,,,,,,,4,0°C ~ 85°C,,,,12V,0.5V ~ 1.6V,
ADP3193AJCPZ-RL,onsemi,IC REG CTRLR INTEL 3OUT 32LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,0.73,"32-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3193AJCPZ-RL/1644880,"Controller, Intel VR10, VR11",,,,,,,,,3,0°C ~ 85°C,,,,12V,0.5V ~ 1.6V,
ADP3198AJCPZ-RL,onsemi,IC REG CTRLR INTEL 4OUT 40LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,5000,1.22,"40-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/641/ADP3198A.pdf,https://www.digikey.com/en/products/detail/onsemi/ADP3198AJCPZ-RL/11533920,"Controller, Intel VRM",,,,,,,,,4,0°C ~ 85°C,,,,12V,0.5V ~ 1.6V,
ADP3198JCPZ-RL,onsemi,IC REG CTRLR INTEL 4OUT 40LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.12,"40-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3198JCPZ-RL/1210222,"Controller, Intel VRM",,,,,,,,,4,0°C ~ 85°C,,,,12V,0.5V ~ 1.6V,
ADP3207AJCPZ-RL,onsemi,IC REG CTRLR INTEL 3OUT 40LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,2.23,"40-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/ADP3207A.pdf,https://www.digikey.com/en/products/detail/onsemi/ADP3207AJCPZ-RL/1679946,"Controller, Intel Processor",,,,,,,,,3,0°C ~ 100°C,,,,4.75V ~ 5.25V,0.3V ~ 1.5V,
ADP3207CJCPZ-RL,onsemi,IC REG CTRLR IMVP-6 3OUT 40LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,0.79224,"40-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3207CJCPZ-RL/2193941,"Controller, Intel IMVP-6",,,,,,,,,3,-10°C ~ 100°C,,,,3.3V ~ 22V,0.3V ~ 1.5V,
ADP3207DJCPZ-RL,onsemi,IC REG CTRLR POWER 1OUT 40LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,0.79224,"40-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3207DJCPZ-RL/2271248,"Controller, Power Supplies for Next-Generation Intel Processors",,,,,,,,,1,-10°C ~ 100°C,,,,3.3V ~ 22V,0.3V ~ 1.5V,
ADP3207JCPZ-RL,onsemi,IC REG CTRLR INTEL 3OUT 40LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,2.11,"40-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/ADP3207JCPZ-RL.pdf,https://www.digikey.com/en/products/detail/onsemi/ADP3207JCPZ-RL/994105,"Controller, Intel Processor",,,,,,,,,3,0°C ~ 100°C,,,,4.75V ~ 5.25V,0.3V ~ 1.5V,
ADP3208CJCPZ-RL,onsemi,IC REG CTRLR POWER 1OUT 48LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,0.81381,"48-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.onsemi.com/pdf/datasheet/adp3208c.pdf,https://www.digikey.com/en/products/detail/onsemi/ADP3208CJCPZ-RL/2305477,"Controller, Power Supplies for Next-Generation Intel Processors",,,,,,,,,1,-10°C ~ 100°C,,,,3.3V ~ 22V,0.013V ~ 1.5V,
ADP3208DJCPZ-RL,onsemi,IC REG CTRLR POWER 1OUT 48LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.39,"48-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3208DJCPZ-RL/2271249,"Controller, Power Supplies for Next-Generation Intel Processors",,,,,,,,,1,-10°C ~ 100°C,,,,3.3V ~ 22V,0.01V ~ 1.5V,
ADP32090091CPZR,onsemi,1PH CNTRL W/DRVRS CHIPSET,pmic-voltage-regulators-dc-dc-switching-controllers,20000,1.19,-,-,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/ADP32090091CPZR/12118692,,,,,,,,,,,,,,*,,,
ADP3209CJCPZ-RL,onsemi,IC REG CTRLR POWER 1OUT 32LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,10000,1.39,"32-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/985/ADP3209.pdf,https://www.digikey.com/en/products/detail/onsemi/ADP3209CJCPZ-RL/11533802,"Controller, Power Supplies for Next-Generation Intel Processors",,,,,,,,,1,0°C ~ 100°C,,,,3.3V ~ 22V,0.4V ~ 1.25V,
ADP3209DJCPZ-RL,onsemi,IC REG CTRLR POWER 1OUT 32LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.39,"32-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3209DJCPZ-RL/2271251,"Controller, Power Supplies for Next-Generation Intel Processors",,,,,,,,,1,0°C ~ 100°C,,,,3.3V ~ 22V,0.4V ~ 1.25V,
ADP3209JCPZ-RL,onsemi,IC REG CTRLR POWER 1OUT 32LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,2.93,"32-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/985/ADP3209.pdf,https://www.digikey.com/en/products/detail/onsemi/ADP3209JCPZ-RL/1248829,"Controller, Power Supplies for Next-Generation Intel Processors",,,,,,,,,1,0°C ~ 100°C,,,,4.5V ~ 5.5V,0.4V ~ 1.25V,
ADP3210MNR2G,onsemi,IC REG CTRLR POWER 1OUT 40QFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.7,40-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3210MNR2G/2271252,"Controller, Power Supplies for Next-Generation Intel Processors",,,,,,,,,1,-10°C ~ 100°C,,,,3.3V ~ 22V,0.01V ~ 1.5V,
ADP3211AMNR2G,onsemi,IC REG CTRLR POWER 1OUT 32QFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.9,32-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3211AMNR2G/2271253,"Controller, Power Supplies for Next-Generation Intel Processors",,,,,,,,,1,-40°C ~ 100°C,,,,3.3V ~ 22V,0.013V ~ 1.5V,
ADP3211MNR2G,onsemi,IC REG CTRLR POWER 1OUT 32QFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.07,32-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3211MNR2G/2271254,"Controller, Power Supplies for Next-Generation Intel Processors",,,,,,,,,1,-40°C ~ 100°C,,,,3.3V ~ 22V,0.013V ~ 1.5V,
ADP3211NMNR2G,onsemi,IC REG CTRLR POWER 1OUT 32QFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,0.65,32-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3211NMNR2G/2271255,"Controller, Power Supplies for Next-Generation Intel Processors",,,,,,,,,1,-40°C ~ 100°C,,,,3.3V ~ 22V,0.013V ~ 1.5V,
ADP3212AMNR2G,onsemi,IC REG CTRLR IMVP-6.5 1OUT 48QFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.7,48-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3212AMNR2G/2305478,"Controller, Intel IMVP-6.5™",,,,,,,,,1,-40°C ~ 100°C,,,,3.3V ~ 22V,Up to 1.5V,
ADP3212MNR2G,onsemi,IC REG CTRLR IMVP-6.5 1OUT 48QFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.22,48-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3212MNR2G/2271256,"Controller, Intel IMVP-6.5™",,,,,,,,,1,-40°C ~ 100°C,,,,3.3V ~ 22V,0.3V ~ 1.5V,
ADP3290JCPZ-RL,onsemi,IC REG CTRLR INTEL 4OUT 40LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.65,"40-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3290JCPZ-RL/1961032,"Controller, Intel Processor",,,,,,,,,4,0°C ~ 85°C,,,,6V ~ 14.5V,0.5V ~ 1.6V,
ADP3293JCPZ-RL,onsemi,IC REG CTRLR INTEL 3OUT 40LFCSP,pmic-voltage-regulators-dc-dc-switching-controllers,0,1.35,"40-VFQFN Exposed Pad, CSP",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/ADP3293JCPZ-RL/1961033,"Controller, Intel Processor",,,,,,,,,3,0°C ~ 85°C,,,,6V ~ 14.5V,0.5V ~ 1.6V,
ADP3421JRU-REEL7,onsemi,ADP3421 - GEYSERVILLE-ENABLED DC,pmic-voltage-regulators-dc-dc-switching-controllers,1000,4.11,"28-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/afnutf2use/ANDIS02313-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/ADP3421JRU-REEL7/15646685,,,,,,,,,,2 - Dual,,,,,3.3V,,
