MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Clock Frequency,Current - Output Source/Sink,DigiKey Programmable,Features,Grade,Interface,Interrupt Output,Number of I/O,Number of Outputs,Operating Temperature,Output Type,Qualification,Series,Voltage - Input,Voltage - Output,Voltage - Supply
LM10011SD/NOPB,Texas Instruments,IC REG VID VOLT PROG 1OUT 10WSON,pmic-voltage-regulators-dc-dc-switching-controllers,4097,2.64,10-WFDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/lm10011.pdf,https://www.digikey.com/en/products/detail/texas-instruments/LM10011SD-NOPB/3871256,"Controller, 4-bit or 6-bit VID",,,,,,,,,1,-40°C ~ 125°C,,,,2.97V ~ 5.5V,Adjustable,
LM10011SDX/NOPB,Texas Instruments,IC REG VID VOLT PROG 1OUT 10WSON,pmic-voltage-regulators-dc-dc-switching-controllers,5551,2.25,10-WFDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/lm10011.pdf,https://www.digikey.com/en/products/detail/texas-instruments/LM10011SDX-NOPB/3902377,"Controller, 4-bit or 6-bit VID",,,,,,,,,1,-40°C ~ 125°C,,,,2.97V ~ 5.5V,Adjustable,
LM10520MH/NOPB,National Semiconductor,"SWITCHING CONTROLLER, VOLTAGE-MO",pmic-voltage-regulators-dc-dc-switching-controllers,250,4.9,"28-TSSOP (0.173"", 4.40mm Width) Exposed Pad",Surface Mount,Active,https://rocelec.widen.net/view/pdf/bsbfawyuqn/NATLS14620-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM10520MH-NOPB/12612665,"Controller, AVS Systems",,,,,,,,,1,-40°C ~ 125°C,,,,3.5V ~ 16V,0.6V ~ 1.2V,
LM10520MHE/NOPB,National Semiconductor,"SWITCHING CONTROLLER, VOLTAGE-MO",pmic-voltage-regulators-dc-dc-switching-controllers,250,4.18,"28-TSSOP (0.173"", 4.40mm Width) Exposed Pad",Surface Mount,Active,https://rocelec.widen.net/view/pdf/bsbfawyuqn/NATLS14620-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM10520MHE-NOPB/12611934,"Controller, AVS Systems",,,,,,,,,1,-40°C ~ 125°C,,,,3.5V ~ 16V,0.6V ~ 1.2V,
LM10524TME-A/NOPB,Texas Instruments,IC REG CONV SSD 3OUT 46DSBGA,pmic-voltage-regulators-dc-dc-switching-controllers,0,6.50344,"46-WFBGA, DSBGA",Surface Mount,Not For New Designs,,https://www.digikey.com/en/products/detail/texas-instruments/LM10524TME-A-NOPB/4701591,"Converter, Solid State Drives",,,,,,,,,3,-30°C ~ 85°C,,,,3.3V ~ 5.5V,Multiple,
LM10524TME/NOPB,Texas Instruments,IC REG TRPL BUCK PWR MGT 46DSBGA,pmic-voltage-regulators-dc-dc-switching-controllers,72,7.23,"46-WFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM10524TME-NOPB/6572023,"Converter, Solid State Drives",,,,,,,,,3,-30°C ~ 85°C (TA),,,,3.3V ~ 5.5V,Multiple,
LM10524TMX-A/NOPB,Texas Instruments,IC REG TRPL BUCK PWR MGT 46DSBGA,pmic-voltage-regulators-dc-dc-switching-controllers,0,3.82536,"46-WFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM10524TMX-A-NOPB/6572024,,,,,,,,,,,,,,*,,,
LM10524TMX/NOPB,Texas Instruments,IC REG CONV SSD 3OUT 46DSBGA,pmic-voltage-regulators-dc-dc-switching-controllers,0,5.73804,"46-WFBGA, DSBGA",Surface Mount,Not For New Designs,,https://www.digikey.com/en/products/detail/texas-instruments/LM10524TMX-NOPB/4754567,"Converter, Solid State Drives",,,,,,,,,3,-30°C ~ 85°C,,,,3.3V ~ 5.5V,Multiple,
LM10692BRMYR,Texas Instruments,IC REG 36VQFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,5.3,36-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/LM10692BRMYR/6572025,,,,,,,,,,,,,,*,,,
LM10692BRMYT,Texas Instruments,IC REG CONV SSD 6OUT 36VQFN,pmic-voltage-regulators-dc-dc-switching-controllers,250,5.44132,36-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/929/LM10692_PB.pdf,https://www.digikey.com/en/products/detail/texas-instruments/LM10692BRMYT/4964025,"Converter, Solid State Drives",,,,,,,,,6,-40°C ~ 85°C,,,,2.5V ~ 5.5V,Multiple,
LM10692RMYR,Texas Instruments,IC REG 36VQFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,5.3,36-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/LM10692RMYR/6572026,,,,,,,,,,,,,,*,,,
LM10692RMYT,Texas Instruments,IC REG CONV SSD 6OUT 36VQFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,5.99,36-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/929/LM10692_PB.pdf,https://www.digikey.com/en/products/detail/texas-instruments/LM10692RMYT/4964026,"Converter, Solid State Drives",,,,,,,,,6,-40°C ~ 85°C,,,,2.5V ~ 5.5V,Multiple,
LM2614ATL,National Semiconductor,SWITCHING REGULATOR,pmic-voltage-regulators-dc-dc-switching-controllers,2000,1.43,10-WFBGA,Surface Mount,Active,https://rocelec.widen.net/view/pdf/3piucvojf8/NATLS12053-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM2614ATL/12118930,"Converter, RF Power Amplifier",,,,,,,,,1,-20°C ~ 85°C (TA),,,,2.8V ~ 5.5V,1V ~ 3.6V,
LM2633MTD/NOPB,National Semiconductor,SWITCHING CONTROLLER,pmic-voltage-regulators-dc-dc-switching-controllers,129,4.06,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/kmze2zdrze/NATLS07186-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM2633MTD-NOPB/11516595,"Controller, Intel Mobile CPU",,,,,,,,,3,0°C ~ 125°C,,,,4.5V ~ 30V,"0.93V ~ 2V, 1.25V ~ 6V",
LM3208TL/NOPB,Texas Instruments,IC REG CONV RF PWR 1OUT 8TUSMD,pmic-voltage-regulators-dc-dc-switching-controllers,250,1.85756,8-WFBGA,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/LM3208TL-NOPB/1836002,"Converter, RF Power Amplifier",,,,,,,,,1,-30°C ~ 85°C,,,,2.7V ~ 5.5V,0.8V ~ 3.6V,
LM3208TLX,National Semiconductor,"1.2A, 2200KHZ PBGA8",pmic-voltage-regulators-dc-dc-switching-controllers,9000,1.81,"8-WFBGA, DSBGA",Surface Mount,Active,https://rocelec.widen.net/view/pdf/3ob09hrhkn/NATLS14590-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM3208TLX/12605156,"Converter, RF Power Amplifier",,,,,,,,,1,-30°C ~ 85°C (TA),,,,2.7V ~ 5.5V,0.8V ~ 3.6V,
LM3208UR/NOPB,National Semiconductor,IC CONV DC-DC STP-DN ADJ 8SMD,pmic-voltage-regulators-dc-dc-switching-controllers,250,1.81,8-WFBGA,Surface Mount,Active,https://rocelec.widen.net/view/pdf/yc6sr2bntj/lm3208.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM3208UR-NOPB/12613166,"Converter, RF Power Amplifier",,,,,,,,,1,-30°C ~ 85°C,,,,2.7V ~ 5.5V,0.8V ~ 3.6V,
LM3212TL/NOPB,National Semiconductor,STEP-DOWN DC-DC CONVERTER,pmic-voltage-regulators-dc-dc-switching-controllers,1750,1.78,"16-WFBGA, DSBGA",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/lm3212.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM3212TL-NOPB/12616677,"Converter, RF Power Amplifier",,,,,,,,,1,,,,,2.7V ~ 5.5V,0.5V ~ 3.4V,
LM3215TL/NOPB,National Semiconductor,IC CONV DC-DC STP-DN,pmic-voltage-regulators-dc-dc-switching-controllers,463,2.17,-,-,Active,https://www.ti.com/lit/ds/symlink/lm3212.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM3215TL-NOPB/12605177,"Converter, RF Power Amplifier",,,,,,,,,,,,,,,,
LM3215TLE-45/NOPB,Texas Instruments,IC REG CONV RF PWR STEP DOWN,pmic-voltage-regulators-dc-dc-switching-controllers,250,4.1,-,-,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/LM3215TLE-45-NOPB/4251199,"Converter, RF Power Amplifier",,,,,,,,,,,,,,,,
LM3215TLX-45/NOPB,National Semiconductor,IC CONV DC-DC STP-DN,pmic-voltage-regulators-dc-dc-switching-controllers,285000,2.17,-,-,Active,https://www.ti.com/lit/ds/symlink/lm3212.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM3215TLX-45-NOPB/12604065,"Converter, RF Power Amplifier",,,,,,,,,,,,,,,,
LM3241TLE/DRSN,National Semiconductor,BATTERY CHARGE CONTROLLER,pmic-voltage-regulators-dc-dc-switching-controllers,1250,1.01,-,-,Active,https://rocelec.widen.net/view/pdf/zxxaemmrbx/_lm3241.pdf?t.download=true&u=ovmfp3,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM3241TLE-DRSN/12615202,,,,,,,,,,,,,,*,,,
LM3241TLE/NOPB,Texas Instruments,IC REG CONV RF PWR 1OUT 6DSBGA,pmic-voltage-regulators-dc-dc-switching-controllers,0,2.19,"6-WFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM3241TLE-NOPB/2754373,"Converter, RF Power Amplifier",,,,,,,,,1,,,,,2.7V ~ 5.5V,0.6V ~ 3.4V,
LM3241TLX/NOPB,Texas Instruments,IC REG CONV RF PWR 1OUT 6DSBGA,pmic-voltage-regulators-dc-dc-switching-controllers,4900,1.86,"6-WFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM3241TLX-NOPB/2754374,"Converter, RF Power Amplifier",,,,,,,,,1,,,,,2.7V ~ 5.5V,0.6V ~ 3.4V,
LM3249TLE-C/NOPB,National Semiconductor,IC OP AMP QUAD LO POWER 14-TSSOP,pmic-voltage-regulators-dc-dc-switching-controllers,4000,1.73,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/ftl3et4ubb/LMx24.pdf?t.download=true&u=ovmfp3,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LM3249TLE-C-NOPB/12599828,,,,,,,,,,,,,,,,,
LM3253TME/NOPB,Texas Instruments,IC REG CONV RF PWR 1OUT 16DSBGA,pmic-voltage-regulators-dc-dc-switching-controllers,2240,2.95,"16-WFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM3253TME-NOPB/3640525,"Converter, RF Power Amplifier",,,,,,,,,1,-30°C ~ 90°C,,,,2.7V ~ 5.5V,0.4V ~ 3.6V,
LM3253TMX/NOPB,Texas Instruments,IC REG CONV RF PWR 1OUT 16USMD,pmic-voltage-regulators-dc-dc-switching-controllers,3000,1.41064,16-WFBGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM3253TMX-NOPB/3640526,"Converter, RF Power Amplifier",,,,,,,,,1,-30°C ~ 90°C,,,,2.7V ~ 5.5V,0.4V ~ 3.6V,
LM3262TME/NOPB,Texas Instruments,IC REG CONV RF PWR 1OUT 9DSBGA,pmic-voltage-regulators-dc-dc-switching-controllers,323,2.18,"9-WFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM3262TME-NOPB/3902337,"Converter, RF Power Amplifier",,,,,,,,,1,-30°C ~ 90°C,,,,2.5V ~ 5.5V,0.4V ~ 3.6V,
LM3263TME/NOPB,Texas Instruments,IC REG CONV RF PWR 1OUT 16DSBGA,pmic-voltage-regulators-dc-dc-switching-controllers,509,1.89,"16-WFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM3263TME-NOPB/4291960,"Converter, RF Power Amplifier",,,,,,,,,1,-30°C ~ 90°C,,,,2.7V ~ 5.5V,0.4V ~ 3.6V,
LM3263TMX/NOPB,Texas Instruments,IC REG CONV RF PWR 1OUT 16DSBGA,pmic-voltage-regulators-dc-dc-switching-controllers,0,0.85778,"16-WFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM3263TMX-NOPB/4279655,"Converter, RF Power Amplifier",,,,,,,,,1,-30°C ~ 90°C,,,,2.7V ~ 5.5V,0.4V ~ 3.6V,
LM3269TLE/NOPB,Texas Instruments,IC REG CONV RF PWR 1OUT 12USMD,pmic-voltage-regulators-dc-dc-switching-controllers,455,2.72,12-WFBGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM3269TLE-NOPB/3727240,"Converter, RF Power Amplifier",,,,,,,,,1,-30°C ~ 85°C,,,,2.7V ~ 5.5V,0.6V ~ 4.2V,
LM3279TLE/NOPB,Texas Instruments,IC REG CONV 3G 1OUT 16DSBGA,pmic-voltage-regulators-dc-dc-switching-controllers,814,3.32,"16-WFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM3279TLE-NOPB/4090865,"Converter, 3G, 3.5G, 4G RF Power Amplifier",,,,,,,,,1,-30°C ~ 85°C,,,,2.7V ~ 5.5V,0.4V ~ 4.2V,
LM8335TLE/NOPB,Texas Instruments,IC XPNDR 26MHZ MIPI RFFE 16DSBGA,pmic-voltage-regulators-dc-dc-switching-regulators,914,5.05,"16-WFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM8335TLE-NOPB/3902388,,26 MHz,,Not Verified,POR,,MIPI® RFFE,No,8,,0°C ~ 85°C,Open Drain,,,,,1.8V ~ 3.3V
LM8335TLX/NOPB,Texas Instruments,IC XPNDR 26MHZ MIPI RFFE 16DSBGA,pmic-voltage-regulators-dc-dc-switching-regulators,0,2.72426,"16-WFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LM8335TLX-NOPB/3838451,,26 MHz,,Not Verified,POR,,MIPI® RFFE,No,8,,-30°C ~ 85°C,Open Drain,,,,,1.8V ~ 3.3V
LNBH221PD-TR,STMicroelectronics,IC REG CONV SAT 2OUT POWERSO-36,pmic-voltage-regulators-dc-dc-switching-controllers,0,3.75688,"36-PowerBSSOP (0.433"", 11.00mm Width)",Surface Mount,Obsolete,https://www.st.com/content/ccc/resource/technical/document/datasheet/3c/91/f4/e4/cf/21/44/34/CD00003617.pdf/files/CD00003617.pdf/jcr:content/translations/en.CD00003617.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBH221PD-TR/725398,"Converter, Analog and Digital Satellite STB Receivers/SatTV",,,,,,,,,2,0°C ~ 85°C,,,,8V ~ 15V,"13.3V, 18V",
LNBH23LQTR,STMicroelectronics,IC REG CONV SAT TV 1OUT 32QFN,pmic-voltage-regulators-dc-dc-switching-controllers,4749,1.11037,32-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.st.com/content/ccc/resource/technical/document/datasheet/66/de/b6/5d/16/fa/4b/91/CD00223333.pdf/files/CD00223333.pdf/jcr:content/translations/en.CD00223333.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBH23LQTR/2021158,"Converter, Analog and Digital Satellite STB Receivers/SatTV",,,,,,,,,1,0°C ~ 85°C,,,,8V ~ 15V,"13.4V, 18.4V",
LNBH23QTR,STMicroelectronics,IC REG CONV SAT TV 1OUT 32QFN,pmic-voltage-regulators-dc-dc-switching-controllers,2611,1.58125,32-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBH23QTR/2772211,"Converter, Analog and Digital Satellite STB Receivers/SatTV",,,,,,,,,1,0°C ~ 85°C,,,,8V ~ 15V,"13.4V, 18.5V",
LNBH24LQTR,STMicroelectronics,IC REG CONV SAT TV 2OUT 32QFN,pmic-voltage-regulators-dc-dc-switching-controllers,2360,2.16963,32-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.st.com/content/ccc/resource/technical/document/datasheet/55/ce/42/c6/45/80/4d/0a/CD00258448.pdf/files/CD00258448.pdf/jcr:content/translations/en.CD00258448.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBH24LQTR/2334340,"Converter, Analog and Digital Satellite STB Receivers/SatTV",,,,,,,,,2,0°C ~ 125°C,,,,8V ~ 15V,"13.3V, 18.2V",
LNBH24PPR,STMicroelectronics,IC REG CONV SAT 2OUT POWERSO-36,pmic-voltage-regulators-dc-dc-switching-controllers,3428,4.19,PowerSO-36 Exposed Bottom Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1055/LNBH24.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBH24PPR/1852251,"Converter, Analog and Digital Satellite STB Receivers/SatTV",,,,,,,,,2,0°C ~ 85°C,,,,8V ~ 15V,"13.4V, 18.5V",
LNBH25LSPQR,STMicroelectronics,IC REG CONV SAT TV 1OUT 24QFN,pmic-voltage-regulators-dc-dc-switching-controllers,465,1.04188,24-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.st.com/content/ccc/resource/technical/document/datasheet/a5/a8/00/a7/a5/f5/43/50/DM00127619.pdf/files/DM00127619.pdf/jcr:content/translations/en.DM00127619.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBH25LSPQR/5051139,"Converter, Analog and Digital Satellite STB Receivers/SatTV",,,,,,,,,1,0°C ~ 85°C,,,,8V ~ 16V,"13V, 18V",
LNBH25PQR,STMicroelectronics,IC REG CONV SAT TV 1OUT 24QFN,pmic-voltage-regulators-dc-dc-switching-controllers,5578,3.32,24-VFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/36/c2/79/26/d4/6c/48/4a/DM00041448.pdf/files/DM00041448.pdf/_jcr_content/translations/en.DM00041448.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBH25PQR/2793094,"Converter, Analog and Digital Satellite STB Receivers/SatTV",,,,,,,,,1,0°C ~ 85°C,,,,8V ~ 16V,"13V, 18.15V",
LNBH26LPQR,STMicroelectronics,IC REG CONV SAT TV 2OUT 24QFN,pmic-voltage-regulators-dc-dc-switching-controllers,299,2.13,24-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.st.com/content/ccc/resource/technical/document/datasheet/10/f7/1b/84/b0/9c/4e/42/DM00049637.pdf/files/DM00049637.pdf/jcr:content/translations/en.DM00049637.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBH26LPQR/3516446,"Converter, Analog and Digital Satellite STB Receivers/SatTV",,,,,,,,,2,0°C ~ 85°C,,,,8V ~ 16V,"13V, 18.15V",
LNBH26PQR,STMicroelectronics,IC REG CONV SAT TV 2OUT 24QFN,pmic-voltage-regulators-dc-dc-switching-controllers,159,3.33,24-VFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/6e/2f/79/3e/e1/89/44/f1/DM00047873.pdf/files/DM00047873.pdf/jcr:content/translations/en.DM00047873.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBH26PQR/3516481,"Converter, Analog and Digital Satellite STB Receivers/SatTV",,,,,,,,,2,0°C ~ 85°C,,,,8V ~ 16V,"13V, 18.15V",
LNBH26SPQR,STMicroelectronics,IC REG CONV SAT TV 2OUT 24QFN,pmic-voltage-regulators-dc-dc-switching-controllers,2942,2.6,24-VFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/9d/51/49/e9/c9/6e/46/f6/DM00051567.pdf/files/DM00051567.pdf/jcr:content/translations/en.DM00051567.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBH26SPQR/5237141,"Converter, Analog and Digital Satellite STB Receivers/SatTV",,,,,,,,,2,0°C ~ 85°C,,,,8V ~ 16V,"13V, 18V",
LNBP10LPUR,STMicroelectronics,IC REG CONV RECVRS 1OUT 8DFN,pmic-voltage-regulators-dc-dc-switching-controllers,0,0.68623,8-PowerVDFN,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1009/LNBP%288-11%29L.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBP10LPUR/2039878,"Converter, Analog and Digital Satellite Receivers",,,,,,,,,1,0°C ~ 85°C,,,,15V ~ 25V,"13.25V, 18V",
LNBP11LPUR,STMicroelectronics,IC REG CONV RECVRS 1OUT 8DFN,pmic-voltage-regulators-dc-dc-switching-controllers,332,0.61625,8-PowerVDFN,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1009/LNBP%288-11%29L.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBP11LPUR/2039879,"Converter, Analog and Digital Satellite Receivers",,,,,,,,,1,0°C ~ 85°C,,,,15V ~ 25V,"13.25V, 18V",
LNBP16SP-TR,STMicroelectronics,IC REG CONV RECVRS 1OUT 10PWRSO,pmic-voltage-regulators-dc-dc-switching-controllers,344,1.4175,PowerSO-10 Exposed Bottom Pad,Surface Mount,Obsolete,https://www.st.com/content/ccc/resource/technical/document/datasheet/5e/56/04/d7/b8/01/42/26/CD00001444.pdf/files/CD00001444.pdf/jcr:content/translations/en.CD00001444.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBP16SP-TR/1038741,"Converter, Analog and Digital Satellite Receivers",,,,,,,,,1,0°C ~ 85°C,,,,15V ~ 25V,"13V, 18V",
LNBP8LIT,STMicroelectronics,IC REG CONV SAT TV 1OUT IPPAK,pmic-voltage-regulators-dc-dc-switching-controllers,0,0.60605,IPPAK-5,Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1009/LNBP%288-11%29L.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBP8LIT/2039880,"Converter, Analog and Digital Satellite STB Receivers/SatTV",,,,,,,,,1,0°C ~ 85°C,,,,15V ~ 25V,"13.25V, 18V",
LNBP9LIT,STMicroelectronics,IC REG CONV SAT TV 1OUT IPPAK,pmic-voltage-regulators-dc-dc-switching-controllers,0,0.65907,IPPAK-5,Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1009/LNBP%288-11%29L.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/LNBP9LIT/2039881,"Converter, Analog and Digital Satellite STB Receivers/SatTV",,,,,,,,,1,0°C ~ 85°C,,,,15V ~ 25V,"13.25V, 18V",
LP2995MR-NS,National Semiconductor,LP2995 DDR TERMINATION REGULATOR,pmic-voltage-regulators-dc-dc-switching-controllers,5,60.0,"8-PowerSOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/yohewmduoz/lp2995.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LP2995MR-NS/12642545,"Converter, DDR Bus Termination Regulator",,,,,,,,,1,0°C ~ 125°C (TJ),,,,2.2V ~ 5.5V,1.235V ~ 5.5V,
LP2996MX,National Semiconductor,TERMINATOR SUPPORT CIRCUIT,pmic-voltage-regulators-dc-dc-switching-controllers,2100,0.65,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/fwqegzwemc/TXIIS146393-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/LP2996MX/13462221,"Converter, DDR Bus Termination Regulator",,,,,,,,,1,0°C ~ 125°C (TJ),,,,2.2V ~ 5.5V,Multiple,
LP2998MA/NOPB,Texas Instruments,IC REG CONV DDR 1OUT 8SOIC,pmic-voltage-regulators-dc-dc-switching-controllers,8422,2.5,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LP2998MA-NOPB/1836063,"Converter, DDR",,,,,,,,,1,-40°C ~ 125°C (TJ),,,,2.2V ~ 5.5V,,
LP2998MAE/NOPB,Texas Instruments,IC REG CONV DDR 1OUT 8SOIC,pmic-voltage-regulators-dc-dc-switching-controllers,190,2.5,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LP2998MAE-NOPB/2506867,"Converter, DDR",,,,,,,,,1,-40°C ~ 125°C (TJ),,,,2.2V ~ 5.5V,,
LP2998MAX/NOPB,Texas Instruments,IC REG CONV DDR 1OUT 8SOIC,pmic-voltage-regulators-dc-dc-switching-controllers,3267,2.12,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LP2998MAX-NOPB/1840745,"Converter, DDR",,,,,,,,,1,-40°C ~ 125°C (TJ),,,,2.2V ~ 5.5V,,
LP2998MR/NOPB,Texas Instruments,IC REG CONV DDR 1OUT 8SOPWRPAD,pmic-voltage-regulators-dc-dc-switching-controllers,1543,2.5,"8-PowerSOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LP2998MR-NOPB/1836064,"Converter, DDR",,,,,,,,,1,-40°C ~ 125°C (TJ),,,,2.2V ~ 5.5V,,
LP2998MRE/NOPB,Texas Instruments,IC REG CONV DDR 1OUT 8SOPWRPAD,pmic-voltage-regulators-dc-dc-switching-controllers,978,2.5,"8-PowerSOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LP2998MRE-NOPB/2043461,"Converter, DDR",,,,,,,,,1,-40°C ~ 125°C (TJ),,,,2.2V ~ 5.5V,,
LP2998MRX/NOPB,Texas Instruments,IC REG CONV DDR 1OUT 8SOPWRPAD,pmic-voltage-regulators-dc-dc-switching-controllers,5960,2.12,"8-PowerSOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LP2998MRX-NOPB/1840746,"Converter, DDR",,,,,,,,,1,-40°C ~ 125°C (TJ),,,,2.2V ~ 5.5V,,
LP2998QMRE/NOPB,Texas Instruments,IC REG CONV DDR 1OUT 8SOPWRPAD,pmic-voltage-regulators-dc-dc-switching-controllers,272,2.61,"8-PowerSOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LP2998QMRE-NOPB/4555455,"Converter, DDR",,,,,Automotive,,,,1,-40°C ~ 125°C (TJ),,AEC-Q100,,2.2V ~ 5.5V,,
LP2998QMRX/NOPB,Texas Instruments,IC REG CONV DDR 1OUT 8SOPWRPAD,pmic-voltage-regulators-dc-dc-switching-controllers,9134,2.27,"8-PowerSOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/LP2998QMRX-NOPB/6572136,"Converter, DDR",,,,,Automotive,,,,1,-40°C ~ 125°C (TJ),,AEC-Q100,,2.2V ~ 5.5V,,
