MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Filter Order,Filter Type,Frequency - Cutoff or Center,Grade,Number of Filters,Qualification,Series,Voltage - Supply
MAX261BEWG+,Analog Devices Inc./Maxim Integrated,IC FILTER ACT MPU PROG 24-SOIC,pmic-led-drivers,30,35.63,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX261BEWG/10266995,2nd,Universal Switched Capacitor,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX261BEWG+T,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ SWITCHED 24SOIC,pmic-led-drivers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX261BEWG-T/1514697,2nd,Universal Switched Capacitor,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX262ACNG,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCHED 24DIP,pmic-led-drivers,0,13.3625,"24-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262ACNG/467056,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX262ACWG,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 24SOIC,pmic-led-drivers,0,13.3625,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262ACWG/467057,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX262ACWG+,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 24SOIC,pmic-led-drivers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262ACWG/1511951,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX262ACWG+T,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 24SOIC,pmic-led-drivers,0,13.45,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262ACWG-T/1514707,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX262AENG,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCHED 24DIP,pmic-led-drivers,0,15.8125,"24-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262AENG/467058,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX262AENG+,Analog Devices Inc./Maxim Integrated,IC FILTER ACT MPU PROG 24-DIP,pmic-led-drivers,0,37.13867,"24-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262AENG/10266582,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX262AEWG,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 24SOIC,pmic-led-drivers,0,17.375,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262AEWG/467059,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX262AEWG+,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 24SOIC,pmic-led-drivers,0,30.09167,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262AEWG/1511910,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX262AEWG+T,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 24SOIC,pmic-led-drivers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262AEWG-T/1514714,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX262BCNG+,Analog Devices Inc./Maxim Integrated,IC FILTER ACT MPU PROG 24-DIP,pmic-led-drivers,0,26.47867,-,-,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262BCNG/10267358,,,,,,,*,
MAX262BCWG,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 24SOIC,pmic-led-drivers,0,10.2875,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262BCWG/467061,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX262BCWG+,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 24SOIC,pmic-led-drivers,47,33.02,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262BCWG/1511902,2nd,Universal Switched Capacitor,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX262BCWG+T,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 24SOIC,pmic-led-drivers,0,24.3166,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262BCWG-T/1514503,2nd,Universal Switched Capacitor,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX262BENG,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCHED 24DIP,pmic-led-drivers,0,13.375,"24-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262BENG/467062,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX262BENG+,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCHED 24DIP,pmic-led-drivers,0,23.716,"24-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262BENG/1511735,2nd,Universal Switched Capacitor,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX262BEWG+,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 24SOIC,pmic-led-drivers,128,35.34,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262BEWG/1511898,2nd,Universal Switched Capacitor,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX262BEWG+T,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 24SOIC,pmic-led-drivers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/max260-max262.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX262BEWG-T/1514506,2nd,Universal Switched Capacitor,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX263ACPI,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ UNIV SWTCH 28DIP,pmic-led-drivers,0,10.9875,"28-DIP (0.600"", 15.24mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263ACPI/467064,2nd,Universal Switched Capacitor,57kHz,,2,,,±5V
MAX263ACWI,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ SWITCHED 28SOIC,pmic-led-drivers,0,12.0875,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263ACWI/467065,2nd,Universal Switched Capacitor,57kHz,,2,,,±5V
MAX263ACWI+,Analog Devices Inc./Maxim Integrated,IC FILTER BANDPASS PROG 28-SOIC,pmic-led-drivers,0,24.3852,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263ACWI/10266707,2nd,Universal Switched Capacitor,57kHz,,2,,,±5V
MAX263ACWI+T,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ SWITCHED 28SOIC,pmic-led-drivers,0,0.0,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263ACWI-T/1514527,2nd,Universal Switched Capacitor,57kHz,,2,,,±5V
MAX263AEPI,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ UNIV SWTCH 28DIP,pmic-led-drivers,0,14.2875,"28-DIP (0.600"", 15.24mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263AEPI/467066,2nd,Universal Switched Capacitor,57kHz,,2,,,±5V
MAX263AEPI+,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ UNIV SWTCH 28DIP,pmic-led-drivers,0,41.91893,"28-DIP (0.600"", 15.24mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263AEPI/1511683,2nd,Universal Switched Capacitor,57kHz,,2,,,±5V
MAX263BC/D,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ UNIV SWITCHD DIE,pmic-led-drivers,0,0.0,Die,Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263BC-D/9384386,2nd,Universal Switched Capacitor,57kHz,,2,,,±2.37V ~ 6.3V
MAX263BCPI,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ UNIV SWTCH 28DIP,pmic-led-drivers,0,8.9375,"28-DIP (0.600"", 15.24mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263BCPI/467068,2nd,Universal Switched Capacitor,57kHz,,2,,,±5V
MAX263BCWI,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ SWITCHED 28SOIC,pmic-led-drivers,0,9.825,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263BCWI/467069,2nd,Universal Switched Capacitor,57kHz,,2,,,±5V
MAX263BCWI+,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ SWITCHED 28SOIC,pmic-led-drivers,0,30.1072,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263BCWI/1511822,2nd,Universal Switched Capacitor,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX263BEPI,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ UNIV SWTCH 28DIP,pmic-led-drivers,0,11.625,"28-DIP (0.600"", 15.24mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263BEPI/467070,2nd,Universal Switched Capacitor,57kHz,,2,,,±5V
MAX263BEWI,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ SWITCHED 28SOIC,pmic-led-drivers,0,12.775,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263BEWI/467071,2nd,Universal Switched Capacitor,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX263BEWI+,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ SWITCHED 28SOIC,pmic-led-drivers,23,46.32,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263BEWI/1511824,2nd,Universal Switched Capacitor,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX263BEWI+T,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ SWITCHED 28SOIC,pmic-led-drivers,0,35.112,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX263BEWI-T/1514573,2nd,Universal Switched Capacitor,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX264ACWI+,Analog Devices Inc./Maxim Integrated,IC FILTER BANDPASS PROG 28-SOIC,pmic-led-drivers,0,20.9076,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX264ACWI/1511857,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX264ACWI+T,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 28SOIC,pmic-led-drivers,0,0.0,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX264ACWI-T/1514654,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX264AEPI,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCHED 28DIP,pmic-led-drivers,0,0.0,"28-DIP (0.600"", 15.24mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX264AEPI/467074,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX264BCPI,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCHED 28DIP,pmic-led-drivers,0,0.0,"28-DIP (0.600"", 15.24mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX264BCPI/467076,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX264BCPI+,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCHED 28DIP,pmic-led-drivers,0,0.0,"28-DIP (0.600"", 15.24mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX264BCPI/1511679,2nd,Universal Switched Capacitor,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX264BCWI+,Analog Devices Inc./Maxim Integrated,IC FILTER BANDPASS PROG 28-SOIC,pmic-led-drivers,0,21.5636,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX264BCWI/10266975,2nd,Universal Switched Capacitor,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX264BEPI,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCHED 28DIP,pmic-led-drivers,0,0.0,"28-DIP (0.600"", 15.24mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX264BEPI/467078,2nd,Universal Switched Capacitor,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX264BEPI+,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCHED 28DIP,pmic-led-drivers,0,42.41143,"28-DIP (0.600"", 15.24mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX264BEPI/1511653,2nd,Universal Switched Capacitor,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX264BEWI,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 28SOIC,pmic-led-drivers,0,0.0,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX264BEWI/467079,2nd,Universal Switched Capacitor,140kHz,,2,,,±5V
MAX265BCWI+,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ SWITCHED 28SOIC,pmic-led-drivers,0,18.496,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max265-max266.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX265BCWI/1511816,2nd,Universal Switched Capacitor,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX265BEWI+,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ SWITCHED 28SOIC,pmic-led-drivers,0,18.496,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max265-max266.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX265BEWI/1511823,2nd,Universal Switched Capacitor,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX266ACWI+,Analog Devices Inc./Maxim Integrated,IC FILTER ACT PROG 28-SOIC,pmic-led-drivers,0,20.9076,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max265-max266.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX266ACWI/1511840,2nd,Universal Switched Capacitor,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX266ACWI+T,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 28SOIC,pmic-led-drivers,0,0.0,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/max265-max266.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX266ACWI-T/1514498,2nd,Universal Switched Capacitor,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX266AEWI,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 28SOIC,pmic-led-drivers,0,0.0,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max265-max266.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX266AEWI/467091,2nd,Universal Switched Capacitor,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX266AEWI+T,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ SWITCH 28SOIC,pmic-led-drivers,0,0.0,"28-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/max265-max266.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX266AEWI-T/1514569,2nd,Universal Switched Capacitor,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX267AENG,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ BAND PASS 24DIP,pmic-led-drivers,0,0.0,"24-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX267AENG/467098,2nd,Band Pass,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX267AEWG+,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ BAND PASS 24SOIC,pmic-led-drivers,0,30.62,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX267AEWG/1511913,2nd,Band Pass,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX267AEWG+T,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ BAND PASS 24SOIC,pmic-led-drivers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX267AEWG-T/1514471,2nd,Band Pass,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX267BCNG,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ BAND PASS 24DIP,pmic-led-drivers,0,0.0,"24-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX267BCNG/413018,2nd,Band Pass,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX267BCNG+,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ BAND PASS 24DIP,pmic-led-drivers,0,36.79,"24-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX267BCNG/1511691,2nd,Band Pass,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX267BCWG,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ BAND PASS 24SOIC,pmic-led-drivers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX267BCWG/467100,2nd,Band Pass,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX267BCWG+,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ BAND PASS 24SOIC,pmic-led-drivers,51,28.75,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX267BCWG/1511906,2nd,Band Pass,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX267BCWG+T,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ BAND PASS 24SOIC,pmic-led-drivers,0,20.9132,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX267BCWG-T/1514535,2nd,Band Pass,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX267BENG,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ BAND PASS 24DIP,pmic-led-drivers,0,0.0,"24-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX267BENG/467101,2nd,Band Pass,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX267BENG+,Analog Devices Inc./Maxim Integrated,IC FILTER 57KHZ BAND PASS 24DIP,pmic-led-drivers,12,39.78,"24-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX267BENG/1511734,2nd,Band Pass,57kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX268ACWG,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ BANDPASS 24SOIC,pmic-led-drivers,0,12.5,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX268ACWG/467104,2nd,Band Pass,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
MAX268AENG,Analog Devices Inc./Maxim Integrated,IC FILTER 140KHZ BAND PASS 24DIP,pmic-led-drivers,0,0.0,"24-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/max263-max268.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX268AENG/467105,2nd,Band Pass,140kHz,,2,,,"4.74V ~ 12.6V, ±2.37V ~ 6.3V"
