MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Filter Order,Filter Type,Frequency - Cutoff or Center,Grade,Number of Filters,Qualification,Series,Voltage - Supply
LTC1067CGN#PBF,Analog Devices Inc.,IC FILTER 20KHZ SWITCHED 16SSOP,pmic-led-drivers,184,14.04,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067CGN-PBF/960983,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067CGN#TR,Analog Devices Inc.,IC FILTR BLD BLK DUAL R-R 16SSOP,pmic-led-drivers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067CGN-TR/693186,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067CGN#TRPBF,Analog Devices Inc.,IC FILTER 20KHZ SWITCHED 16SSOP,pmic-led-drivers,0,8.48402,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067CGN-TRPBF/958414,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067CS,Analog Devices Inc.,IC FILTR BLDNGBLK R-R DUAL16SOIC,pmic-led-drivers,0,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067CS/259318,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067CS#PBF,Analog Devices Inc.,IC FILTER 20KHZ SWITCHED 16SOIC,pmic-led-drivers,712,13.21,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067CS-PBF/889625,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067CS#TR,Analog Devices Inc.,IC FILTR BLD BLK DUAL R-R 16SOIC,pmic-led-drivers,0,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067CS-TR/693475,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067CS#TRPBF,Analog Devices Inc.,IC FILTER 20KHZ SWITCHED 16SOIC,pmic-led-drivers,0,7.94548,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067CS-TRPBF/959623,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067IGN,Analog Devices Inc.,IC FILTR BLDNGBLK R-R DUAL16SSOP,pmic-led-drivers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067IGN/296976,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067IGN#PBF,Analog Devices Inc.,IC FILTER 20KHZ SWITCHED 16SSOP,pmic-led-drivers,202,15.74,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067IGN-PBF/963618,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067IGN#TR,Analog Devices Inc.,IC FILTR BLD BLK DUAL R-R 16SSOP,pmic-led-drivers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067IGN-TR/693452,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067IGN#TRPBF,Analog Devices Inc.,IC FILTER 20KHZ SWITCHED 16SSOP,pmic-led-drivers,0,9.6001,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067IGN-TRPBF/958534,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067IS,Analog Devices Inc.,IC FILTR BLDNGBLK R-R DUAL16SOIC,pmic-led-drivers,0,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067IS/296977,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067IS#PBF,Analog Devices Inc.,IC FILTER 20KHZ SWITCHED 16SOIC,pmic-led-drivers,293,14.69,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067IS-PBF/961031,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067IS#TR,Analog Devices Inc.,IC FILTR BLD BLK DUAL R-R 16SOIC,pmic-led-drivers,0,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067IS-TR/693758,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1067IS#TRPBF,Analog Devices Inc.,IC FILTER 20KHZ SWITCHED 16SOIC,pmic-led-drivers,0,8.91454,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1067fs.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1067IS-TRPBF/958442,4th,Universal Switched Capacitor,20kHz,,2,,,"3V ~ 11V, ±3V ~ 5.5V"
LTC1068-200CG,Analog Devices Inc.,IC FILTR BUILDNG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-200CG/271052,8th,Universal Switched Capacitor,25kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-200CG#PBF,Analog Devices Inc.,IC FILTER 25KHZ SWITCHED 28SSOP,pmic-led-drivers,45,19.98,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-200CG-PBF/891858,8th,Universal Switched Capacitor,25kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-200CG#TR,Analog Devices Inc.,IC FILTER BUILDG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-200CG-TR/693534,8th,Universal Switched Capacitor,25kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-200CG#TRPBF,Analog Devices Inc.,IC FILTER 25KHZ SWITCHED 28SSOP,pmic-led-drivers,0,12.47788,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-200CG-TRPBF/959076,8th,Universal Switched Capacitor,25kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-200IG,Analog Devices Inc.,IC FILTR BUILDNG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-200IG/271053,8th,Universal Switched Capacitor,25kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-200IG#PBF,Analog Devices Inc.,IC FILTER 25KHZ SWITCHED 28SSOP,pmic-led-drivers,90,21.68,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-200IG-PBF/890585,8th,Universal Switched Capacitor,25kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-200IG#TR,Analog Devices Inc.,IC FILTER BUILDG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-200IG-TR/693553,8th,Universal Switched Capacitor,25kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-200IG#TRPBF,Analog Devices Inc.,IC FILTER 25KHZ SWITCHED 28SSOP,pmic-led-drivers,0,13.61991,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-200IG-TRPBF/959276,8th,Universal Switched Capacitor,25kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-25CG,Analog Devices Inc.,IC FILTR BUILDNG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-25CG/271054,8th,Universal Switched Capacitor,200kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-25CG#PBF,Analog Devices Inc.,IC FILTER 200KHZ SWITCH 28SSOP,pmic-led-drivers,65,19.98,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-25CG-PBF/889106,8th,Universal Switched Capacitor,200kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-25CG#TR,Analog Devices Inc.,IC FILTER BUILDG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-25CG-TR/693532,8th,Universal Switched Capacitor,200kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-25CG#TRPBF,Analog Devices Inc.,IC FILTER 200KHZ SWITCH 28SSOP,pmic-led-drivers,0,12.47788,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-25CG-TRPBF/959157,8th,Universal Switched Capacitor,200kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-25IG,Analog Devices Inc.,IC FILTER 200KHZ SWITCH 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-25IG/271055,8th,Universal Switched Capacitor,200kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-25IG#PBF,Analog Devices Inc.,IC FILTER 200KHZ SWITCH 28SSOP,pmic-led-drivers,0,21.68,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-25IG-PBF/891455,8th,Universal Switched Capacitor,200kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-25IG#TR,Analog Devices Inc.,IC FILTER BUILDG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-25IG-TR/693555,8th,Universal Switched Capacitor,200kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-25IG#TRPBF,Analog Devices Inc.,IC FILTER 200KHZ SWITCH 28SSOP,pmic-led-drivers,0,13.61991,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-25IG-TRPBF/959024,8th,Universal Switched Capacitor,200kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-50CG,Analog Devices Inc.,IC FILTR BUILDNG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-50CG/271056,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-50CG#PBF,Analog Devices Inc.,IC FILTER 50KHZ SWITCHED 28SSOP,pmic-led-drivers,0,14.35851,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-50CG-PBF/963559,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-50CG#TR,Analog Devices Inc.,IC FILTER BUILDG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-50CG-TR/693531,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-50CG#TRPBF,Analog Devices Inc.,IC FILTER 50KHZ SWITCHED 28SSOP,pmic-led-drivers,0,12.47788,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-50CG-TRPBF/959021,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-50IG,Analog Devices Inc.,IC FILTR BUILDNG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-50IG/271057,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-50IG#PBF,Analog Devices Inc.,IC FILTER 50KHZ SWITCHED 28SSOP,pmic-led-drivers,0,21.68,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-50IG-PBF/889504,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-50IG#TR,Analog Devices Inc.,IC FILTER BUILDG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-50IG-TR/693552,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068-50IG#TRPBF,Analog Devices Inc.,IC FILTER 50KHZ SWITCHED 28SSOP,pmic-led-drivers,0,13.61991,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068-50IG-TRPBF/959077,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068CG,Analog Devices Inc.,IC FILTR BUILDNG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068CG/271058,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068CG#PBF,Analog Devices Inc.,IC FILTER 50KHZ SWITCHED 28SSOP,pmic-led-drivers,0,19.98,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068CG-PBF/889471,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068CG#TR,Analog Devices Inc.,IC FILTER BUILDG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068CG-TR/693533,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068CG#TRPBF,Analog Devices Inc.,IC FILTER 50KHZ SWITCHED 28SSOP,pmic-led-drivers,0,12.47788,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068CG-TRPBF/959102,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068CN#PBF,Analog Devices Inc.,IC FILTER 50KHZ UNIV SWTCH 24DIP,pmic-led-drivers,78,19.1,"24-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068CN-PBF/890241,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068IG,Analog Devices Inc.,IC FILTR BUILDNG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068IG/271060,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068IG#PBF,Analog Devices Inc.,IC FILTER 50KHZ SWITCHED 28SSOP,pmic-led-drivers,0,21.68,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068IG-PBF/891663,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068IG#TR,Analog Devices Inc.,IC FILTER BUILDG BLK QUAD 28SSOP,pmic-led-drivers,0,0.0,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068IG-TR/693554,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068IG#TRPBF,Analog Devices Inc.,IC FILTER 50KHZ SWITCHED 28SSOP,pmic-led-drivers,0,13.61991,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068IG-TRPBF/958946,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1068IN#PBF,Analog Devices Inc.,IC FILTER 50KHZ UNIV SWTCH 24DIP,pmic-led-drivers,0,20.82,"24-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1068fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1068IN-PBF/891658,8th,Universal Switched Capacitor,50kHz,,4,,,"3.14V ~ 11V, ±3.14V ~ 5.5V"
LTC1069-1CN8,Analog Devices Inc.,IC FILTR 8TH ORDER LOWPASS 8-DIP,pmic-led-drivers,0,0.0,"8-DIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/10691fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1069-1CN8/296978,8th,"Elliptic, Low Pass Switched Capacitor",12kHz,,1,,,±1.57V ~ 5.5V
LTC1069-1CN8#PBF,Analog Devices Inc.,IC FILTER 12KHZ LOWPASS 8DIP,pmic-led-drivers,24,14.98,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/10691fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1069-1CN8-PBF/961756,8th,"Elliptic, Low Pass Switched Capacitor",12kHz,,1,,,±1.57V ~ 5.5V
LTC1069-1CS8,Analog Devices Inc.,IC 8TH ORDER L PASS FILTER 8SOIC,pmic-led-drivers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/10691fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1069-1CS8/252204,8th,"Elliptic, Low Pass Switched Capacitor",12kHz,,1,,,±1.57V ~ 5.5V
LTC1069-1CS8#PBF,Analog Devices Inc.,IC FILTER 12KHZ LOWPASS 8SOIC,pmic-led-drivers,38,15.43,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/10691fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1069-1CS8-PBF/961297,8th,"Elliptic, Low Pass Switched Capacitor",12kHz,,1,,,±1.57V ~ 5.5V
LTC1069-1CS8#TR,Analog Devices Inc.,IC FILTER LP 8TH ORD LOPWR 8SOIC,pmic-led-drivers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/10691fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1069-1CS8-TR/693506,8th,"Elliptic, Low Pass Switched Capacitor",12kHz,,1,,,±1.57V ~ 5.5V
LTC1069-1CS8#TRPBF,Analog Devices Inc.,IC FILTER 12KHZ LOWPASS 8SOIC,pmic-led-drivers,0,9.39856,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/10691fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1069-1CS8-TRPBF/958691,8th,"Elliptic, Low Pass Switched Capacitor",12kHz,,1,,,±1.57V ~ 5.5V
LTC1069-1IN8,Analog Devices Inc.,IC FILTR 8TH ORDER LOWPASS 8-DIP,pmic-led-drivers,0,0.0,"8-DIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/10691fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1069-1IN8/296979,8th,"Elliptic, Low Pass Switched Capacitor",12kHz,,1,,,±1.57V ~ 5.5V
LTC1069-1IN8#PBF,Analog Devices Inc.,IC FILTER 12KHZ LOWPASS 8DIP,pmic-led-drivers,0,11.515,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/10691fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1069-1IN8-PBF/963567,8th,"Elliptic, Low Pass Switched Capacitor",12kHz,,1,,,±1.57V ~ 5.5V
LTC1069-1IS8,Analog Devices Inc.,IC FILTER 12KHZ LOWPASS 8SOIC,pmic-led-drivers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/10691fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1069-1IS8/296980,8th,"Elliptic, Low Pass Switched Capacitor",12kHz,,1,,,±1.57V ~ 5.5V
LTC1069-1IS8#PBF,Analog Devices Inc.,IC FILTER 12KHZ LOWPASS 8SOIC,pmic-led-drivers,70,16.74,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/10691fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1069-1IS8-PBF/891595,8th,"Elliptic, Low Pass Switched Capacitor",12kHz,,1,,,±1.57V ~ 5.5V
LTC1069-1IS8#TR,Analog Devices Inc.,IC FILTER LP 8TH ORD LOPWR 8SOIC,pmic-led-drivers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/10691fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1069-1IS8-TR/693510,8th,"Elliptic, Low Pass Switched Capacitor",12kHz,,1,,,±1.57V ~ 5.5V
