MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,"Coded, Keyed",Color,Contents,Features,For Use With/Related Products,Gender,Includes,Number of Positions,Series,Size,Stacking Direction,Style,Terminal Size,Terminal Type,Termination Style,Thread Size,Type
HVPTB3N35,Amphenol PCD Shenzhen,HVPTB 3 POS PASS-THROUGH FOR 35M,optoisolators-transistor-photovoltaic-output,0,26.281,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTB3NXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTB3N35/26801735,,Orange,,,,"Male, Tab",,3,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTB3N50,Amphenol PCD Shenzhen,HVPTB 3 POS PASS-THROUGH FOR 50M,optoisolators-transistor-photovoltaic-output,0,26.281,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTB3NXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTB3N50/26801822,,Orange,,,,"Male, Tab",,3,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTB3N70,Amphenol PCD Shenzhen,HVPTB 3 POS PASS-THROUGH FOR 70M,optoisolators-transistor-photovoltaic-output,0,26.281,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTB3NXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTB3N70/26801603,,Orange,,,,"Male, Tab",,3,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM2A01,Amphenol PCD Shenzhen,HVPTM 2 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,0,35.45,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM2A01/26801840,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM2A02,Amphenol PCD Shenzhen,HVPTM 2 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,0,28.22824,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM2A02/26801701,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM2A03,Amphenol PCD Shenzhen,HVPTM 2 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,0,35.45,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM2A03/26799932,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM2A04,Amphenol PCD Shenzhen,HVPTM 2 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,0,28.22824,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM2A04/26799817,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM2B01,Amphenol PCD Shenzhen,HVPTM 2 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,0,28.22824,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM2B01/26800171,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM2B02,Amphenol PCD Shenzhen,HVPTM 2 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,34,35.45,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM2B02/26799812,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM2B03,Amphenol PCD Shenzhen,HVPTM 2 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,0,28.22824,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM2B03/26799889,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM2B04,Amphenol PCD Shenzhen,HVPTM 2 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,9,38.69,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM2XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM2B04/26800180,,Orange,,,,"Male, Tab",,2,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM3A01,Amphenol PCD Shenzhen,HVPTM 3 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,0,36.14375,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM3XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM3A01/26799882,,Orange,,,,"Male, Tab",,3,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM3A02,Amphenol PCD Shenzhen,HVPTM 3 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,10,46.36,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM3XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM3A02/26799847,,Orange,,,,"Male, Tab",,3,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM3A03,Amphenol PCD Shenzhen,HVPTM 3 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,0,36.14375,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM3XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM3A03/26799993,,Orange,,,,"Male, Tab",,3,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM3A04,Amphenol PCD Shenzhen,HVPTM 3 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,0,36.14375,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM3XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM3A04/26800519,,Orange,,,,"Male, Tab",,3,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM3B01,Amphenol PCD Shenzhen,HVPTM 3 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,0,36.14375,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM3XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM3B01/26800182,,Orange,,,,"Male, Tab",,3,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM3B02,Amphenol PCD Shenzhen,HVPTM 3 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,0,36.14375,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM3XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM3B02/26800545,,Orange,,,,"Male, Tab",,3,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM3B03,Amphenol PCD Shenzhen,HVPTM 3 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,0,36.14375,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM3XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM3B03/26800350,,Orange,,,,"Male, Tab",,3,,,Side to Side,Housing,,Crimp on Receptacle,,,
HVPTM3B04,Amphenol PCD Shenzhen,HVPTM 3 POS METAL PASS-THROUGH F,optoisolators-transistor-photovoltaic-output,0,36.14375,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7139/HVPTM3XXX.pdf,https://www.digikey.com/en/products/detail/amphenol-pcd-shenzhen/HVPTM3B04/26800718,,Orange,,,,"Male, Tab",,3,,,Side to Side,Housing,,Crimp on Receptacle,,,
KF2532,Hoff-Trex®,CONN RCPT SLEEVE .250 CONN QC RC,optoisolators-transistor-photovoltaic-output,9000,0.4575,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5561/Insulating%20Sleeves%20for%20Disconnects.pdf,https://www.digikey.com/en/products/detail/amphenol-tpc-wire-cable/KF2532/18794678,,Transparent,,,"0.250"" (6.35mm) Quick Connects",Non-Gendered,,1,,,,Sleeve,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
KF2538,Hoff-Trex®,CONN RCPT SLEEVE .250 CONN QC RC,optoisolators-transistor-photovoltaic-output,36585,0.04457,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5561/Insulating%20Sleeves%20for%20Disconnects.pdf,https://www.digikey.com/en/products/detail/amphenol-tpc-wire-cable/KF2538/18794877,,Transparent,,,"0.250"" (6.35mm) Quick Connects",Non-Gendered,,1,,,,Sleeve,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
KFF2540M,Hoff-Trex®,CONN RCPT SLEEVE .25 FLG DSCNNCT,optoisolators-transistor-photovoltaic-output,48000,0.06437,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5561/Insulating%20Sleeves%20for%20Disconnects.pdf,https://www.digikey.com/en/products/detail/amphenol-tpc-wire-cable/KFF2540M/18794814,,Transparent,,,"0.250"" (6.35mm) Quick Connects",Non-Gendered,,1,,,,Sleeve,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
M4250,Hoff-Trex®,CONN RCPT HSG M 4 POS .250,optoisolators-transistor-photovoltaic-output,6400,0.15275,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5561/Metal%20Strip%20Mounted%20Connectors.pdf,https://www.digikey.com/en/products/detail/amphenol-tpc-wire-cable/M4250/18794503,,White,,,"0.250"" (6.35mm) Quick Connects","Male, Tab",,4,,,Top to Bottom and Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
N010606501001,WEC,TERM PWR ELEMENT SHANK 20PIN PCB,optoisolators-logic-output,6,21.52,,,Active,http://www.amphenol-sine.com/pdf/datasheet/N010606501001.pdf,https://www.digikey.com/en/products/detail/wec/N010606501001/27529947,,,,,,,,,*,,,,,,,,
OF-187,Essentra Components,CONN HOUSING 0.187 1POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.0,-,Free Hanging (In-Line),Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2586/OF%20Series.pdf,https://www.digikey.com/en/products/detail/essentra-components/OF-187/393050,,Natural,,,"0.187"" (4.75mm) Quick Connects",,,1,"Richco, OF",,,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
OF-250,Essentra Components,CONN HOUSING 0.25 1POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.29868,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4328/Essentra_Caps_Plugs.pdf,https://www.digikey.com/en/products/detail/essentra-components/OF-250/393051,,Natural,,,"0.250"" (6.35mm) Quick Connects",,,1,"Richco, OF",,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
OS-110,Essentra Components,CONN HOUSING 0.11 1POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.0,-,Free Hanging (In-Line),Obsolete,https://www.essentracomponents.com.sg/images-line/pdfs/OS.pdf,https://www.digikey.com/en/products/detail/essentra-components/OS-110/393154,,Natural,,,"0.110"" (2.79mm) Quick Connects",,,1,"Richco, OS",,,Housing,"0.110"" (2.79mm)","Quick Connect, Disconnect",,,
OS-187,Essentra Components,CONN HOUSING 0.187 1POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.27834,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/27/Fiber%2CWire%2CCable_Catalog.pdf,https://www.digikey.com/en/products/detail/essentra-components/OS-187/393155,,Natural,,,"0.187"" (4.75mm) Quick Connects",,,1,"Richco, OS",,,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
OS-205,Essentra Components,CONN HOUSING 0.205 1POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.0,-,Free Hanging (In-Line),Obsolete,https://www.essentracomponents.com.sg/images-line/pdfs/OS.pdf,https://www.digikey.com/en/products/detail/essentra-components/OS-205/393156,,Natural,,,"0.205"" (5.21mm) Quick Connects",,,1,"Richco, OS",,,Housing,"0.205"" (5.21mm)","Quick Connect, Disconnect",,,
OS-250,Essentra Components,CONN HOUSING 0.25 1POS NATURAL,optoisolators-transistor-photovoltaic-output,267,0.39,,Free Hanging (In-Line),Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/27/Fiber%2CWire%2CCable_Catalog.pdf,https://www.digikey.com/en/products/detail/essentra-components/OS-250/393157,,Natural,,,"0.250"" (6.35mm) Quick Connects",,,1,"Richco, OS",,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
P12B-F35DK-GFAR,JST Sales America Inc.,JFA-J350DC COMMON TYPE TAB-CONNE,optoisolators-transistor-photovoltaic-output,0,5.04888,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/P12B-F35DK-GFAR/26436532,,Black,,,,"Female, Receptacle",,12,,,,Housing,,"Quick Connect, Disconnect",,,
P12B-F35DK-TAR N,JST Sales America Inc.,JFA-J300 PLUG HOUSING ASSEMBLY,optoisolators-transistor-photovoltaic-output,0,4.3648,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/P12B-F35DK-TAR-N/27506523,,,,,,,,,*,,,,,,,,
P24B-F36TK-GFAR,JST Sales America Inc.,JFA-J360T COMMON TYPE TAB-CONNEC,optoisolators-transistor-photovoltaic-output,0,12.86649,,Free Hanging (In-Line),Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/P24B-F36TK-GFAR/26436409,,Black,,,,"Female, Receptacle",,24,,,,Housing,,"Quick Connect, Disconnect",,,
PS-110(N),JST Sales America Inc.,PS HOUSING 110,optoisolators-transistor-photovoltaic-output,0,0.06916,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-110-N/26436380,,,,,,,,,,,,,,,,,
PS-187,JST Sales America Inc.,CONN RCPT HSG 0.187 1POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.04847,,Free Hanging (In-Line),Active,https://www.jst-mfg.com/product/pdf/eng/ePS.pdf,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187/527334,,Natural,,,PS Series,"Female, Receptacle",,1,PS,,,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
PS-187-2A-10,JST Sales America Inc.,67015000.PS CONNECTOR.HOUSING.,optoisolators-transistor-photovoltaic-output,0,0.1055,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-2A-10/28540078,,,,,,,,,*,,,,,,,,
PS-187-2A-10(N),JST Sales America Inc.,67015000.PS CONNECTOR.HOUSING.,optoisolators-transistor-photovoltaic-output,0,0.10094,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-2A-10-N/26434837,,,,,,,,,,,,,,,,,
PS-187-2A-15,JST Sales America Inc.,CONN RCPT HSG 0.187 2POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.10844,,Free Hanging (In-Line),Active,https://www.jst-mfg.com/product/pdf/eng/ePS.pdf,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-2A-15/527335,,Natural,,,PS Series,"Female, Receptacle",,2,PS,,Side to Side,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
PS-187-2A1-15-8,JST Sales America Inc.,67016500.PS CONNECTOR.HOUSING.,optoisolators-transistor-photovoltaic-output,0,0.18002,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-2A1-15-8/28540531,,,,,,,,,*,,,,,,,,
PS-187-2A1-15-8(N),JST Sales America Inc.,67016500.PS CONNECTOR.HOUSING.,optoisolators-transistor-photovoltaic-output,0,0.17266,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-2A1-15-8-N/26434858,,,,,,,,,,,,,,,,,
PS-187-2B,JST Sales America Inc.,PS HOUSING,optoisolators-transistor-photovoltaic-output,0,0.13356,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-2B/28540581,,,,,,,,,*,,,,,,,,
PS-187-2B(N),JST Sales America Inc.,PS HOUSING,optoisolators-transistor-photovoltaic-output,0,0.13356,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-2B-N/26434926,,,,,,,,,,,,,,,,,
PS-187-2B-6.75,JST Sales America Inc.,PS HOUSING 187,optoisolators-transistor-photovoltaic-output,0,0.1278,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-2B-6-75/28540053,,,,,,,,,*,,,,,,,,
PS-187-2B-6.75(N),JST Sales America Inc.,PS HOUSING 187,optoisolators-transistor-photovoltaic-output,0,0.1278,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-2B-6-75-N/26434719,,,,,,,,,,,,,,,,,
PS-187-2B1,JST Sales America Inc.,PS HOUSING,optoisolators-transistor-photovoltaic-output,0,0.1376,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-2B1/28540611,,,,,,,,,*,,,,,,,,
PS-187-2B1(N),JST Sales America Inc.,PS HOUSING,optoisolators-transistor-photovoltaic-output,0,0.1376,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-2B1-N/26434905,,,,,,,,,,,,,,,,,
PS-187-2V,JST Sales America Inc.,PS HOUSING,optoisolators-transistor-photovoltaic-output,0,0.1135,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-2V/28540603,,,,,,,,,*,,,,,,,,
PS-187-2V(N),JST Sales America Inc.,PS HOUSING,optoisolators-transistor-photovoltaic-output,0,0.1135,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-2V-N/26434845,,,,,,,,,,,,,,,,,
PS-187-3B-7.8-8-H,JST Sales America Inc.,PS HOUSING,optoisolators-transistor-photovoltaic-output,0,1.11212,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-3B-7-8-8-H/26434906,,,,,,,,,,,,,,,,,
PS-187-3V,JST Sales America Inc.,CONN RCPT HSG 0.187 3POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.15556,,Free Hanging (In-Line),Active,https://www.jst-mfg.com/product/pdf/eng/ePS.pdf,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-3V/527336,,Natural,,,PS Series,"Female, Receptacle",,3,PS,,Top to Bottom,Housing,"0.187"" (4.75mm)","Quick Connect, Disconnect",,,
PS-187-8-H(N),JST Sales America Inc.,PS CONTACT,optoisolators-transistor-photovoltaic-output,0,0.04607,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-8-H-N/26434562,,,,,,,,,,,,,,,,,
PS-187-8-LE(N),JST Sales America Inc.,PS HOUSING 187,optoisolators-transistor-photovoltaic-output,0,0.04607,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-8-LE-N/26434642,,,,,,,,,,,,,,,,,
PS-187-K(N),JST Sales America Inc.,PS HOUSING,optoisolators-transistor-photovoltaic-output,0,0.05288,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-K-N/26434923,,,,,,,,,,,,,,,,,
PS-187-WGA1,JST Sales America Inc.,PS HOUSING,optoisolators-transistor-photovoltaic-output,0,0.10008,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-187-WGA1/26434597,,,,,,,,,,,,,,,,,
PS-250,JST Sales America Inc.,CONN RCPT HSG 0.25 1POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.04988,,Free Hanging (In-Line),Active,https://www.jst-mfg.com/product/pdf/eng/ePS.pdf,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-250/527338,,Natural,,,PS Series,"Female, Receptacle",,1,PS,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
PS-250-2A-15,JST Sales America Inc.,CONN RCPT HSG 0.25 2POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.1148,,Free Hanging (In-Line),Active,https://www.jst-mfg.com/product/pdf/eng/ePS.pdf,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-250-2A-15/527339,,Natural,,,PS Series,"Female, Receptacle",,2,PS,,Side to Side,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
PS-250-2A-15-E,JST Sales America Inc.,PS HOUSING 250,optoisolators-transistor-photovoltaic-output,0,0.12426,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-250-2A-15-E/28540632,,,,,,,,,*,,,,,,,,
PS-250-2A-15-E(N),JST Sales America Inc.,PS HOUSING 250,optoisolators-transistor-photovoltaic-output,0,0.11898,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-250-2A-15-E-N/26434535,,,,,,,,,,,,,,,,,
PS-250-2A-15-K,JST Sales America Inc.,PS HOUSING 250,optoisolators-transistor-photovoltaic-output,0,0.11898,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-250-2A-15-K/26434841,,,,,,,,,,,,,,,,,
PS-250-2A-15-LN,JST Sales America Inc.,67022100...HOUSING,optoisolators-transistor-photovoltaic-output,0,0.11898,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-250-2A-15-LN/28540706,,,,,,,,,*,,,,,,,,
PS-250-2A-15-LN (N),JST Sales America Inc.,67022100...HOUSING,optoisolators-transistor-photovoltaic-output,0,0.11898,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-250-2A-15-LN-N/26434716,,,,,,,,,,,,,,,,,
PS-250-2A-15-M,JST Sales America Inc.,67022000.PS HOUSING,optoisolators-transistor-photovoltaic-output,0,0.11898,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-250-2A-15-M/28540418,,,,,,,,,*,,,,,,,,
PS-250-2A-15-M(N),JST Sales America Inc.,67022000.PS HOUSING,optoisolators-transistor-photovoltaic-output,0,0.11898,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-250-2A-15-M-N/26434740,,,,,,,,,,,,,,,,,
PS-250-2A-15-R,JST Sales America Inc.,PS HOUSING 250,optoisolators-transistor-photovoltaic-output,0,0.12426,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-250-2A-15-R/28540316,,,,,,,,,*,,,,,,,,
PS-250-2A-15-R(N),JST Sales America Inc.,PS HOUSING 250,optoisolators-transistor-photovoltaic-output,0,0.11898,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-250-2A-15-R-N/26434684,,,,,,,,,,,,,,,,,
PS-250-2B,JST Sales America Inc.,PS HOUSING 250,optoisolators-transistor-photovoltaic-output,0,0.08854,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-250-2B/28540216,,,,,,,,,*,,,,,,,,
PS-250-2B(N),JST Sales America Inc.,PS HOUSING 250,optoisolators-transistor-photovoltaic-output,0,0.08464,,-,Active,,https://www.digikey.com/en/products/detail/jst-sales-america-inc/PS-250-2B-N/26434875,,,,,,,,,,,,,,,,,
