MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Access Time,Clock Frequency,DigiKey Programmable,Grade,Memory Format,Memory Interface,Memory Organization,Memory Size,Memory Type,Operating Temperature,Qualification,Series,Technology,Voltage - Supply,"Write Cycle Time - Word, Page"
AT45DB021E-MHN-T,Renesas Electronics Corporation,IC FLASH 2MBIT SPI 70MHZ 8UDFN,memory,12342,2.08,8-UDFN Exposed Pad,Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db021e-datasheet?r=1608891,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB021E-MHN-T/3854963,,70 MHz,Not Verified,,FLASH,SPI,264 Bytes x 1024 pages,2Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.65V ~ 3.6V,"8µs, 3ms"
AT45DB021E-SHN-B,Renesas Electronics Corporation,IC FLASH 2MBIT SPI 70MHZ 8SOIC,memory,95100,1.87,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db021e-datasheet?r=1608891,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB021E-SHN-B/3854969,,70 MHz,Verified,,FLASH,SPI,264 Bytes x 1024 pages,2Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.65V ~ 3.6V,"8µs, 3ms"
AT45DB021E-SSHN-B,Renesas Electronics Corporation,IC FLASH 2MBIT SPI 70MHZ 8SOIC,memory,11241,1.87,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db021e-datasheet?r=1608891,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB021E-SSHN-B/3854968,,70 MHz,Verified,,FLASH,SPI,264 Bytes x 1024 pages,2Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.65V ~ 3.6V,"8µs, 3ms"
AT45DB021E-SSHN-T,Renesas Electronics Corporation,IC FLASH 2MBIT SPI 70MHZ 8SOIC,memory,2487,1.81,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db021e-datasheet?r=1608891,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB021E-SSHN-T/3854965,,70 MHz,Verified,,FLASH,SPI,264 Bytes x 1024 pages,2Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.65V ~ 3.6V,"8µs, 3ms"
AT45DB041E-SHN-B,Renesas Electronics Corporation,IC FLASH 4MBIT SPI 85MHZ 8SOIC,memory,13830,1.96,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db041e-datasheet?r=1608896,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB041E-SHN-B/4340614,,85 MHz,Verified,,FLASH,SPI,264 Bytes x 2048 pages,4Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.65V ~ 3.6V,"8µs, 3ms"
AT45DB041E-SHN-T,Renesas Electronics Corporation,IC FLASH 4MBIT SPI 85MHZ 8SOIC,memory,1928,1.96,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db041e-datasheet?r=1608896,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB041E-SHN-T/4311886,,85 MHz,Verified,,FLASH,SPI,264 Bytes x 2048 pages,4Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.65V ~ 3.6V,"8µs, 3ms"
AT45DB041E-SSHN-B,Renesas Electronics Corporation,IC FLASH 4MBIT SPI 85MHZ 8SOIC,memory,3875,1.9,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db041e-datasheet?r=1608896,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB041E-SSHN-B/4340615,,85 MHz,Verified,,FLASH,SPI,264 Bytes x 2048 pages,4Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.65V ~ 3.6V,"8µs, 3ms"
AT45DB041E-SSHN-T,Renesas Electronics Corporation,IC FLASH 4MBIT SPI 85MHZ 8SOIC,memory,39626,1.9,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db041e-datasheet?r=1608896,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB041E-SSHN-T/4311888,,85 MHz,Verified,,FLASH,SPI,264 Bytes x 2048 pages,4Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.65V ~ 3.6V,"8µs, 3ms"
AT45DB081E-SHN-B,Renesas Electronics Corporation,IC FLASH 8MBIT SPI 85MHZ 8SOIC,memory,12687,2.61,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db081e-datasheet?language=en,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB081E-SHN-B/4439499,,85 MHz,Not Verified,,FLASH,SPI,264 Bytes x 4096 pages,8Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.7V ~ 3.6V,"8µs, 4ms"
AT45DB081E-SHN-T,Renesas Electronics Corporation,IC FLASH 8MBIT SPI 85MHZ 8SOIC,memory,9399,2.61,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db081e-datasheet?language=en,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB081E-SHN-T/4425785,,85 MHz,Not Verified,,FLASH,SPI,264 Bytes x 4096 pages,8Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.7V ~ 3.6V,"8µs, 4ms"
AT45DB081E-SHN2B-T,Renesas Electronics Corporation,IC FLASH 8MBIT SPI 85MHZ 8SOIC,memory,963,2.52,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db081e-datasheet?language=en,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB081E-SHN2B-T/4425786,,85 MHz,Not Verified,,FLASH,SPI,256 Bytes x 4096 pages,8Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.7V ~ 3.6V,"8µs, 4ms"
AT45DB081E-SSHN-B,Renesas Electronics Corporation,IC FLASH 8MBIT SPI 85MHZ 8SOIC,memory,11462,2.55,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db081e-datasheet?language=en,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB081E-SSHN-B/4507057,,85 MHz,Not Verified,,FLASH,SPI,264 Bytes x 4096 pages,8Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.7V ~ 3.6V,"8µs, 4ms"
AT45DB081E-SSHN2B-T,Renesas Electronics Corporation,IC FLASH 8MBIT SPI 85MHZ 8SOIC,memory,13628,2.55,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db081e-datasheet?language=en,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB081E-SSHN2B-T/4425784,,85 MHz,Not Verified,,FLASH,SPI,256 Bytes x 4096 pages,8Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.7V ~ 3.6V,"8µs, 4ms"
AT45DB161E-MHF-Y,Renesas Electronics Corporation,IC FLASH 16MBIT SPI 85MHZ 8UDFN,memory,3611,4.06,8-UDFN Exposed Pad,Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db161e-datasheet?language=en&r=1608911,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB161E-MHF-Y/3986574,,85 MHz,Not Verified,,FLASH,SPI,528 Bytes x 4096 pages,16Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,2.3V ~ 3.6V,"8µs, 4ms"
AT45DB161E-SHD-B,Renesas Electronics Corporation,IC FLASH 16MBIT SPI 85MHZ 8SOIC,memory,3893,3.72,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Not For New Designs,https://www.renesas.com/us/en/document/dst/at45db161e-datasheet?language=en&r=1608911,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB161E-SHD-B/3828611,,85 MHz,Verified,,FLASH,SPI,528 Bytes x 4096 pages,16Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,2.5V ~ 3.6V,"8µs, 4ms"
AT45DB161E-SHD-T,Renesas Electronics Corporation,IC FLASH 16MBIT SPI 85MHZ 8SOIC,memory,10191,3.72,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Not For New Designs,https://www.renesas.com/us/en/document/dst/at45db161e-datasheet?language=en&r=1608911,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB161E-SHD-T/3828650,,85 MHz,Verified,,FLASH,SPI,528 Bytes x 4096 pages,16Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,2.5V ~ 3.6V,"8µs, 4ms"
AT45DB161E-SHF-B,Renesas Electronics Corporation,IC FLASH 16MBIT SPI 85MHZ 8SOIC,memory,59913,3.74,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db161e-datasheet?language=en&r=1608911,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB161E-SHF-B/4340617,,85 MHz,Not Verified,,FLASH,SPI,528 Bytes x 4096 pages,16Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,2.3V ~ 3.6V,"8µs, 4ms"
AT45DB161E-SHF-T,Renesas Electronics Corporation,IC FLASH 16MBIT SPI 85MHZ 8SOIC,memory,8002,3.74,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db161e-datasheet?language=en&r=1608911,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB161E-SHF-T/4337422,,85 MHz,Not Verified,,FLASH,SPI,528 Bytes x 4096 pages,16Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,2.3V ~ 3.6V,"8µs, 4ms"
AT45DB161E-SSHD-T,Renesas Electronics Corporation,IC FLASH 16MBIT SPI 85MHZ 8SOIC,memory,31895,3.66,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Not For New Designs,https://www.renesas.com/us/en/document/dst/at45db161e-datasheet?language=en&r=1608911,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB161E-SSHD-T/3828652,,85 MHz,Not Verified,,FLASH,SPI,528 Bytes x 4096 pages,16Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,2.5V ~ 3.6V,"8µs, 4ms"
AT45DB161E-SSHF2B-T,Renesas Electronics Corporation,IC FLASH 16MBIT SPI 85MHZ 8SOIC,memory,3233,3.72,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db161e-datasheet?language=en&r=1608911,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB161E-SSHF2B-T/3986569,,85 MHz,Not Verified,,FLASH,SPI,512 Bytes x 4096 pages,16Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,2.3V ~ 3.6V,"8µs, 4ms"
AT45DB161E-SSHFHA-T,Renesas Electronics Corporation,IC FLASH 16MBIT SPI 85MHZ 8SOIC,memory,1647,3.8,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db161e-datasheet?language=en&r=1608911,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB161E-SSHFHA-T/4292703,,85 MHz,Not Verified,,FLASH,SPI,528 Bytes x 4096 pages,16Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,2.3V ~ 3.6V,"8µs, 4ms"
AT45DB321E-MHF-T,Renesas Electronics Corporation,IC FLASH 32MBIT SPI 85MHZ 8UDFN,memory,58917,6.06,8-UDFN Exposed Pad,Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db321e-datasheet?language=en,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB321E-MHF-T/4337433,,85 MHz,Not Verified,,FLASH,SPI,528 Bytes x 8192 pages,32Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,2.3V ~ 3.6V,"8µs, 4ms"
AT45DB321E-MHF-Y,Renesas Electronics Corporation,IC FLASH 32MBIT SPI 85MHZ 8UDFN,memory,9843,6.3,8-UDFN Exposed Pad,Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db321e-datasheet?language=en,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB321E-MHF-Y/4340619,,85 MHz,Not Verified,,FLASH,SPI,528 Bytes x 8192 pages,32Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,2.3V ~ 3.6V,"8µs, 4ms"
AT45DB321E-SHF-B,Renesas Electronics Corporation,IC FLASH 32MBIT SPI 85MHZ 8SOIC,memory,7189,4.94,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db321e-datasheet?language=en,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB321E-SHF-B/4340620,,85 MHz,Verified,,FLASH,SPI,528 Bytes x 8192 pages,32Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,2.3V ~ 3.6V,"8µs, 4ms"
AT45DB641E-MHN-T,Renesas Electronics Corporation,IC FLASH 64MBIT SPI 85MHZ 8UDFN,memory,9436,8.2,8-UDFN Exposed Pad,Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45db641e-datasheet?r=1608921,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB641E-MHN-T/4494305,,85 MHz,Not Verified,,FLASH,SPI,264 Bytes x 32K pages,64Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.7V ~ 3.6V,"8µs, 5ms"
AT45DB641E-MWHN-T,Renesas Electronics Corporation,IC FLASH 64MBIT SPI 85MHZ 8VDFN,memory,4494,8.2,8-VDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DB641E-MWHN-T/4494303,,85 MHz,Not Verified,,FLASH,SPI,264 Bytes x 32K pages,64Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,1.7V ~ 3.6V,"8µs, 5ms"
AT45DQ321-SHF-B,Renesas Electronics Corporation,IC FLASH 32MBIT SPI 104MHZ 8SOIC,memory,29882,5.31,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/at45dq321-datasheet?language=en,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/AT45DQ321-SHF-B/4337469,,104 MHz,Not Verified,,FLASH,SPI,528 Bytes x 8192 pages,32Mbit,Non-Volatile,-40°C ~ 85°C (TC),,,FLASH,2.3V ~ 3.6V,"8µs, 4ms"
BR24G02FJ-5E2,Rohm Semiconductor,"2KBIT, IC BUS, LOW CURRENT CONSU",memory,2192,0.33,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.rohm.com/datasheet?p=BR24G02FJ-5&dist=Digi-Key&media=referral&source=digi-key.com&campaign=Digi-Key,https://www.digikey.com/en/products/detail/rohm-semiconductor/BR24G02FJ-5E2/25927538,,1 MHz,,,EEPROM,I2C,256 x 8,2Kbit,Non-Volatile,-40°C ~ 85°C (TA),,BR24G02xxx-5,EEPROM,1.6V ~ 5.5V,3.5ms
BR24G02FVT-5E2,Rohm Semiconductor,"2KBIT, IC BUS, LOW CURRENT CONSU",memory,3000,0.26,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.rohm.com/datasheet?p=BR24G02FVT-5&dist=Digi-Key&media=referral&source=digi-key.com&campaign=Digi-Key,https://www.digikey.com/en/products/detail/rohm-semiconductor/BR24G02FVT-5E2/25927592,,1 MHz,,,EEPROM,I2C,256 x 8,2Kbit,Non-Volatile,-40°C ~ 85°C (TA),,BR24G02xxx-5,EEPROM,1.6V ~ 5.5V,3.5ms
BY25Q128ESSIG(R),BYTe Semiconductor,IC FLASH 128MBIT SPI/QUAD 8SOP,memory,1950,1.16,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.byte-semi.com/wp-content/uploads/BY25Q128ES.pdf,https://www.digikey.com/en/products/detail/byte-semiconductor/BY25Q128ESSIG-R/22041702,7.5 ns,120 MHz,Verified,,FLASH,SPI - Quad I/O,16M x 8,128Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,FLASH - NOR,2.7V ~ 3.6V,"60µs, 2.4ms"
BY25Q128ESSIG(T),BYTe Semiconductor,IC FLASH 128MBIT SPI/QUAD 8SOP,memory,3709,1.69,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.byte-semi.com/wp-content/uploads/BY25Q128ES.pdf,https://www.digikey.com/en/products/detail/byte-semiconductor/BY25Q128ESSIG-T/22155776,7.5 ns,120 MHz,Verified,,FLASH,SPI - Quad I/O,16M x 8,128Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,FLASH - NOR,2.7V ~ 3.6V,"60µs, 2.4ms"
BY25Q16AWTIG(R),BYTe Semiconductor,IC FLASH 16MBIT SPI/QUAD 8SOP,memory,74886,0.34,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.byte-semi.com/wp-content/uploads/BY25Q16AW.pdf,https://www.digikey.com/en/products/detail/byte-semiconductor/BY25Q16AWTIG-R/22322440,12 ns,100 MHz,,,FLASH,SPI - Quad I/O,2M x 8,16Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,FLASH - NOR,1.65V ~ 3.6V,"3ms, 3ms"
BY25Q16BSMIG(R),BYTe Semiconductor,IC FLASH 16MBIT SPI/QUAD 8USON,memory,26199,0.44,8-UFDFN Exposed Pad,Surface Mount,Active,https://www.byte-semi.com/wp-content/uploads/BY25Q16BS.pdf,https://www.digikey.com/en/products/detail/byte-semiconductor/BY25Q16BSMIG-R/22322441,7 ns,108 MHz,Verified,,FLASH,"SPI - Quad I/O, QPI",2M x 8,16Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,FLASH - NOR,2.7V ~ 3.6V,"50µs, 2.4ms"
BY25Q256FSSIG(R),BYTe Semiconductor,IC FLASH 256MBIT SPI/QUAD,memory,1609,3.7,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.byte-semi.com/wp-content/uploads/BY25Q256FS.pdf,https://www.digikey.com/en/products/detail/byte-semiconductor/BY25Q256FSSIG-R/22155672,7 ns,100 MHz,Verified,,FLASH,"SPI - Quad I/O, QPI",32M x 8,256Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,FLASH - NOR,2.7V ~ 3.6V,"50µs, 2.4ms"
BY25Q256FSSIG(T),BYTe Semiconductor,IC FLASH 256MBIT SPI/QUAD,memory,8145,3.7,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.byte-semi.com/wp-content/uploads/BY25Q256FS.pdf,https://www.digikey.com/en/products/detail/byte-semiconductor/BY25Q256FSSIG-T/22155736,7 ns,100 MHz,Verified,,FLASH,"SPI - Quad I/O, QPI",32M x 8,256Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,FLASH - NOR,2.7V ~ 3.6V,"50µs, 2.4ms"
BY25Q32ESSIG(R),BYTe Semiconductor,IC FLASH 32MBIT SPI/QUAD 8SOP,memory,4181,0.43,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.byte-semi.com/wp-content/uploads/BY25Q32ES.pdf,https://www.digikey.com/en/products/detail/byte-semiconductor/BY25Q32ESSIG-R/22041703,11.5 ns,120 MHz,Verified,,FLASH,SPI - Quad I/O,4M x 8,32Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,FLASH - NOR,2.7V ~ 3.6V,"50µs, 2.4ms"
BY25Q32ESTIG(T),BYTe Semiconductor,IC FLASH 32MBIT SPI/QUAD 8SOP,memory,7494,0.4,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.byte-semi.com/wp-content/uploads/BY25Q32ES.pdf,https://www.digikey.com/en/products/detail/byte-semiconductor/BY25Q32ESTIG-T/22041704,11.5 ns,120 MHz,Verified,,FLASH,SPI - Quad I/O,4M x 8,32Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,FLASH - NOR,2.7V ~ 3.6V,"50µs, 2.4ms"
BY25Q64ESSIG(R),BYTe Semiconductor,IC FLASH 64MBIT SPI/QUAD 8SOP,memory,4711,0.77,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.byte-semi.com/wp-content/uploads/BY25Q64ES.pdf,https://www.digikey.com/en/products/detail/byte-semiconductor/BY25Q64ESSIG-R/22041701,11.5 ns,120 MHz,Verified,,FLASH,SPI - Quad I/O,8M x 8,64Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,FLASH - NOR,2.7V ~ 3.6V,"50µs, 2.4ms"
BY25Q64ESTIG(R),BYTe Semiconductor,IC FLASH 64MBIT SPI/QUAD 8SOP,memory,10578,0.75,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.byte-semi.com/wp-content/uploads/BY25Q64ES.pdf,https://www.digikey.com/en/products/detail/byte-semiconductor/BY25Q64ESTIG-R/22155714,11.5 ns,120 MHz,Verified,,FLASH,SPI - Quad I/O,8M x 8,64Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,FLASH - NOR,2.7V ~ 3.6V,"50µs, 2.4ms"
BY25Q64ESTIG(T),BYTe Semiconductor,IC FLASH 64MBIT SPI/QUAD 8SOP,memory,9940,0.75,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.byte-semi.com/wp-content/uploads/BY25Q64ES.pdf,https://www.digikey.com/en/products/detail/byte-semiconductor/BY25Q64ESTIG-T/22155740,11.5 ns,120 MHz,Verified,,FLASH,SPI - Quad I/O,8M x 8,64Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,FLASH - NOR,2.7V ~ 3.6V,"50µs, 2.4ms"
DS2502+,Analog Devices Inc./Maxim Integrated,IC EPROM 1KBIT 1-WIRE TO92-3,memory,3815,4.12,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/DS2502.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS2502/1197440,,,Not Verified,,EPROM,1-Wire®,128 x 8,1Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EPROM - OTP,2.8V ~ 6V,
DS2502P+T&R,Analog Devices Inc./Maxim Integrated,IC EPROM 1KBIT 1-WIRE 6TSOC,memory,10503,5.28,"6-SMD, J-Lead",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/DS2502.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS2502P-T-R/1018090,,,Not Verified,,EPROM,1-Wire®,128 x 8,1Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EPROM - OTP,2.8V ~ 6V,
DS2502R+T&R,Analog Devices Inc./Maxim Integrated,IC EPROM 1KBIT 1-WIRE SOT23-3,memory,3256,4.34,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/DS2502.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS2502R-T-R/1197446,,,Not Verified,,EPROM,1-Wire®,128 x 8,1Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EPROM - OTP,2.8V ~ 6V,
DS2502S+T&R,Analog Devices Inc./Maxim Integrated,IC EPROM 1KBIT 1-WIRE 8SOIC,memory,2510,6.2,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ds2502.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS2502S-T-R/1017928,,,Not Verified,,EPROM,1-Wire®,128 x 8,1Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EPROM - OTP,2.8V ~ 6V,
DS2505+,Analog Devices Inc./Maxim Integrated,IC EPROM 16KBIT 1-WIRE TO92-3,memory,7767,4.61,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/DS2505.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS2505/957003,15 µs,,Verified,,EPROM,1-Wire®,16K x 1,16Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EPROM - OTP,,
DS2505+T&R,Analog Devices Inc./Maxim Integrated,IC EPROM 16KBIT 1-WIRE TO92-3,memory,4063,5.42,"TO-226-3, TO-92-3 (TO-226AA) Formed Leads",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/DS2505.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS2505-T-R/1017810,15 µs,,Verified,,EPROM,1-Wire®,16K x 1,16Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EPROM - OTP,,
DS2505P+,Analog Devices Inc./Maxim Integrated,IC EPROM 16KBIT 1-WIRE 6TSOC,memory,1363,4.65,"6-SMD, J-Lead",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/DS2505.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS2505P/789086,15 µs,,Not Verified,,EPROM,1-Wire®,16K x 1,16Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EPROM - OTP,,
DS2505P+T&R,Analog Devices Inc./Maxim Integrated,IC EPROM 16KBIT 1-WIRE 6TSOC,memory,7528,5.33,"6-SMD, J-Lead",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/DS2505.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS2505P-T-R/1018093,15 µs,,Not Verified,,EPROM,1-Wire®,16K x 1,16Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,EPROM - OTP,,
EM064LXQADG13IS1T,Everspin Technologies Inc.,IC RAM 64MBIT XSPI/QUAD 8DFN,memory,126,64.72,8-VDFN Exposed Pad,Surface Mount,Not For New Designs,,https://www.digikey.com/en/products/detail/everspin-technologies-inc/EM064LXQADG13IS1T/16909653,,133 MHz,Not Verified,,RAM,SPI - Quad I/O,8M x 8,64Mbit,Non-Volatile,-40°C ~ 85°C,,EMxxLX,MRAM (Magnetoresistive RAM),1.65V ~ 2V,
EMMC256-TY29-5B111,Kingston Technology,IC FLASH 2TBIT EMMC 153WFBGA,memory,86,380.78,153-VFBGA,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5411/EMMCzzz-TY29-5B111.pdf,https://www.digikey.com/en/products/detail/kingston-technology/EMMC256-TY29-5B111/16602913,,,Not Verified,,FLASH,eMMC,256G x 8,2Tbit,Non-Volatile,-25°C ~ 85°C,,,FLASH - NAND (TLC),"1.8V, 3.3V",
EMMC64G-IY29-5B102,Kingston Technology,IC FLASH 512GBIT EMMC 153FBGA,memory,61,133.31,153-WFBGA,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6349/EMMCnnn-IY29-5B102.pdf,https://www.digikey.com/en/products/detail/kingston-technology/EMMC64G-IY29-5B102/23544202,,,,,FLASH,eMMC_5.1,64G x 8,512Gbit,Non-Volatile,-40°C ~ 85°C,,e•MMC™,FLASH - NAND (TLC),,
