MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Data Interface,Data Rate,Duplex,"Dynamic Range, ADCs / DACs (db) Typ",Function,Grade,Logic Type,Number of ADCs / DACs,Number of Bits per Element,Number of Drivers/Receivers,Number of Elements,Operating Temperature,Output Type,Protocol,Qualification,Receiver Hysteresis,Resolution (Bits),"S/N Ratio, ADCs / DACs (db) Typ",Series,Sigma Delta,Type,Voltage - Supply,"Voltage - Supply, Analog","Voltage - Supply, Digital"
08892,SparkFun Electronics,MP3 AND MIDI CODEC VS1053B,logic-signal-switches-multiplexers-decoders,0,0.0,48-LQFP,Surface Mount,Obsolete,https://www.sparkfun.com/datasheets/Components/SMD/vs1053.pdf,https://www.digikey.com/en/products/detail/sparkfun-electronics/08892/9490115,I2S,,,,,,,1 / 1,,,,-30°C ~ 85°C (TA),,,,,18 b,,,Yes,Audio,,2.5V ~ 3.6V,1.7V ~ 1.85V
100145DCQR,National Semiconductor,IC REG FILE NON INV 4BIT 24CDIP,logic-translators-level-shifters,2046,11.2,"24-CDIP (0.600"", 15.24mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/qmxogzbxpw/NATLS14650-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/100145DCQR/12098895,,,,,,,Register File,,4,,1,,Non-Inverted,,,,,,,,,,,
100336J-QMLV,National Semiconductor,IC REG BIDIRECT COMP 4BIT 24CDIP,logic-translators-level-shifters,18,469.44,"24-CDIP (0.600"", 15.24mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/6n1sco7rfi/NATLS26437-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/100336J-QMLV/13431096,,,,,Serial to Parallel,,"Register, Bidirectional",,4,,1,-55°C ~ 125°C,Complementary,,,,,,,,,-4.2V ~ -5.7V,,
100336PC,Fairchild Semiconductor,IC REG BIDIRECT COMP 4BIT 24PDIP,logic-translators-level-shifters,2099,9.04,"24-DIP (0.400"", 10.16mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/dsjsraaylb/FAIRS01087-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/100336PC/12104061,,,,,,,"Register, Bidirectional",,4,,1,0°C ~ 85°C,Complementary,,,,,,,,,-4.2V ~ -5.7V,,
100336QC,Fairchild Semiconductor,IC SHIFT REGTR COMP 4BIT 28-PLCC,logic-translators-level-shifters,1435,12.41,28-LCC (J-Lead),Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/dsjsraaylb/FAIRS01087-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/100336QC/11511450,,,,,Serial to Parallel,,Shift Register,,4,,1,-40°C ~ 85°C,Complementary,,,,,,,,,4.2V ~ 5.7V,,
100336QCX,Fairchild Semiconductor,IC SHIFT REGTR COMP 4BIT 28-PLCC,logic-translators-level-shifters,898,8.68,28-LCC (J-Lead),Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/gz2ziqukun/FAIRS07656-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/100336QCX/11510760,,,,,Serial to Parallel,,Shift Register,,4,,1,-40°C ~ 85°C,Complementary,,,,,,,,,4.2V ~ 5.7V,,
100336QI,Fairchild Semiconductor,IC SHIFT REGTR COMP 4BIT 28-PLCC,logic-translators-level-shifters,735,11.38,28-LCC (J-Lead),Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/dsjsraaylb/FAIRS01087-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/100336QI/11509740,,,,,Serial to Parallel,,Shift Register,,4,,1,-40°C ~ 85°C,Complementary,,,,,,,,,4.2V ~ 5.7V,,
100336W-QMLV,National Semiconductor,IC REGISTER BIDIRECT COMP 4BIT,logic-translators-level-shifters,80,489.85,-,-,Active,https://rocelec.widen.net/view/pdf/6n1sco7rfi/NATLS26437-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/100336W-QMLV/13501258,,,,,Serial to Parallel,,"Register, Bidirectional",,4,,1,-55°C ~ 125°C,Complementary,,,,,,,,,-4.2V ~ -5.7V,,
100341J-QMLV,National Semiconductor,IC REG D-TYP PSH PUL 8BIT 24CDIP,logic-translators-level-shifters,160,466.64,"24-CDIP (0.400"", 10.16mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/x2fxorfcag/NATLS11109-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/100341J-QMLV/13431414,,,,,Serial to Parallel,,"Register, D-Type",,8,,1,-55°C ~ 125°C,Push-Pull,,,,,,,,,4.2V ~ 5.7V,,
100341PC,Fairchild Semiconductor,IC SR PUSH-PULL 8BIT 24-PDIP,logic-translators-level-shifters,1080,5.74,"24-DIP (0.400"", 10.16mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/3wfoshq80o/FAIRS01088-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/100341PC/12104887,,,,,,,Shift Register,,8,,1,0°C ~ 85°C,Push-Pull,,,,,,,,,-4.2V ~ -5.7V,,
100341QCX,Fairchild Semiconductor,IC SR PUSH-PULL 8BIT 28-PLCC,logic-translators-level-shifters,263,3.99,28-LCC (J-Lead),Surface Mount,Active,https://rocelec.widen.net/view/pdf/nogm57noox/FAIRS07657-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/100341QCX/12105238,,,,,,,Shift Register,,8,,1,0°C ~ 85°C,Push-Pull,,,,,,,,,-4.2V ~ -5.7V,,
100341QI,Fairchild Semiconductor,IC SR PUSH-PULL 8BIT 28-PLCC,logic-translators-level-shifters,1190,7.24,28-LCC (J-Lead),Surface Mount,Active,https://rocelec.widen.net/view/pdf/3wfoshq80o/FAIRS01088-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/100341QI/12104551,,,,,,,Shift Register,,8,,1,-40°C ~ 85°C,Push-Pull,,,,,,,,,-4.2V ~ -5.7V,,
100341W-QMLV,National Semiconductor,IC REG D-TYP PSH PUL 8BIT 24CDIP,logic-translators-level-shifters,108,486.94,"24-CDIP (0.400"", 10.16mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/x2fxorfcag/NATLS11109-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/100341W-QMLV/13448109,,,,,Serial to Parallel,,"Register, D-Type",,8,,1,-55°C ~ 125°C,Push-Pull,,,,,,,,,4.2V ~ 5.7V,,
100341WFQMLV,National Semiconductor,IC REG D-TYP PSH PUL 8BIT 24CDIP,logic-translators-level-shifters,188,633.01,"24-CDIP (0.400"", 10.16mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/x2fxorfcag/NATLS11109-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/100341WFQMLV/13456144,,,,,Serial to Parallel,,"Register, D-Type",,8,,1,-55°C ~ 125°C,Push-Pull,,,,,,,,,4.2V ~ 5.7V,,
11025,SparkFun Electronics,MP3 CODEC - VS1063,logic-signal-switches-multiplexers-decoders,0,12.64,48-LQFP,Surface Mount,Active,,https://www.digikey.com/en/products/detail/sparkfun-electronics/11025/17828287,"I2C, Serial",,,,,,,1 / 1,,,,-30°C ~ 85°C (TA),,,,,18 b,,,No,Audio,,"2.5V ~ 3.6V, 3.3V ~ 3.6V",1.7V ~ 1.85V
13699,SparkFun Electronics,IC SR TRI-STATE 8BIT 16-PDIP,logic-translators-level-shifters,0,1.22,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,,https://www.digikey.com/en/products/detail/sparkfun-electronics/13699/17828310,,,,,Serial to Parallel,,Shift Register,,8,,1,-40°C ~ 85°C,Tri-State,,,,,,,,,2V ~ 6V,,
1681,Adafruit Industries LLC,VS1053B MP3/WAV/OGG/MIDI PLAYER,logic-signal-switches-multiplexers-decoders,12,12.5,48-TQFP,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/755/1681_Web.pdf,https://www.digikey.com/en/products/detail/adafruit-industries-llc/1681/9553564,I2S,,,,,,,1 / 1,,,,-30°C ~ 85°C,,,,,8 b,,,No,Audio,,2.5V ~ 3.6V,1.7V ~ 1.85V
2504DM/B,"Rochester Electronics, LLC",REGISTER,logic-translators-level-shifters,1684,180.15,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7138/2156_RSELSA00000959661.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/2504DM-B/12611812,,,,,,,,,,,,,,,,,,,*,,,,,
2504PC,"Rochester Electronics, LLC",REGISTER,logic-translators-level-shifters,1697,68.51,-,-,Active,https://rocelec.widen.net/view/pdf/aiyved1y3c/RE_DSHEET_2504PC-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/2504PC/12618301,,,,,,,,,,,,,,,,,,,*,,,,,
25LS22FM/B,"Rochester Electronics, LLC",25LS22FM/B,logic-translators-level-shifters,916,166.43,-,-,Active,https://rocelec.widen.net/view/pdf/rxzwysqkqy/RE_DScover_AM25LS22.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/25LS22FM-B/12710519,,,,,,,,,,,,,,,,,,,*,,,,,
25LS2519DM/B,"Rochester Electronics, LLC",25LS2519DM/B,logic-translators-level-shifters,1175,154.57,-,-,Active,https://rocelec.widen.net/view/pdf/nsvlhrdomo/RE_DScover_AM25LS2519.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/25LS2519DM-B/12609632,,,,,,,,,,,,,,,,,,,*,,,,,
25LS2519PC,"Rochester Electronics, LLC",25LS2519PC,logic-translators-level-shifters,4842,71.43,-,-,Active,https://rocelec.widen.net/view/pdf/nsvlhrdomo/RE_DScover_AM25LS2519.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/25LS2519PC/12606900,,,,,,,,,,,,,,,,,,,*,,,,,
25S10PC,"Rochester Electronics, LLC",SHIFT REGISTER; 4-BIT; WITH 3-ST,logic-translators-level-shifters,5755,61.31,-,-,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/25S10PC/12610477,,,,,,,,,,,,,,,,,,,*,,,,,
25S18/BEA,"Rochester Electronics, LLC",25S18/BEA (DM: 5962-8671501EA),logic-translators-level-shifters,628,153.28,-,-,Active,https://rocelec.widen.net/view/pdf/9ew4hi43l3/RE_DScover_AM25S18.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/25S18-BEA/12617467,,,,,,,,,,,,,,,,,,,*,,,,,
4014BDC,National Semiconductor,"SHIFT REGISTER, 8-BIT",logic-translators-level-shifters,7333,0.3,-,-,Active,https://rocelec.widen.net/view/pdf/qrfzknse7w/FAIRS32110-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/4014BDC/12102914,,,,,,,,,,,,,,,,,,,,,,,,
4015A/BEA,"Rochester Electronics, LLC",DUAL MARKED (M38510/05703BEA),logic-translators-level-shifters,301,92.99,-,-,Active,https://rocelec.widen.net/view/pdf/njipi2k5pv/RE_DSHEET_4015ABEA-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/4015A-BEA/12590894,,,,,,,,,,,,,,,,,,,*,,,,,
4015A/BFA,"Rochester Electronics, LLC",DUAL MARKED (M38510/05703BFA),logic-translators-level-shifters,1615,99.28,-,-,Active,https://rocelec.widen.net/view/pdf/uxew330rpt/RE_DSHEET_4015ABFA-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/4015A-BFA/12592395,,,,,,,,,,,,,,,,,,,*,,,,,
4015BDM,National Semiconductor,IC SR NON-INVERTED 4BIT 16-CDIP,logic-translators-level-shifters,7714,5.27,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/kxdxusnp8y/FAIRS31946-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/4015BDM/12102957,,,,,Serial to Parallel,,Shift Register,,4,,2,-55°C ~ 125°C (TA),Non-Inverted,,,,,,,,,3V ~ 16V,,
4021BDM,National Semiconductor,IC SHIFT REGISTER 8BIT 16-CDIP,logic-translators-level-shifters,3102,1.06,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/0bfr4qumc1/FAIRS28641-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/4021BDM/12105733,,,,,Parallel to Serial,,Shift Register,,8,,1,,,,,,,,,,,,,
4021BDMQB,National Semiconductor,"SHIFT REGISTER, 8-BIT",logic-translators-level-shifters,469,1.06,-,-,Active,https://rocelec.widen.net/view/pdf/8gj4amjrme/FAIRS32065-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/4021BDMQB/12104580,,,,,,,,,,,,,,,,,,,,,,,,
4031A/BEA,"Rochester Electronics, LLC",DUAL MARKED (M38510/05705BEA),logic-translators-level-shifters,442,92.99,-,-,Active,https://rocelec.widen.net/view/pdf/rzziwnsy7h/RE_DSHEET_4031ABEA-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/4031A-BEA/12591166,,,,,,,,,,,,,,,,,,,*,,,,,
4035BDC,National Semiconductor,IC SR NON-INVERTED 4BIT 16-CDIP,logic-translators-level-shifters,6179,3.93,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/tk6iouunny/FAIRS32769-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/4035BDC/12107441,,,,,Parallel to Parallel,,Shift Register,,4,,1,,Non-Inverted,,,,,,,,,,,
4035BDM,National Semiconductor,IC COMPLEMENTARY 4BIT 16-CDIP,logic-translators-level-shifters,3230,7.25,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/tk6iouunny/FAIRS32769-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/4035BDM/12106214,,,,,Parallel or Serial to Parallel,,,,4,,1,,Complementary,,,,,,,,,,,
4035BDMQB,National Semiconductor,IC SHIFT REGTR COMP 4BIT 16-CDIP,logic-translators-level-shifters,423,4.84,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/tk6iouunny/FAIRS32769-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/4035BDMQB/12106945,,,,,Universal,,Shift Register,,4,,1,,Complementary,,,,,,,,,,,
4731BDC,National Semiconductor,IC SR NON-INVERTED 64BIT 14-CDIP,logic-translators-level-shifters,91,27.71,14-CDIP,Through Hole,Active,https://rocelec.widen.net/view/pdf/rrpueulkfl/FAIRS32820-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/4731BDC/12110945,,,,,Serial to Parallel,,Shift Register,,64,,4,,Non-Inverted,,,,,,4731B,,,4.5V ~ 12.5V,,
54164/BDA,"Rochester Electronics, LLC",DUAL MARKED (M38510/00903BDA),logic-translators-level-shifters,243,105.56,-,-,Active,https://rocelec.widen.net/view/pdf/nvvxzkc9rj/NATLS10903-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54164-BDA/12607653,,,,,,,,,,,,,,,,,,,*,,,,,
54165/BFA,"Rochester Electronics, LLC",DUAL MARKED (M38510/00904BFA),logic-translators-level-shifters,350,110.58,-,-,Active,https://rocelec.widen.net/view/pdf/jf3wmsqkkq/RE_DSHEET_54165BFA-ROCS.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54165-BFA/12594340,,,,,,,,,,,,,,,,,,,*,,,,,
54170DM,National Semiconductor,IC REG FILE OPN COLL 4BIT 16CDIP,logic-translators-level-shifters,330,4.11,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/mnzplsrjjt/NATLS16704-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54170DM/12114414,,,,,Universal,,Register File,,4,,1,-55°C ~ 125°C,Open Collector,,,,,,,,,4.5V ~ 5.5V,,
54194W,"Rochester Electronics, LLC",4 BIT BIDIRECTIONAL UNIVERSAL SH,logic-translators-level-shifters,27,108.4,-,-,Active,https://rocelec.widen.net/view/pdf/hr4xh62lar/RE_DSHEET_54194W-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54194W/12607628,,,,,,,,,,,,,,,,,,,*,,,,,
54198J/B,"Rochester Electronics, LLC",8-BIT SHIFT REGISTER,logic-translators-level-shifters,1377,85.46,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7138/2156_RSELSA00001973521.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54198J-B/12604711,,,,,,,,,,,,,,,,,,,*,,,,,
5495A/BCA,"Rochester Electronics, LLC",DUAL MARKED (M38510/00901BCA),logic-translators-level-shifters,89,92.99,-,-,Active,https://rocelec.widen.net/view/pdf/qgxajk8aqq/RE_DSHEET_5495ABCA-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5495A-BCA/12593758,,,,,,,,,,,,,,,,,,,*,,,,,
5495A/BDA,"Rochester Electronics, LLC",DUAL MARKED (M38510/00901BDA),logic-translators-level-shifters,480,115.61,-,-,Active,https://rocelec.widen.net/view/pdf/yfl5hec8u1/RE_DSHEET_5495ABDA-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5495A-BDA/12593744,,,,,,,,,,,,,,,,,,,*,,,,,
5495AW/B,"Rochester Electronics, LLC","5495A - SHIFT REGISTER, 4-BIT",logic-translators-level-shifters,353,108.06,-,-,Active,https://rocelec.widen.net/view/pdf/rjhnhgfful/RSEL-S-A0000195800-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5495AW-B/15635883,,,,,,,,,,,,,,,,,,,*,,,,,
5496/BEA,"Rochester Electronics, LLC",DUAL MARKED (M38510/00902BEA),logic-translators-level-shifters,1117,85.46,-,-,Active,https://rocelec.widen.net/view/pdf/v0kbrw1bkz/RE_DSHEET_5496BEA-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5496-BEA/12594904,,,,,,,,,,,,,,,,,,,*,,,,,
5496/BFA,"Rochester Electronics, LLC",DUAL MARKED (M38510/00902BFA),logic-translators-level-shifters,941,115.61,-,-,Active,https://rocelec.widen.net/view/pdf/yuozzvbkok/RE_DSHEET_5496BFA-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5496-BFA/12595042,,,,,,,,,,,,,,,,,,,*,,,,,
5496J/B,"Rochester Electronics, LLC","SHIFT REGISTER, 5-BIT, TTL",logic-translators-level-shifters,667,80.43,-,-,Active,https://rocelec.widen.net/view/pdf/ikh0azh0oh/RE_DSHEET_5496JB-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/5496J-B/12592162,,,,,,,,,,,,,,,,,,,*,,,,,
54AC299DMQB,National Semiconductor,IC SR TRI-STATE 8BIT 20-CERDIP,logic-translators-level-shifters,415,4.34,"20-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/hglxxz4oha/NATLS12783-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54AC299DMQB/12120539,,,,,Universal,,Shift Register,,8,,1,-55°C ~ 125°C,Tri-State,,,,,,54AC,,,2V ~ 6V,,
54AC299LMQB,National Semiconductor,IC SR TRI-STATE 8BIT 20-LCCC,logic-translators-level-shifters,94,7.25,20-CLCC,Surface Mount,Active,https://rocelec.widen.net/view/pdf/hglxxz4oha/NATLS12783-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54AC299LMQB/12136163,,,,,Universal,,Shift Register,,8,,1,-55°C ~ 125°C,Tri-State,,,,,,54AC,,,2V ~ 6V,,
54F164A/QCA,"Rochester Electronics, LLC",DUAL MARKED (5962-8607101CA),logic-translators-level-shifters,159,87.01,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7138/2156_DSAIH00036534.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54F164A-QCA/12605325,,,,,,,,,,,,,,,,,,,*,,,,,
54F194DM-MLS,National Semiconductor,IC REG BIDIR PSH PUL 4BIT 16CDIP,logic-translators-level-shifters,33,363.26,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/9zxdog60qv/NATLS07293-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54F194DM-MLS/13469672,,,,,Universal,,"Register, Bidirectional",,4,,1,-55°C ~ 125°C,Push-Pull,,,,,,,,,4.5V ~ 5.5V,,
54F323DMQB,National Semiconductor,IC TRI-STAT NON-INV 8BIT 20CDIP,logic-translators-level-shifters,107,11.03,"20-CDIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://rocelec.widen.net/view/pdf/dp66py1vgs/NATLS18186-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54F323DMQB/12093746,,,,,Universal,,,,8,,1,-55°C ~ 125°C,"Tri-State, Non-Inverted",,,,,,,,,4.5V ~ 5.5V,,
54F350/BEA,"Rochester Electronics, LLC",DUAL MARKED (5962-8607501EA),logic-translators-level-shifters,572,105.44,-,-,Active,https://rocelec.widen.net/view/pdf/x0wf9tkd7d/RE_DSHEET_54F350BEA-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54F350-BEA/12614545,,,,,,,,,,,,,,,,,,,*,,,,,
54F676LMQB,National Semiconductor,IC SR PUSH-PULL 16BIT 28-CLCC,logic-translators-level-shifters,1,300.0,28-CLCC,Surface Mount,Active,https://rocelec.widen.net/view/pdf/oymd38n6iz/NATLS04672-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54F676LMQB/12096646,,,,,Parallel or Serial to Serial,,Shift Register,,16,,1,-55°C ~ 125°C,Push-Pull,,,,,,54F,,,4.5V ~ 5.5V,,
54F821/Q3A,"Rochester Electronics, LLC",DUAL MARKED (5962-89438013A),logic-translators-level-shifters,409,131.39,-,-,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54F821-Q3A/12598526,,,,,,,,,,,,,,,,,,,*,,,,,
54L95/BCA,"Rochester Electronics, LLC",DUAL MARKED (M38510/02801BCA),logic-translators-level-shifters,380,103.95,-,-,Active,https://rocelec.widen.net/view/pdf/zobfxbqucb/RE_DSHEET_54L95BCA-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54L95-BCA/12616051,,,,,,,,,,,,,,,,,,,*,,,,,
54L95/BDA,"Rochester Electronics, LLC",DUAL MARKED (M38510/02801BDA),logic-translators-level-shifters,283,115.76,-,-,Active,https://rocelec.widen.net/view/pdf/8ak7gdwmmq/RE_DSHEET_54L95BDA-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54L95-BDA/12603799,,,,,,,,,,,,,,,,,,,*,,,,,
54L95/SCA,"Rochester Electronics, LLC",DUAL MARKED (M38510/02801SCA),logic-translators-level-shifters,198,628.33,-,-,Active,https://rocelec.widen.net/view/pdf/zjfmuh0osx/RE_DSHEET_54L95SCA-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54L95-SCA/12609532,,,,,,,,,,,,,,,,,,,*,,,,,
54L98J/B,"Rochester Electronics, LLC",4 BIT DATA SELECTORS/STORAGE REG,logic-translators-level-shifters,98,105.56,-,-,Active,https://rocelec.widen.net/view/pdf/emihmqa19n/RE_DSHEET_54L98JB-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54L98J-B/12605743,,,,,,,,,,,,,,,,,,,*,,,,,
54LS164J/883,National Semiconductor,8 BIT SERIAL IN/PARALLEL OUT SHI,logic-translators-level-shifters,21,14.29,-,-,Active,https://rocelec.widen.net/view/pdf/ozosvf6328/TXIIS168479-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54LS164J-883/12617667,,,,,,,,,,,,,,,,,,,*,,,,,
54LS195DM,National Semiconductor,IC SHIFT REGTR COMP 4BIT 16-CDIP,logic-translators-level-shifters,1405,1.06,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/eywpscq7mi/FAIRS32849-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54LS195DM/12616882,,,,,Universal,,Shift Register,,4,,1,-55°C ~ 125°C,Complementary,,,,,,54LS,,,4.5V ~ 5.5V,,
54LS295B/BCA,"Rochester Electronics, LLC",DUAL MARKED (M38510/30606BCA),logic-translators-level-shifters,773,103.44,-,-,Active,https://rocelec.widen.net/view/pdf/t28de4wooj/RE_DSHEET_M38510-306_TIS.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54LS295B-BCA/12603974,,,,,,,,,,,,,,,,,,,*,,,,,
54LS353DM/B,"Rochester Electronics, LLC",SHIFT REGISTER,logic-translators-level-shifters,858,108.94,-,-,Active,https://rocelec.widen.net/view/pdf/uclidzfqvs/RE_DSHEET_54LS353DMB-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54LS353DM-B/12608363,,,,,,,,,,,,,,,,,,,*,,,,,
54LS395A/BEA,"Rochester Electronics, LLC",DUAL MARKED (M38510/30607BEA),logic-translators-level-shifters,525,98.75,-,-,Active,https://rocelec.widen.net/view/pdf/kcoxafsc32/RE_DSHEET_54LS395ABEA-ROCV.pdf?t.download=true&u=h6ohhb,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54LS395A-BEA/12613018,,,,,,,,,,,,,,,,,,,*,,,,,
54LS95B/BCA,"Rochester Electronics, LLC",DUAL MARKED (M38510/30603BCA),logic-translators-level-shifters,756,97.5,-,-,Active,https://rocelec.widen.net/view/pdf/2ch5s73vgs/FAIRS29426-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54LS95B-BCA/12606294,,,,,,,,,,,,,,,,,,,*,,,,,
54LS95BJ/B,"Rochester Electronics, LLC",SHIFT REGISTER,logic-translators-level-shifters,173,95.0,-,-,Active,https://rocelec.widen.net/view/pdf/2ch5s73vgs/FAIRS29426-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/54LS95BJ-B/12599825,,,,,,,,,,,,,,,,,,,*,,,,,
