MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Data Interface,Data Rate,Duplex,"Dynamic Range, ADCs / DACs (db) Typ",Function,Grade,Logic Type,Number of ADCs / DACs,Number of Bits per Element,Number of Drivers/Receivers,Number of Elements,Operating Temperature,Output Type,Protocol,Qualification,Receiver Hysteresis,Resolution (Bits),"S/N Ratio, ADCs / DACs (db) Typ",Series,Sigma Delta,Type,Voltage - Supply,"Voltage - Supply, Analog","Voltage - Supply, Digital"
USB3343-CP-TR,Microchip Technology,IC TRANSCEIVER 1/1 24QFN,logic-buffers-drivers-receivers-transceivers,3908,1.73,24-VFQFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/USB334x-Data-Sheet-DS00002646A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/USB3343-CP-TR/2638183,,,,,,,,,,1/1,,-40°C ~ 85°C,,USB 2.0,,150 mV,,,RapidCharge Anywhere™,,Transceiver,,,
USB3370B-EZK-TR,Microchip Technology,IC TRANSCEIVER 32QFN,logic-buffers-drivers-receivers-transceivers,6195,2.17,32-VFQFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/UNG/ProductDocuments/DataSheets/USB3370-Data-Sheet-DS00001915C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/USB3370B-EZK-TR/3873201,,,,,,,,,,,,-40°C ~ 85°C,,USB,,,,,,,Transceiver,3.3V,,
V62/23606-01XE,Texas Instruments,IC SHIFT REG COMP 8BIT 16-TSSOP,logic-translators-level-shifters,0,1.46146,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/V62-23606-01XE/25811432,,,,,Standard,,Shift Register,,8,,1,-55°C ~ 125°C,Complementary,,,,,,74LV,,,2V ~ 5.5V,,
V62/23621-01XE,Texas Instruments,IC SR COMP PSH-PULL 8BIT 16TSSOP,logic-translators-level-shifters,0,1.46146,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/V62-23621-01XE/25811560,,,,,Parallel or Serial to Serial,,Shift Register,,8,,1,-55°C ~ 125°C,"Complementary, Push-Pull",,,,,,74HC,,,2V ~ 6V,,
V62/23622-01XE,Texas Instruments,IC SR TRI-STATE 8BIT 16-TSSOP,logic-translators-level-shifters,0,1.46146,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/V62-23622-01XE/25811503,,,,,"Serial to Parallel, Serial",,Shift Register,,8,,1,-55°C ~ 125°C,Tri-State,,,,,,74LV,,,2V ~ 5.5V,,
VSC8211XVW,Microchip Technology,IC TRANSCEIVER 1/1 117LBGA,logic-buffers-drivers-receivers-transceivers,392,18.83,117-LBGA,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/VMDS-10105.pdf,https://www.digikey.com/en/products/detail/microchip-technology/VSC8211XVW/2179202,,,,,,,,,,1/1,,,,Gigabit Ethernet,,,,,,,Transceiver,3V ~ 3.6V,,
VSC8221XHH,Microchip Technology,IC TRANSCEIVER 1/1 100TFBGA,logic-buffers-drivers-receivers-transceivers,1807,17.35,100-TFBGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/microchip-technology/VSC8221XHH/2179204,,,,,,,,,,1/1,,,,Gigabit Ethernet,,,,,,,Transceiver,3V ~ 3.6V,,
W6810IEG,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20DIP,logic-signal-switches-multiplexers-decoders,0,2.4465,"20-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/807/W6810_Rev2006.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6810IEG/968602,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W6810IR,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SSOP,logic-signal-switches-multiplexers-decoders,0,0.0,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/807/W6810_Rev2006.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6810IR/614696,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W6810IRG,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SSOP,logic-signal-switches-multiplexers-decoders,0,2.0174,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6810IRG/968603,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W6810IRG TR,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SSOP,logic-signal-switches-multiplexers-decoders,0,2.1098,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6810IRG-TR/968545,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W6810IS,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SOP,logic-signal-switches-multiplexers-decoders,0,0.0,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/807/W6810_Rev2006.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6810IS/614697,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W6810ISG,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SOP,logic-signal-switches-multiplexers-decoders,0,2.13158,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6810ISG/968604,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W6810ISG TR,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SOP,logic-signal-switches-multiplexers-decoders,0,2.2484,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6810ISG-TR/968546,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W6810IW,Nuvoton Technology Corporation,IC VOICEBND CODEC 5V 1CH 20TSSOP,logic-signal-switches-multiplexers-decoders,0,0.0,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/807/W6810_Rev2006.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6810IW/614698,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W6810IWG,Nuvoton Technology Corporation,IC VOICEBND CODEC 5V 1CH 20TSSOP,logic-signal-switches-multiplexers-decoders,0,2.11342,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6810IWG/968605,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W6810IWG TR,Nuvoton Technology Corporation,IC VOICEBND CODEC 5V 1CH 20TSSOP,logic-signal-switches-multiplexers-decoders,0,1.88558,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6810IWG-TR/968547,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W6811IE,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V/3V 24DIP,logic-signal-switches-multiplexers-decoders,0,0.0,"24-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/932/W6811DS_A12.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6811IE/559528,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,2.7V ~ 3.3V
W6811IEG,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V/3V 24DIP,logic-signal-switches-multiplexers-decoders,0,2.63118,"24-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/932/W6811DS_A12.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6811IEG/968606,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,2.7V ~ 3.3V
W6811IR,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V/3V 24SSOP,logic-signal-switches-multiplexers-decoders,0,0.0,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/932/W6811DS_A12.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6811IR/614699,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,2.7V ~ 3.3V
W6811IS,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V/3V 24SOP,logic-signal-switches-multiplexers-decoders,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/932/W6811DS_A12.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6811IS/614700,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,2.7V ~ 3.3V
W6811ISG,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V/3V 24SOP,logic-signal-switches-multiplexers-decoders,0,2.14061,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Not For New Designs,https://www.nuvoton.com/export/resource-files/W6811%20Datasheet%20A15.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6811ISG/968607,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,2.7V ~ 3.3V
W6811ISG TR,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V/3V 24SOP,logic-signal-switches-multiplexers-decoders,0,2.233,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Not For New Designs,https://www.nuvoton.com/export/resource-files/W6811%20Datasheet%20A15.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6811ISG-TR/968548,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,2.7V ~ 3.3V
W6811IW,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V/3V 24TSSOP,logic-signal-switches-multiplexers-decoders,0,0.0,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/932/W6811DS_A12.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W6811IW/614701,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,2.7V ~ 3.3V
W681306DG,Nuvoton Technology Corporation,IC USB AUDIO CNTRLR 100LQFP,logic-signal-switches-multiplexers-decoders,0,0.0,-,-,Obsolete,,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681306DG/1654414,,,,,,,,,,,,,,,,,,,,No,USB Controller,,,
W681307DG,Nuvoton Technology Corporation,IC USB AUDIO CNTRLR 100LQFP,logic-signal-switches-multiplexers-decoders,0,0.0,-,-,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2586/W681307_Data%20Sheet_V1.3.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681307DG/1654415,,,,,,,,,,,,,,,,,,,,No,USB Controller,,,
W681308DG,Nuvoton Technology Corporation,IC USB AUD CONTROLLER 48LQFP,logic-signal-switches-multiplexers-decoders,0,4.29756,48-LQFP,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/667/W681308.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681308DG/4360439,,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,16 b,94 / 88,,Yes,Audio,,3.13V ~ 3.47V,3.13V ~ 3.46V
W681310R,Nuvoton Technology Corporation,IC VOICEBAND CODEC 3V 1CH 20SSOP,logic-signal-switches-multiplexers-decoders,0,0.0,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.nuvoton.com/export/resource-files/W681310DatasheetB18.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681310R/614703,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681310RG,Nuvoton Technology Corporation,IC VOICEBAND CODEC 3V 1CH 20SSOP,logic-signal-switches-multiplexers-decoders,0,2.01382,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681310DatasheetB18.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681310RG/968609,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681310RG TR,Nuvoton Technology Corporation,IC VOICEBAND CODEC 3V 1CH 20SSOP,logic-signal-switches-multiplexers-decoders,0,2.1329,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681310DatasheetB18.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681310RG-TR/968550,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681310S,Nuvoton Technology Corporation,IC VOICEBAND CODEC 3V 1CH 20SOP,logic-signal-switches-multiplexers-decoders,0,0.0,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.nuvoton.com/export/resource-files/W681310DatasheetB18.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681310S/614704,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681310SG,Nuvoton Technology Corporation,IC VOICEBAND CODEC 3V 1CH 20SOP,logic-signal-switches-multiplexers-decoders,0,1.97982,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681310DatasheetB18.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681310SG/968610,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681310SG TR,Nuvoton Technology Corporation,IC VOICEBAND CODEC 3V 1CH 20SOP,logic-signal-switches-multiplexers-decoders,0,1.9324,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681310DatasheetB18.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681310SG-TR/968551,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681310WG,Nuvoton Technology Corporation,IC VOICEBND CODEC 3V 1CH 20TSSOP,logic-signal-switches-multiplexers-decoders,0,2.15599,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681310DatasheetB18.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681310WG/968611,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681310WG TR,Nuvoton Technology Corporation,IC VOICEBND CODEC 3V 1CH 20TSSOP,logic-signal-switches-multiplexers-decoders,0,2.2484,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681310DatasheetB18.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681310WG-TR/968552,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681360RG,Nuvoton Technology Corporation,IC VOICEBAND CODEC 3V 1CH 20SSOP,logic-signal-switches-multiplexers-decoders,3990,3.66,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681360%20Datasheet%20A5.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681360RG/968612,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,13 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681360RG TR,Nuvoton Technology Corporation,IC VOICEBAND CODEC 3V 1CH 20SSOP,logic-signal-switches-multiplexers-decoders,0,2.2484,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681360%20Datasheet%20A5.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681360RG-TR/968553,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,13 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681360SG,Nuvoton Technology Corporation,IC VOICEBAND CODEC 3V 1CH 20SOP,logic-signal-switches-multiplexers-decoders,0,2.01741,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681360%20Datasheet%20A5.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681360SG/968613,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,13 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681360SG TR,Nuvoton Technology Corporation,IC VOICEBAND CODEC 3V 1CH 20SOP,logic-signal-switches-multiplexers-decoders,0,2.1098,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681360%20Datasheet%20A5.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681360SG-TR/968554,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,13 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681360WG,Nuvoton Technology Corporation,IC VOICEBND CODEC 3V 1CH 20TSSOP,logic-signal-switches-multiplexers-decoders,0,1.9827,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681360%20Datasheet%20A5.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681360WG/968614,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,13 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681360WG TR,Nuvoton Technology Corporation,IC VOICEBND CODEC 3V 1CH 20TSSOP,logic-signal-switches-multiplexers-decoders,0,2.1098,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681360%20Datasheet%20A5.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681360WG-TR/968555,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,13 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681360YG,Nuvoton Technology Corporation,IC VOICEBAND CODEC 3V 32-QFN,logic-signal-switches-multiplexers-decoders,0,0.0,32-VFQFN,Surface Mount,Obsolete,https://www.nuvoton.com/export/resource-files/W681360%20Datasheet%20A5.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681360YG/1133281,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,13 b,,,No,PCM,,2.7V ~ 5.25V,2.7V ~ 5.25V
W681388DG,Nuvoton Technology Corporation,IC PRO-X PROG CODEC/SLCC 48-LQFP,logic-signal-switches-multiplexers-decoders,0,2.618,48-LQFP,Surface Mount,Not For New Designs,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2601/W681388%20Product%20Brief.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681388DG/1967616,PCM Audio Interface,,,,,,,1 / 1,,,,0°C ~ 70°C,,,,,16 b,,,Yes,PCM,,,
W681388DG TR,Nuvoton Technology Corporation,IC PRO-X PROG CODEC/SLCC 48-LQFP,logic-signal-switches-multiplexers-decoders,0,2.6488,48-LQFP,Surface Mount,Not For New Designs,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2601/W681388%20Product%20Brief.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681388DG-TR/1967617,PCM Audio Interface,,,,,,,1 / 1,,,,0°C ~ 70°C,,,,,16 b,,,Yes,PCM,,,
W681388YG,Nuvoton Technology Corporation,IC PRO-X PROG CODEC/SLCC 48-QFN,logic-signal-switches-multiplexers-decoders,0,2.8644,48-VQFN,Surface Mount,Not For New Designs,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2601/W681388%20Product%20Brief.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681388YG/1967618,PCM Audio Interface,,,,,,,1 / 1,,,,0°C ~ 70°C,,,,,16 b,,,Yes,PCM,,,
W681388YG TR,Nuvoton Technology Corporation,IC PRO-X PROG CODEC/SLCC 48-QFN,logic-signal-switches-multiplexers-decoders,0,2.8952,48-VQFN,Surface Mount,Not For New Designs,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2601/W681388%20Product%20Brief.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681388YG-TR/1967619,PCM Audio Interface,,,,,,,1 / 1,,,,0°C ~ 70°C,,,,,16 b,,,Yes,PCM,,,
W681511S,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SOP,logic-signal-switches-multiplexers-decoders,0,0.0,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.nuvoton.com/export/resource-files/W681511_Datasheet_A11.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681511S/614705,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W681511SG,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SOP,logic-signal-switches-multiplexers-decoders,0,2.156,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681511_Datasheet_A11.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681511SG/968615,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W681511SG TR,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SOP,logic-signal-switches-multiplexers-decoders,0,2.2484,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681511_Datasheet_A11.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681511SG-TR/968556,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W681512R,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SSOP,logic-signal-switches-multiplexers-decoders,0,0.0,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2905/W681512%20Product%20Bulletin.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681512R/614707,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W681512RG,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SSOP,logic-signal-switches-multiplexers-decoders,0,2.15598,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681512%20Datasheet%20C17.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681512RG/968616,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W681512RG TR,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SSOP,logic-signal-switches-multiplexers-decoders,0,2.2484,"20-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681512%20Datasheet%20C17.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681512RG-TR/968557,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W681512S,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SOP,logic-signal-switches-multiplexers-decoders,0,0.0,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2905/W681512%20Product%20Bulletin.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681512S/614708,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
W681512SG,Nuvoton Technology Corporation,IC VOICEBAND CODEC 5V 1CH 20SOP,logic-signal-switches-multiplexers-decoders,0,2.156,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.nuvoton.com/export/resource-files/W681512%20Datasheet%20C17.pdf,https://www.digikey.com/en/products/detail/nuvoton-technology-corporation/W681512SG/968617,PCM Audio Interface,,,,,,,1 / 1,,,,-40°C ~ 85°C,,,,,8 b,,,No,PCM,,4.5V ~ 5.5V,4.5V ~ 5.5V
