MPN,Manufacturer,Description,Category,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Access Time,Accuracy - Highest (Lowest),Applications,Battery Chemistry,Bidirectional Channels,Capacitance @ Frequency,Clock Frequency,"Coded, Keyed",Color,Configuration,Connectivity,Contents,Control Features,Core Processor,Core Size,Count Rate,Current - Output,Current - Output (Max),"Current - Output High, Low",Current - Output Source/Sink,Current - Peak Pulse (10/1000µs),Current - Quiescent (Iq),Current - Supply,Current - Supply (Max),Data Converters,Data Interface,Data Rate,DigiKey Programmable,Direction,Duplex,"Dynamic Range, ADCs / DACs (db) Typ",EEPROM Size,Fault Protection,Features,Filter Order,Filter Type,For Use With/Related Products,Frequency - Cutoff or Center,Function,Gender,Grade,Includes,Input Type,Interface,Internal Switch(s),Interrupt Output,Logic Type,Memory Format,Memory Interface,Memory Organization,Memory Size,Memory Type,Number of ADCs / DACs,Number of Bits,Number of Bits per Element,Number of Bits/Stages,Number of Channels,Number of Circuits,Number of Drivers/Receivers,Number of Elements,Number of Filters,Number of I/O,Number of Inputs,Number of Outputs,Number of Positions,Number of Regulators,Number of Taps,Operating Temperature,Oscillator Type,Output,Output Configuration,Output Type,PSRR,Peripherals,Power (Watts),Power - Peak Pulse,Power - Rated,Power Line Protection,Program Memory Size,Program Memory Type,Programmable Features,Programmable Type,Protection Features,Protocol,Qualification,RAM Size,Ratio - Input:Output,Rds On (Typ),Receiver Hysteresis,Reset,Resistance (Ohms),Resistance - Wiper (Ohms) (Typ),Resolution,Resolution (Bits),"S/N Ratio, ADCs / DACs (db) Typ",Schmitt Trigger Input,Sensing Range,Sensing Temperature - Local,Sensing Temperature - Remote,Sensitivity,Sensor Type,Series,Sigma Delta,Size,Speed,Stacking Direction,Standards,Style,Supply Voltage,Switch Type,Taper,Technology,Temperature Coefficient (Typ),Terminal Size,Terminal Type,Termination,Termination Style,Test Condition,Thread Size,Timing,Tolerance,Trigger Type,Type,Unidirectional Channels,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Input,Voltage - Input (Max),Voltage - Load,Voltage - Output,Voltage - Output (Max),Voltage - Output (Min/Fixed),Voltage - Reverse Standoff (Typ),Voltage - Supply,Voltage - Supply (Vcc/Vdd),"Voltage - Supply, Analog","Voltage - Supply, Digital",Voltage Dropout (Max),"Write Cycle Time - Word, Page"
20025700-00,TE Connectivity Measurement Specialties,TWO COLOR DETECTOR TO5I (EXT. LI,ambient_light,ambient-light-sensors,0,216.293,-,,Active,,https://www.digikey.com/en/products/detail/te-connectivity-measurement-specialties/20025700-00/27555640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJD-E622-QR999,Broadcom Limited,COLOR SENSOR VOLTAGE/RGB 16-VQFN,ambient_light,ambient-light-sensors,0,0.0,16-VQFN Exposed Pad,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1109/ADJD-E622-QR999.pdf,https://www.digikey.com/en/products/detail/broadcom-limited/ADJD-E622-QR999/1234446,,,,,,,,,,,,,,,,,,,,,,,,2.4mA @ 5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0°C ~ 70°C,,"Voltage, RGB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 V ~ 5.5 V,,,,,
ADJD-J823,Broadcom Limited,COLOR SENSOR I2C 12-B 16-VDFN,ambient_light,ambient-light-sensors,0,0.0,16-VDFN Exposed Pad,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/860/ADJD-J823.pdf,https://www.digikey.com/en/products/detail/broadcom-limited/ADJD-J823/1234447,,,,,,,,,,,,,,,,,,,,,,,,14mA @ 2.6V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,12 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 V ~ 3.6 V,,,,,
ADJD-S311-CR999,Broadcom Limited,COLOR SENSOR I2C 10-B 9-VBGA,ambient_light,ambient-light-sensors,0,0.0,9-VBGA,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/384/ADJD-S311-CR999.pdf,https://www.digikey.com/en/products/detail/broadcom-limited/ADJD-S311-CR999/2210364,,,,,,,,,,,,,,,,,,,,,,,,5mA @ 2.6V,,,,,,,,,,Sleep Mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,10 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 V ~ 3.6 V,,,,,
ADJD-S313-QR999,Broadcom Limited,COLOR SENSOR I2C 7-B 20-VFQFN,ambient_light,ambient-light-sensors,0,0.0,20-VFQFN Exposed Pad,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/883/ADJD-S313-QR999.pdf,https://www.digikey.com/en/products/detail/broadcom-limited/ADJD-S313-QR999/1234567,,,,,,,,,,,,,,,,,,,,,,,,9.4mA @ 2.6V,,,,,,,,,,Sleep Mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,7 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 V ~ 3.6 V,,,,,
ADJD-S371-QR999,Broadcom Limited,COLOR SENSOR I2C 10-B 12-SMD,ambient_light,ambient-light-sensors,0,2.46168,12-SMD Module,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/517/ADJD-S371-QR999.pdf,https://www.digikey.com/en/products/detail/broadcom-limited/ADJD-S371-QR999/2210365,,,,,,,,,,,,,,,,,,,,,,,,5mA @ 2.6V,,,,,,,,,,Gain Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,10 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 V ~ 3.6 V,,,,,
APS5130PD7C-P22,Kingbright,COLOR SENSOR CURRENT/RGB 4-SMD,ambient_light,ambient-light-sensors,2229,2.4,"4-SMD, No Lead",,Active,https://www.KingbrightUSA.com/images/catalog/SPEC/APS5130PD7C-P22.pdf,https://www.digikey.com/en/products/detail/kingbright/APS5130PD7C-P22/8591561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,"Current, RGB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS72651-BLGM LGA20 LF T&RDP,ams-OSRAM USA INC.,COLOR SENSOR I2C/UART 16-B 20,ambient_light,ambient-light-sensors,0,0.0,20-BFLGA,,Obsolete,https://ams.com/documents/20143/36005/AS7265x_DS000612_1-00.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/AS72651-BLGM-LGA20-LF-T-RDP/10324193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C (TA),,"I2C, UART",,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,AS7265x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
AS72651-BLGT,ams-OSRAM USA INC.,COLOR SENSOR I2C/UART 16-B 20,ambient_light,ambient-light-sensors,11090,9.06,20-BFLGA,,Active,https://look.ams-osram.com/m/76ce4c0d80cd1565/original/AS7265x-DS000612.pdfhttps://look.ams-osram.com/m/11804d68e83a69fc/original/AS7265x-ES000127.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/AS72651-BLGT/7428279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C (TA),,"I2C, UART",,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,AS7265x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
AS72652-BLGT,ams-OSRAM USA INC.,COLOR SENSOR I2C/UART 16-B 20,ambient_light,ambient-light-sensors,3851,9.06,20-BFLGA,,Active,https://look.ams-osram.com/m/76ce4c0d80cd1565/original/AS7265x-DS000612.pdfhttps://look.ams-osram.com/m/11804d68e83a69fc/original/AS7265x-ES000127.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/AS72652-BLGT/7428280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C (TA),,"I2C, UART",,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,AS7265x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
AS72653-BLGT,ams-OSRAM USA INC.,COLOR SENSOR I2C/UART 16-B 20,ambient_light,ambient-light-sensors,4144,9.06,20-BFLGA,,Active,https://look.ams-osram.com/m/76ce4c0d80cd1565/original/AS7265x-DS000612.pdfhttps://look.ams-osram.com/m/11804d68e83a69fc/original/AS7265x-ES000127.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/AS72653-BLGT/7428281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C (TA),,"I2C, UART",,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,AS7265x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
AS73210,ams-OSRAM USA INC.,COLOR SENSOR VOLTAGE/XYZ 16-VQFN,ambient_light,ambient-light-sensors,0,0.0,16-VQFN Exposed Pad,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2295/AS73210_6-2-17.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/AS73210/7793932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20°C ~ 100°C,,"Voltage, XYZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 V ~ 5 V,,,,,
AS73211,ams-OSRAM USA INC.,COLOR SENSOR I2C 24-B 16-VQFN,ambient_light,ambient-light-sensors,0,0.0,16-VQFN Exposed Pad,,Obsolete,,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/AS73211/14645524,,,,,,,,,,,,,,,,,,,,,,,,2mA @ 3.3V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 125°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,24 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
AS73211-AQFM QFN16 T&RDP,ams-OSRAM USA INC.,COLOR SENSOR I2C 24-B 16-VQFN,ambient_light,ambient-light-sensors,0,0.0,16-VQFN Exposed Pad,,Obsolete,https://ams.com/documents/20143/36005/AS73211_DS000556_3-01.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/AS73211-AQFM-QFN16-T-RDP/10324383,,,,,,,,,,,,,,,,,,,,,,,,2mA @ 3.3V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 125°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,24 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
AS73211-AQFT,ams-OSRAM USA INC.,COLOR SENSOR I2C 24-B 16-VQFN,ambient_light,ambient-light-sensors,0,0.0,16-VQFN Exposed Pad,,Obsolete,https://look.ams-osram.com/m/5857e141491e2d12/original/AS73211-DS000556.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/AS73211-AQFT/7802175,,,,,,,,,,,,,,,,,,,,,,,,2mA @ 3.3V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 125°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,24 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7 V ~ 3.6 V,,,,,
AS7341-DLGM,ams-OSRAM USA INC.,COLOR SENSOR I2C 16-B 8-TFLGA,ambient_light,ambient-light-sensors,8414,7.95,8-TFLGA,,Not For New Designs,https://look.ams-osram.com/m/24266a3e584de4db/original/AS7341-DS000504.pdf,https://www.digikey.com/en/products/detail/ams-osram-usa-inc/AS7341-DLGM/9996230,,,,,,,,,,,,,,,,,,,,,,,,210µA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 70°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 V ~ 2 V,,,,,
BH1745NUC-E2,Rohm Semiconductor,COLOR SENSOR I2C 8-UDFN,ambient_light,ambient-light-sensors,0,1.62,8-UDFN Exposed Pad,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1785/BH1745NUC.pdf,https://www.digikey.com/en/products/detail/rohm-semiconductor/BH1745NUC-E2/5087338,,,,,,,,,,,,,,,,,,,,,,,,260µA @ 2.5V,,,,,,,,,,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3 V ~ 3.6 V,,,,,
BH1747NUC-E2,Rohm Semiconductor,COLOR SENSOR 16-B 8-UFDFN,ambient_light,ambient-light-sensors,0,1.12367,8-UFDFN Exposed Pad,,Obsolete,https://d1d2qsbl8m0m72.cloudfront.net/en/products/databook/catalog/common/sf/SFC2019_E_Allpage.pdf,https://www.digikey.com/en/products/detail/rohm-semiconductor/BH1747NUC-E2/7899965,,,,,,,,,,,,,,,,,,,,,,,,295µA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3 V ~ 3.6 V,,,,,
BH1749NUC-E2,Rohm Semiconductor,COLOR SENSOR I2C 16-B 8-UFDFN,ambient_light,ambient-light-sensors,0,1.47643,8-UFDFN Exposed Pad,,Obsolete,https://fscdn.rohm.com/en/products/databook/datasheet/ic/sensor/light/bh1749nuc-e.pdf,https://www.digikey.com/en/products/detail/rohm-semiconductor/BH1749NUC-E2/7931116,,,,,,,,,,,,,,,,,,,,,,,,295µA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3 V ~ 3.6 V,,,,,
BU27006MUC-ZTR,Rohm Semiconductor,COLOR SENSOR I2C 16-B 12,ambient_light,ambient-light-sensors,358,2.55,12-UFQFN,,Obsolete,https://www.rohm.com/datasheet?p=BU27006MUC-Z&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key,https://www.digikey.com/en/products/detail/rohm-semiconductor/BU27006MUC-ZTR/15851670,,,,,,,,,,,,,,,,,,,,,,,,310µA @ 1.8V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 V ~ 3.6 V,,,,,
CLS-16D24-44-DF8/TR8,Everlight Electronics Co Ltd,COLOR SENSOR I2C 16-B 8-SMD,ambient_light,ambient-light-sensors,3446,1.35,"8-SMD, No Lead",,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4352/CLS-16D24-44-DF8-TR8_Ver.5_9-7-20.pdf,https://www.digikey.com/en/products/detail/everlight-electronics-co-ltd/CLS-16D24-44-DF8-TR8/15286664,,,,,,,,,,,,,,,,,,,,,,,,210µA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 65°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4 V ~ 3.6 V,,,,,
CW-10P,Tri-Tronics Co. Inc.,Colorwise Color Sensor,ambient_light,ambient-light-sensors,97,364.62,-,,Active,https://www.ttco.com/media/pdf/Sensors/datasheets/CW10_Color&RegistrationMark_Sensor_Series_Datasheet.pdf,https://www.digikey.com/en/products/detail/tri-tronics-co-inc/CW-10P/26799630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW10-N,Tri-Tronics Co. Inc.,COLOR SEN COLORWISE NPN BOX,ambient_light,ambient-light-sensors,100,364.62,Box,,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6469/CW10%20Datasheet%20Rev%20A.pdf,https://www.digikey.com/en/products/detail/tri-tronics-co-inc/CW10-N/25811648,,,,,,,,,,,,,,,,,,,,,,,,100mA @ 12V ~ 24V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10°C ~ 55°C,,NPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK-LED-001,"DK SENSOR CO.,LTD","LED LIGHT ASM.5 BLUE, L=400",ambient_light,ambient-light-sensors,300,3.0,-,,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6791/6069_DK-LED-001.pdf,https://www.digikey.com/en/products/detail/dk-sensor-co-ltd/DK-LED-001/26282721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low Power Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30°C ~ 85°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EACLSST2020A1,Everlight Electronics Co Ltd,COLOR SENSOR I2C 16-B 8-SMD,ambient_light,ambient-light-sensors,0,0.0,"8-SMD, No Lead",,Obsolete,,https://www.digikey.com/en/products/detail/everlight-electronics-co-ltd/EACLSST2020A1/20841445,,,,,,,,,,,,,,,,,,,,,,,,210µA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 65°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4 V ~ 3.6 V,,,,,
EACLSST3227A0,Everlight Electronics Co Ltd,COLOR SENSOR 1210,ambient_light,ambient-light-sensors,0,0.3264,1210 (3225 Metric),,Obsolete,,https://www.digikey.com/en/products/detail/everlight-electronics-co-ltd/EACLSST3227A0/11200790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EACLSST3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EACLSST3227A1,Everlight Electronics Co Ltd,COLOR SENSOR 1210,ambient_light,ambient-light-sensors,4886,0.52,1210 (3225 Metric),,Active,,https://www.digikey.com/en/products/detail/everlight-electronics-co-ltd/EACLSST3227A1/11200766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EACLSST3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EACLSST3227A2,Everlight Electronics Co Ltd,COLOR SENSOR 1210,ambient_light,ambient-light-sensors,0,0.32158,1210 (3225 Metric),,Obsolete,,https://www.digikey.com/en/products/detail/everlight-electronics-co-ltd/EACLSST3227A2/11200749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EACLSST3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GP2Y40011K0F,Sharp Microelectronics,OPTOELECTRONIC COMPONENT,ambient_light,ambient-light-sensors,0,0.0,-,,Obsolete,,https://www.digikey.com/en/products/detail/sharp-microelectronics/GP2Y40011K0F/5967296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDJD-S722-QR999,Broadcom Limited,COLOR SENSOR VOLTAGE/RGB 16-VQFN,ambient_light,ambient-light-sensors,0,0.0,16-VQFN Exposed Pad,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/843/HDJD-S722-QR999.pdf,https://www.digikey.com/en/products/detail/broadcom-limited/HDJD-S722-QR999/1235436,,,,,,,,,,,,,,,,,,,,,,,,2.5mA @ 5V,,,,,,,,,,Gain Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0°C ~ 70°C,,"Voltage, RGB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 V ~ 5.5 V,,,,,
HDJD-S822-QR999,Broadcom Limited,COLOR SENSOR VOLTAGE/RGB 16-VQFN,ambient_light,ambient-light-sensors,0,0.0,16-VQFN Exposed Pad,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/517/HDJD-S822-QR999.pdf,https://www.digikey.com/en/products/detail/broadcom-limited/HDJD-S822-QR999/2218969,,,,,,,,,,,,,,,,,,,,,,,,3mA @ 5V,,,,,,,,,,Gain Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0°C ~ 70°C (TA),,"Voltage, RGB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 V ~ 5.5 V,,,,,
ISL29120IROZ-T7,Renesas Electronics Corporation,COLOR SENSOR I2C 16-B 6-WDFN,ambient_light,ambient-light-sensors,0,0.0,6-WDFN Exposed Pad,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/411/ISL29120_DS.pdf,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/ISL29120IROZ-T7/3473155,,,,,,,,,,,,,,,,,,,,,,,,85µA @ 3V,,,,,,,,,,"Interrupt, Auto Power Down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25 V ~ 3.63 V,,,,,
ISL29124IROZ-T7,Renesas Electronics Corporation,COLOR SENSOR I2C 16-B 6-VFDFN,ambient_light,ambient-light-sensors,0,1.57228,6-VFDFN,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/18/ISL29124.pdf,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/ISL29124IROZ-T7/4833607,,,,,,,,,,,,,,,,,,,,,,,,85µA @ 3V,,,,,,,,,,"Interrupt, Auto Power Down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25 V ~ 3.63 V,,,,,
ISL29125IROZ-T7,Renesas Electronics Corporation,COLOR SENSOR I2C 16-B 6-WFDFN,ambient_light,ambient-light-sensors,0,1.40453,6-WFDFN Module,,Obsolete,https://www.renesas.com/us/en/document/dst/isl29125-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/ISL29125IROZ-T7/4519276,,,,,,,,,,,,,,,,,,,,,,,,85µA @ 3V,,,,,,,,,,"Interrupt, Auto Power Down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25 V ~ 3.63 V,,,,,
ISL29125IROZ-T7A,Renesas Electronics Corporation,COLOR SENSOR I2C 16-B 6-WFDFN,ambient_light,ambient-light-sensors,0,0.0,6-WFDFN Module,,Obsolete,https://www.renesas.com/us/en/document/dst/isl29125-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/ISL29125IROZ-T7A/4895570,,,,,,,,,,,,,,,,,,,,,,,,85µA @ 3V,,,,,,,,,,"Interrupt, Auto Power Down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,16 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25 V ~ 3.63 V,,,,,
MAX44006EDT+,Analog Devices Inc./Maxim Integrated,COLOR SENSOR I2C 14-B,ambient_light,ambient-light-sensors,0,0.0,-,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/18/MAX44006_44008.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX44006EDT/6194524,,,,,,,,,,,,,,,,,,,,,,,,30µA @ 1.8V,,,,,,,,,,"Gain Control, Interrupt, Programmable Resolution, Sleep Mode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40°C ~ 85°C,,I2C,,,,,,,,,,,,,,,,,,,,,,,,14 b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 V ~ 2 V,,,,,
