MPN,Manufacturer,Description,Category,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Access Time,Accuracy - Highest (Lowest),Applications,Battery Chemistry,Bidirectional Channels,Capacitance @ Frequency,Clock Frequency,"Coded, Keyed",Color,Configuration,Connectivity,Contents,Control Features,Core Processor,Core Size,Count Rate,Current - Output,Current - Output (Max),"Current - Output High, Low",Current - Output Source/Sink,Current - Peak Pulse (10/1000µs),Current - Quiescent (Iq),Current - Supply,Current - Supply (Max),Data Converters,Data Interface,Data Rate,DigiKey Programmable,Direction,Duplex,"Dynamic Range, ADCs / DACs (db) Typ",EEPROM Size,Fault Protection,Features,Filter Order,Filter Type,For Use With/Related Products,Frequency - Cutoff or Center,Function,Gender,Grade,Includes,Input Type,Interface,Internal Switch(s),Interrupt Output,Logic Type,Memory Format,Memory Interface,Memory Organization,Memory Size,Memory Type,Number of ADCs / DACs,Number of Bits,Number of Bits per Element,Number of Bits/Stages,Number of Channels,Number of Circuits,Number of Drivers/Receivers,Number of Elements,Number of Filters,Number of I/O,Number of Inputs,Number of Outputs,Number of Positions,Number of Regulators,Number of Taps,Operating Temperature,Oscillator Type,Output,Output Configuration,Output Type,PSRR,Peripherals,Power (Watts),Power - Peak Pulse,Power - Rated,Power Line Protection,Program Memory Size,Program Memory Type,Programmable Features,Programmable Type,Protection Features,Protocol,Qualification,RAM Size,Ratio - Input:Output,Rds On (Typ),Receiver Hysteresis,Reset,Resistance (Ohms),Resistance - Wiper (Ohms) (Typ),Resolution,Resolution (Bits),"S/N Ratio, ADCs / DACs (db) Typ",Schmitt Trigger Input,Sensing Range,Sensing Temperature - Local,Sensing Temperature - Remote,Sensitivity,Sensor Type,Series,Sigma Delta,Size,Speed,Stacking Direction,Standards,Style,Supply Voltage,Switch Type,Taper,Technology,Temperature Coefficient (Typ),Terminal Size,Terminal Type,Termination,Termination Style,Test Condition,Thread Size,Timing,Tolerance,Trigger Type,Type,Unidirectional Channels,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Input,Voltage - Input (Max),Voltage - Load,Voltage - Output,Voltage - Output (Max),Voltage - Output (Min/Fixed),Voltage - Reverse Standoff (Typ),Voltage - Supply,Voltage - Supply (Vcc/Vdd),"Voltage - Supply, Analog","Voltage - Supply, Digital",Voltage Dropout (Max),"Write Cycle Time - Word, Page"
LT1763IS8#TRPBF,Analog Devices Inc.,IC REG LINEAR POS ADJ 500MA 8-SO,ldo_ic,pmic-voltage-regulators-linear,2681,8.57,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1763fh.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1763IS8-TRPBF/1985651,,,,,,,,,,,,,Enable,,,,500mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Adjustable,65dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.22V,,,,,,0.45V @ 500mA,
LT1763IS8-1.8#PBF,Analog Devices Inc.,IC REG LINEAR 1.8V 500MA 8-SO,ldo_ic,pmic-voltage-regulators-linear,6913,8.57,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1763fh.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1763IS8-1-8-PBF/1927538,,,,,,,,,,,,,Enable,,,,500mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Fixed,65dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,1.8V,,,,,,0.45V @ 500mA,
LT1763IS8-3.3#PBF,Analog Devices Inc.,IC REG LINEAR 3.3V 500MA 8-SO,ldo_ic,pmic-voltage-regulators-linear,881,8.57,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1763fh.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1763IS8-3-3-PBF/1985658,,,,,,,,,,,,,Enable,,,,500mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Fixed,65dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,3.3V,,,,,,0.45V @ 500mA,
LT1763IS8-5#TRPBF,Analog Devices Inc.,IC REG LINEAR 5V 500MA 8-SO,ldo_ic,pmic-voltage-regulators-linear,2803,8.57,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1763fh.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1763IS8-5-TRPBF/1985661,,,,,,,,,,,,,Enable,,,,500mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Fixed,65dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,5V,,,,,,0.45V @ 500mA,
LT1763MPDE-3.3#PBF,Analog Devices Inc.,IC REG LINEAR 3.3V 500MA 12-DFN,ldo_ic,pmic-voltage-regulators-linear,723,21.28,12-WFDFN Exposed Pad,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1763fh.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1763MPDE-3-3-PBF/2333060,,,,,,,,,,,,,Enable,,,,500mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-55°C ~ 125°C,,,Positive,Fixed,65dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,3.3V,,,,,,0.45V @ 500mA,
LT1763MPS8#PBF,Analog Devices Inc.,IC REG LINEAR POS ADJ 500MA 8-SO,ldo_ic,pmic-voltage-regulators-linear,0,21.28,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1763fh.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1763MPS8-PBF/1620014,,,,,,,,,,,,,Enable,,,,500mA,,,,,75 µA,,16 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-55°C ~ 125°C,,,Positive,Adjustable,65dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.22V,,,,,,0.45V @ 500mA,
LT1764AEFE#PBF,Analog Devices Inc.,IC REG LINEAR POS ADJ 3A 16TSSOP,ldo_ic,pmic-voltage-regulators-linear,1537,11.56,"16-TSSOP (0.173"", 4.40mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1764afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1764AEFE-PBF/1619962,,,,,,,,,,,,,Enable,,,,3A,,,,,1.5 mA,,200 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Adjustable,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.21V,,,,,,0.66V @ 3A,
LT1764AEFE#TRPBF,Analog Devices Inc.,IC REG LINEAR POS ADJ 3A 16TSSOP,ldo_ic,pmic-voltage-regulators-linear,7026,11.56,"16-TSSOP (0.173"", 4.40mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1764afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1764AEFE-TRPBF/1620697,,,,,,,,,,,,,Enable,,,,3A,,,,,1.5 mA,,200 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Adjustable,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.21V,,,,,,0.66V @ 3A,
LT1764AEFE-3.3#PBF,Analog Devices Inc.,IC REG LIN 3.3V 3A 16-TSSOP-EP,ldo_ic,pmic-voltage-regulators-linear,343,11.56,"16-TSSOP (0.173"", 4.40mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1764afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1764AEFE-3-3-PBF/1619974,,,,,,,,,,,,,Enable,,,,3A,,,,,1.5 mA,,200 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Fixed,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,3.3V,,,,,,0.66V @ 3A,
LT1764AEQ#PBF,Analog Devices Inc.,IC REG LINEAR POS ADJ 3A DDPAK-5,ldo_ic,pmic-voltage-regulators-linear,3864,11.71,"TO-263-6, D2PAK (5 Leads + Tab), TO-263BA",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1764afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1764AEQ-PBF/807748,,,,,,,,,,,,,Enable,,,,3A,,,,,1.5 mA,,200 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C (TJ),,,Positive,Adjustable,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.21V,,,,,,0.66V @ 3A,
LT1764AEQ#TRPBF,Analog Devices Inc.,IC REG LINEAR POS ADJ 3A DDPAK-5,ldo_ic,pmic-voltage-regulators-linear,636,11.71,"TO-263-6, D2PAK (5 Leads + Tab), TO-263BA",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1764afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1764AEQ-TRPBF/961644,,,,,,,,,,,,,Enable,,,,3A,,,,,1.5 mA,,200 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C (TJ),,,Positive,Adjustable,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.21V,,,,,,0.66V @ 3A,
LT1764AEQ-1.8#PBF,Analog Devices Inc.,IC REG LINEAR 1.8V 3A DDPAK-5,ldo_ic,pmic-voltage-regulators-linear,625,11.71,"TO-263-6, D2PAK (5 Leads + Tab), TO-263BA",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1764afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1764AEQ-1-8-PBF/891000,,,,,,,,,,,,,Enable,,,,3A,,,,,1.5 mA,,200 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C (TJ),,,Positive,Fixed,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,1.8V,,,,,,0.66V @ 3A,
LT1764AEQ-3.3#TRPBF,Analog Devices Inc.,IC REG LINEAR 3.3V 3A DDPAK-5,ldo_ic,pmic-voltage-regulators-linear,2479,11.71,"TO-263-6, D2PAK (5 Leads + Tab), TO-263BA",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1764afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1764AEQ-3-3-TRPBF/961731,,,,,,,,,,,,,Enable,,,,3A,,,,,1.5 mA,,200 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C (TJ),,,Positive,Fixed,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,3.3V,,,,,,0.66V @ 3A,
LT1764AET#PBF,Analog Devices Inc.,IC REG LINEAR POS ADJ 3A TO220-5,ldo_ic,pmic-voltage-regulators-linear,704,11.35,TO-220-5,Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1764afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1764AET-PBF/891517,,,,,,,,,,,,,Enable,,,,3A,,,,,1.5 mA,,200 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C (TJ),,,Positive,Adjustable,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.21V,,,,,,0.66V @ 3A,
LT1764AMPQ#PBF,Analog Devices Inc.,IC REG LINEAR POS ADJ 3A DDPAK-5,ldo_ic,pmic-voltage-regulators-linear,0,28.61,"TO-263-6, D2PAK (5 Leads + Tab), TO-263BA",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1764afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1764AMPQ-PBF/1767780,,,,,,,,,,,,,Enable,,,,3A,,,,,1.5 mA,,200 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-55°C ~ 125°C,,,Positive,Adjustable,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.21V,,,,,,0.66V @ 3A,
LT1764EQ#PBF,Analog Devices Inc.,IC REG LINEAR POS ADJ 3A DDPAK-5,ldo_ic,pmic-voltage-regulators-linear,723,12.73,"TO-263-6, D2PAK (5 Leads + Tab), TO-263BA",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1764fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1764EQ-PBF/891638,,,,,,,,,,,,,Enable,,,,3A,,,,,1.5 mA,,200 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C (TJ),,,Positive,Adjustable,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.21V,,,,,,0.66V @ 3A,
LT1764EQ#TRPBF,Analog Devices Inc.,IC REG LINEAR POS ADJ 3A DDPAK-5,ldo_ic,pmic-voltage-regulators-linear,3136,12.73,"TO-263-6, D2PAK (5 Leads + Tab), TO-263BA",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1764fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1764EQ-TRPBF/761934,,,,,,,,,,,,,Enable,,,,3A,,,,,1.5 mA,,200 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C (TJ),,,Positive,Adjustable,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.21V,,,,,,0.66V @ 3A,
LT1962EMS8#TRPBF,Analog Devices Inc.,IC REG LIN POS ADJ 300MA 8-MSOP,ldo_ic,pmic-voltage-regulators-linear,2312,6.01,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1962fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1962EMS8-TRPBF/889637,,,,,,,,,,,,,Enable,,,,300mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Adjustable,65dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.22V,,,,,,0.43V @ 300mA,
LT1962EMS8-2.5#TRPBF,Analog Devices Inc.,IC REG LINEAR 2.5V 300MA 8-MSOP,ldo_ic,pmic-voltage-regulators-linear,5928,6.01,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1962fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1962EMS8-2-5-TRPBF/894371,,,,,,,,,,,,,Enable,,,,300mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Fixed,65dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,2.5V,,,,,,0.43V @ 300mA,
LT1962EMS8-3.3#PBF,Analog Devices Inc.,IC REG LINEAR 3.3V 300MA 8-MSOP,ldo_ic,pmic-voltage-regulators-linear,5821,5.83,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1962fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1962EMS8-3-3-PBF/890766,,,,,,,,,,,,,Enable,,,,300mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Fixed,65dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,3.3V,,,,,,0.43V @ 300mA,
LT1962EMS8-3.3#TRPBF,Analog Devices Inc.,IC REG LINEAR 3.3V 300MA 8-MSOP,ldo_ic,pmic-voltage-regulators-linear,3403,6.01,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1962fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1962EMS8-3-3-TRPBF/891834,,,,,,,,,,,,,Enable,,,,300mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Fixed,65dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,3.3V,,,,,,0.43V @ 300mA,
LT1962EMS8-5#PBF,Analog Devices Inc.,IC REG LINEAR 5V 300MA 8-MSOP,ldo_ic,pmic-voltage-regulators-linear,3032,6.01,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1962fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1962EMS8-5-PBF/891343,,,,,,,,,,,,,Enable,,,,300mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Fixed,65dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,5V,,,,,,0.43V @ 300mA,
LT1962EMS8-5#TRPBF,Analog Devices Inc.,IC REG LINEAR 5V 300MA 8-MSOP,ldo_ic,pmic-voltage-regulators-linear,12409,6.01,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1962fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1962EMS8-5-TRPBF/890805,,,,,,,,,,,,,Enable,,,,300mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Fixed,65dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,5V,,,,,,0.43V @ 300mA,
LT1963AEFE#PBF,Analog Devices Inc.,IC REG LIN POS ADJ 1.5A 16TSSOP,ldo_ic,pmic-voltage-regulators-linear,5444,8.44,"16-TSSOP (0.173"", 4.40mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/lt1963a.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1963AEFE-PBF/1620142,,,,,,,,,,,,,Enable,,,,1.5A,,,,,1.5 mA,,120 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Adjustable,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.21V,,,,,,0.55V @ 1.5A,
LT1963AEFE#TRPBF,Analog Devices Inc.,IC REG LIN POS ADJ 1.5A 16TSSOP,ldo_ic,pmic-voltage-regulators-linear,4219,8.44,"16-TSSOP (0.173"", 4.40mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/lt1963a.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1963AEFE-TRPBF/1620921,,,,,,,,,,,,,Enable,,,,1.5A,,,,,1.5 mA,,120 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Adjustable,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.21V,,,,,,0.55V @ 1.5A,
LT1963AEFE-3.3#PBF,Analog Devices Inc.,IC REG LIN 3.3V 1.5A 16-TSSOP-EP,ldo_ic,pmic-voltage-regulators-linear,1178,8.44,"16-TSSOP (0.173"", 4.40mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/lt1963a.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1963AEFE-3-3-PBF/1620138,,,,,,,,,,,,,Enable,,,,1.5A,,,,,1.5 mA,,120 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Fixed,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,3.3V,,,,,,0.55V @ 1.5A,
LT1963AEQ#PBF,Analog Devices Inc.,IC REG LIN POS ADJ 1.5A DDPAK-5,ldo_ic,pmic-voltage-regulators-linear,1093,8.44,"TO-263-6, D2PAK (5 Leads + Tab), TO-263BA",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/lt1963a.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1963AEQ-PBF/807749,,,,,,,,,,,,,Enable,,,,1.5A,,,,,1.5 mA,,120 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Adjustable,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.21V,,,,,,0.55V @ 1.5A,
LT1963AEQ#TRPBF,Analog Devices Inc.,IC REG LIN POS ADJ 1.5A DDPAK-5,ldo_ic,pmic-voltage-regulators-linear,1541,8.44,"TO-263-6, D2PAK (5 Leads + Tab), TO-263BA",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/lt1963a.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1963AEQ-TRPBF/962328,,,,,,,,,,,,,Enable,,,,1.5A,,,,,1.5 mA,,120 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Adjustable,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,20V,1.21V,,,,,,0.55V @ 1.5A,
LT1963AEQ-1.8#TRPBF,Analog Devices Inc.,IC REG LINEAR 1.8V 1.5A DDPAK-5,ldo_ic,pmic-voltage-regulators-linear,0,8.44,"TO-263-6, D2PAK (5 Leads + Tab), TO-263BA",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/lt1963a.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1963AEQ-1-8-TRPBF/962319,,,,,,,,,,,,,Enable,,,,1.5A,,,,,1.5 mA,,120 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Fixed,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,1.8V,,,,,,0.55V @ 1.5A,
LT1963AEQ-3.3#PBF,Analog Devices Inc.,IC REG LINEAR 3.3V 1.5A DDPAK-5,ldo_ic,pmic-voltage-regulators-linear,940,8.44,"TO-263-6, D2PAK (5 Leads + Tab), TO-263BA",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/lt1963a.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT1963AEQ-3-3-PBF/894304,,,,,,,,,,,,,Enable,,,,1.5A,,,,,1.5 mA,,120 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-40°C ~ 125°C,,,Positive,Fixed,63dB (120Hz),,,,,,,,,,"Over Current, Over Temperature, Reverse Polarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,,,,3.3V,,,,,,0.55V @ 1.5A,
