MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Bidirectional Channels,Capacitance @ Frequency,Current - Peak Pulse (10/1000µs),Grade,Operating Temperature,Power - Peak Pulse,Power Line Protection,Qualification,Series,Type,Unidirectional Channels,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Reverse Standoff (Typ)
SM8S30AHE3_A/I,Vishay General Semiconductor - Diodes Division,TVS DIODE 30VWM 48.4VC DO218AB,tvs-diodes,6074,5.13,DO-218AB,Surface Mount,Active,https://www.vishay.com/docs/88387/sm8s.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SM8S30AHE3-A-I/6709962,,,,136A,Automotive,-55°C ~ 175°C (TJ),6600W (6.6kW),No,AEC-Q101,PAR®,Zener,1,33.3V,48.4V,30V
SM8S33AHE3_A/I,Vishay General Semiconductor - Diodes Division,TVS DIODE 33VWM 53.3VC DO218AB,tvs-diodes,3182,5.13,DO-218AB,Surface Mount,Active,https://www.vishay.com/docs/88387/sm8s.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SM8S33AHE3-A-I/6709963,,,,124A,Automotive,-55°C ~ 175°C (TJ),6600W (6.6kW),No,AEC-Q101,PAR®,Zener,1,36.7V,53.3V,33V
SM8S33CA-Q,Bourns Inc.,TVS DIODE 33VWM 53.3VC DO218,tvs-diodes,2188,4.04,DO-218AB,Surface Mount,Active,https://www.bourns.com/docs/product-datasheets/sm8s-q.pdf,https://www.digikey.com/en/products/detail/bourns-inc/SM8S33CA-Q/9920517,,1,,124A,Automotive,-55°C ~ 175°C (TJ),6600W (6.6kW),No,AEC-Q101,SM8S-Q,Zener,,36.7V,53.3V,33V
SM8S36AHE3_A/I,Vishay General Semiconductor - Diodes Division,TVS DIODE 36VWM 58.1VC DO218AB,tvs-diodes,27014,5.13,DO-218AB,Surface Mount,Active,https://www.vishay.com/docs/88387/sm8s.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SM8S36AHE3-A-I/6709964,,,,114A,Automotive,-55°C ~ 175°C (TJ),6600W (6.6kW),No,AEC-Q101,PAR®,Zener,1,40V,58.1V,36V
SM8S36CA-Q,Bourns Inc.,TVS DIODE 36VWM 58.1VC DO218,tvs-diodes,3580,4.04,DO-218AB,Surface Mount,Active,https://www.bourns.com/docs/product-datasheets/sm8s-q.pdf,https://www.digikey.com/en/products/detail/bourns-inc/SM8S36CA-Q/9920518,,1,,114A,Automotive,-55°C ~ 175°C (TJ),6600W (6.6kW),No,AEC-Q101,SM8S-Q,Zener,,40V,58.1V,36V
SM8SF36CA-Q,Bourns Inc.,TVS DIODE 36VWM 58.1VC 2DFN,tvs-diodes,806,3.92,2-LDFN,Surface Mount,Active,https://www.bourns.com/docs/Product-Datasheets/SM8SF-Q.pdf,https://www.digikey.com/en/products/detail/bourns-inc/SM8SF36CA-Q/9922755,,1,,120A,Automotive,-55°C ~ 175°C (TJ),7000W (7kW),No,AEC-Q101,SM8SF-Q,Zener,,40V,58.1V,36V
SMA6J12A,Littelfuse Inc.,TVS DIODE 12VWM 19.9VC DO214AC,tvs-diodes,12731,0.55,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-sma6j-datasheet?assetguid=1bf347a3-17d1-4456-ac34-423c2a51943b,https://www.digikey.com/en/products/detail/littelfuse-inc/SMA6J12A/3997484,General Purpose,,,30.2A,,-65°C ~ 150°C (TJ),600W,No,,SMA6J,Zener,1,13.3V,19.9V,12V
SMA6J15A,Littelfuse Inc.,TVS DIODE 15VWM 24.4VC DO214AC,tvs-diodes,11970,0.55,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-sma6j-datasheet?assetguid=1bf347a3-17d1-4456-ac34-423c2a51943b,https://www.digikey.com/en/products/detail/littelfuse-inc/SMA6J15A/8552482,General Purpose,,,25.1A,,-65°C ~ 150°C (TJ),600W,No,,SMA6J,Zener,1,16.7V,24.4V,15V
SMA6J24A,Bourns Inc.,TVS DIODE 24VWM 38.9VC DO214AC,tvs-diodes,8135,0.54,"DO-214AC, SMA",Surface Mount,Active,https://www.bourns.com/docs/Product-Datasheets/SMA6J-Q.pdf,https://www.digikey.com/en/products/detail/bourns-inc/SMA6J24A/10511920,Telecom,,,15.5A,,-55°C ~ 150°C (TJ),600W,No,,SMA6J,Zener,1,26.7V,38.9V,24V
SMA6J24A-TP,MCC (Micro Commercial Components),TVS DIODE 24VWM 38.9VC DO214AC,tvs-diodes,1980,0.41,"DO-214AC, SMA",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/SMA6J5.0A-SMA6J58CA(SMA).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/SMA6J24A-TP/2625085,General Purpose,,,15.4A,,-55°C ~ 175°C (TA),600W,No,,,Zener,1,26.7V,38.9V,24V
SMA6J5.0A,Littelfuse Inc.,TVS DIODE 5VWM 9.2VC DO214AC,tvs-diodes,2204,0.55,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-sma6j-datasheet?assetguid=1bf347a3-17d1-4456-ac34-423c2a51943b,https://www.digikey.com/en/products/detail/littelfuse-inc/SMA6J5-0A/5234955,General Purpose,,,65.3A,,-65°C ~ 150°C (TJ),600W,No,,SMA6J,Zener,1,6.4V,9.2V,5V
SMA6J5.0A-TR,STMicroelectronics,TVS DIODE 5VWM 13.4VC DO214AC,tvs-diodes,54514,0.58,"DO-214AC, SMA",Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00152688.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/SMA6J5-0A-TR/1578342,General Purpose,,,298A (8/20µs),,-55°C ~ 175°C (TJ),600W,No,,"SMA6J, TRANSIL™",Zener,1,6.4V,13.4V,5V
SMA6J6.0A,Bourns Inc.,TVS DIODE 6VWM 10.3VC DO214AC,tvs-diodes,2919,0.54,"DO-214AC, SMA",Surface Mount,Active,https://www.bourns.com/docs/Product-Datasheets/SMA6J-Q.pdf,https://www.digikey.com/en/products/detail/bourns-inc/SMA6J6-0A/10511995,Telecom,,,58.3A,,-55°C ~ 150°C (TJ),600W,No,,SMA6J,Zener,1,6.67V,10.3V,6V
SMAJ100A,Littelfuse Inc.,TVS DIODE 100VWM 162VC DO214AC,tvs-diodes,13005,0.5,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ100A/762326,General Purpose,,,2.5A,,-65°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,1,111V,162V,100V
SMAJ100CA,Littelfuse Inc.,TVS DIODE 100VWM 162VC DO214AC,tvs-diodes,7428,0.5,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ100CA/762327,General Purpose,1,,2.5A,,-55°C ~ 150°C,400W,Yes,,SMAJ,Zener,,111V,162V,100V
SMAJ100CA-13-F,Diodes Incorporated,TVS DIODE 100VWM 162VC SMA,tvs-diodes,2332,0.49,"DO-214AC, SMA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SMAJ5.0CA-SMAJ200CA.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMAJ100CA-13-F/814711,General Purpose,1,,2.5A,,-55°C ~ 150°C (TJ),400W,No,,,Zener,,111V,162V,100V
SMAJ10A,Littelfuse Inc.,TVS DIODE 10VWM 17VC DO214AC,tvs-diodes,26710,0.48,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ10A/762266,General Purpose,,,23.5A,,-65°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,1,11.1V,17V,10V
SMAJ10A-13-F,Diodes Incorporated,TVS DIODE 10VWM 17VC SMA,tvs-diodes,4712,0.5,"DO-214AC, SMA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SMAJ5.0CA-SMAJ200CA.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMAJ10A-13-F/725032,General Purpose,,,23.5A,,-55°C ~ 150°C (TJ),400W,No,,,Zener,1,11.1V,17V,10V
SMAJ10A-E3/61,Vishay General Semiconductor - Diodes Division,TVS DIODE 10VWM 17VC DO214AC,tvs-diodes,9708,0.52,"DO-214AC, SMA",Surface Mount,Active,https://www.vishay.com/docs/88390/smaj50a.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMAJ10A-E3-61/1091494,General Purpose,,,23.5A,,-55°C ~ 150°C (TJ),400W,No,,TransZorb®,Zener,1,11.1V,17V,10V
SMAJ10CA,Littelfuse Inc.,TVS DIODE 10VWM 17VC DO214AC,tvs-diodes,1745,0.48,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ10CA/762267,General Purpose,1,,23.5A,,-65°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,,11.1V,17V,10V
SMAJ10CA-13-F,Diodes Incorporated,TVS DIODE 10VWM 17VC SMA,tvs-diodes,37119,0.53,"DO-214AC, SMA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SMAJ5.0CA-SMAJ200CA.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMAJ10CA-13-F/755483,General Purpose,1,,23.5A,,-55°C ~ 150°C (TJ),400W,No,,,Zener,,11.1V,17V,10V
SMAJ10CA-E3/61,Vishay General Semiconductor - Diodes Division,TVS DIODE 10VWM 17VC DO214AC,tvs-diodes,34310,0.56,"DO-214AC, SMA",Surface Mount,Active,https://www.vishay.com/docs/88390/smaj50a.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMAJ10CA-E3-61/1091495,General Purpose,1,,23.5A,,-55°C ~ 150°C (TJ),400W,No,,TransZorb®,Zener,,11.1V,17V,10V
SMAJ110A,Littelfuse Inc.,TVS DIODE 110VWM 177VC DO214AC,tvs-diodes,6099,0.5,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ110A/762328,General Purpose,,,2.3A,,-65°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,1,122V,177V,110V
SMAJ110CA,Littelfuse Inc.,TVS DIODE 110VWM 177VC DO214AC,tvs-diodes,3320,0.5,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ110CA/762329,General Purpose,1,,2.3A,,-55°C ~ 150°C,400W,Yes,,SMAJ,Zener,,122V,177V,110V
SMAJ11A,Littelfuse Inc.,TVS DIODE 11VWM 18.2VC DO214AC,tvs-diodes,32408,0.48,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ11A/762268,General Purpose,,,22A,,-65°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,1,12.2V,18.2V,11V
SMAJ11CA,Littelfuse Inc.,TVS DIODE 11VWM 18.2VC DO214AC,tvs-diodes,45662,0.48,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ11CA/762269,General Purpose,1,,22A,,-65°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,,12.2V,18.2V,11V
SMAJ120A,Littelfuse Inc.,TVS DIODE 120VWM 193VC DO214AC,tvs-diodes,13383,0.5,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ120A/762330,General Purpose,,,2.1A,,-65°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,1,133V,193V,120V
SMAJ12A,Littelfuse Inc.,TVS DIODE 12VWM 19.9VC DO214AC,tvs-diodes,167578,0.47,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ12A/762270,General Purpose,,,20.1A,,-65°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,1,13.3V,19.9V,12V
SMAJ12A-13-F,Diodes Incorporated,TVS DIODE 12VWM 19.9VC SMA,tvs-diodes,30029,0.5,"DO-214AC, SMA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SMAJ5.0CA-SMAJ200CA.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMAJ12A-13-F/749985,General Purpose,,,20.1A,,-55°C ~ 150°C (TJ),400W,No,,,Zener,1,13.3V,19.9V,12V
SMAJ12A-E3/5A,Vishay General Semiconductor - Diodes Division,TVS DIODE 12VWM 19.9VC DO214AC,tvs-diodes,4003,0.52,"DO-214AC, SMA",Surface Mount,Active,https://www.vishay.com/docs/88390/smaj50a.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMAJ12A-E3-5A/2146889,General Purpose,,,20.1A,,-55°C ~ 150°C (TJ),400W,No,,TransZorb®,Zener,1,13.3V,19.9V,12V
SMAJ12A-E3/61,Vishay General Semiconductor - Diodes Division,TVS DIODE 12VWM 19.9VC DO214AC,tvs-diodes,32401,0.47,"DO-214AC, SMA",Surface Mount,Active,https://www.vishay.com/docs/88390/smaj50a.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMAJ12A-E3-61/1091496,General Purpose,,,20.1A,,-55°C ~ 150°C (TJ),400W,No,,TransZorb®,Zener,1,13.3V,19.9V,12V
SMAJ12A-Q,Bourns Inc.,TVS DIODE 12VWM 19.9VC DO214AC,tvs-diodes,9604,0.58,"DO-214AC, SMA",Surface Mount,Active,https://www.bourns.com/docs/Product-Datasheets/SMAJ-Q.pdf,https://www.digikey.com/en/products/detail/bourns-inc/SMAJ12A-Q/8275969,Telecom,,,20.1A,Automotive,-55°C ~ 150°C (TJ),400W,No,AEC-Q101,SMAJ-Q,Zener,1,13.3V,19.9V,12V
SMAJ12CA,Littelfuse Inc.,TVS DIODE 12VWM 19.9VC DO214AC,tvs-diodes,4387,0.48,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ12CA/762271,General Purpose,1,,20.1A,,-65°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,,13.3V,19.9V,12V
SMAJ12CA-13-F,Diodes Incorporated,TVS DIODE 12VWM 19.9VC SMA,tvs-diodes,274549,0.56,"DO-214AC, SMA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SMAJ5.0CA-SMAJ200CA.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMAJ12CA-13-F/814720,General Purpose,1,,20.1A,,-55°C ~ 150°C (TJ),400W,No,,,Zener,,13.3V,19.9V,12V
SMAJ12CA-E3/61,Vishay General Semiconductor - Diodes Division,TVS DIODE 12VWM 19.9VC DO214AC,tvs-diodes,3717,0.56,"DO-214AC, SMA",Surface Mount,Active,https://www.vishay.com/docs/88390/smaj50a.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMAJ12CA-E3-61/1091497,General Purpose,1,,20.1A,,-55°C ~ 150°C (TJ),400W,No,,TransZorb®,Zener,,13.3V,19.9V,12V
SMAJ12CA-TP,MCC (Micro Commercial Components),TVS DIODE 12VWM 19.9VC DO214AC,tvs-diodes,7131,0.37,"DO-214AC, SMA",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/SMAJ5.0A-SMAJ440CA(SMA).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/SMAJ12CA-TP/1200261,General Purpose,1,,20.1A,,-55°C ~ 175°C (TA),400W,No,,,Zener,,13.3V,19.9V,12V
SMAJ130A,Littelfuse Inc.,TVS DIODE 130VWM 209VC DO214AC,tvs-diodes,4303,0.5,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ130A/762332,General Purpose,,,1.9A,,-55°C ~ 150°C,400W,Yes,,SMAJ,Zener,1,144V,209V,130V
SMAJ13A,Littelfuse Inc.,TVS DIODE 13VWM 21.5VC DO214AC,tvs-diodes,42314,0.48,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ13A/762272,General Purpose,,,18.6A,,-55°C ~ 150°C,400W,Yes,,SMAJ,Zener,1,14.4V,21.5V,13V
SMAJ13A-E3/61,Vishay General Semiconductor - Diodes Division,TVS DIODE 13VWM 21.5VC DO214AC,tvs-diodes,7975,0.52,"DO-214AC, SMA",Surface Mount,Active,https://www.vishay.com/docs/88392/smbj.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMAJ13A-E3-61/2150853,General Purpose,,,18.6A,,-55°C ~ 150°C (TJ),400W,No,,TransZorb®,Zener,1,14.4V,21.5V,13V
SMAJ13A-Q,Bourns Inc.,TVS DIODE 13VWM 21.5VC DO214AC,tvs-diodes,12107,0.58,"DO-214AC, SMA",Surface Mount,Active,https://www.bourns.com/docs/Product-Datasheets/SMAJ-Q.pdf,https://www.digikey.com/en/products/detail/bourns-inc/SMAJ13A-Q/8275970,Telecom,,,18.6A,Automotive,-55°C ~ 150°C (TJ),400W,No,AEC-Q101,SMAJ-Q,Zener,1,14.4V,21.5V,13V
SMAJ13CA,Würth Elektronik,TVS DIODE 13VWM 21.5VC DO214AC,tvs-diodes,2623,0.29,"DO-214AC, SMA",Surface Mount,Active,https://www.we-online.com/katalog/datasheet/824501131.pdf,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/SMAJ13CA/5870756,General Purpose,1,,18.6A,,-65°C ~ 150°C (TJ),400W,No,,WE-TVSP,Zener,,15.15V (Typ),21.5V,13V (Max)
SMAJ13CA-E3/61,Vishay General Semiconductor - Diodes Division,TVS DIODE 13VWM 21.5VC DO214AC,tvs-diodes,3030,0.56,"DO-214AC, SMA",Surface Mount,Active,https://www.vishay.com/docs/88390/smaj50a.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMAJ13CA-E3-61/2150857,General Purpose,1,,18.6A,,-55°C ~ 150°C (TJ),400W,No,,TransZorb®,Zener,,14.4V,21.5V,13V
SMAJ14A,Bourns Inc.,TVS DIODE 14VWM 23.2VC DO214AC,tvs-diodes,16364,0.52,"DO-214AC, SMA",Surface Mount,Active,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,https://www.digikey.com/en/products/detail/bourns-inc/SMAJ14A/2254680,General Purpose,,,17.2A,,-55°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,1,15.6V,23.2V,14V
SMAJ14A-13-F,Diodes Incorporated,TVS DIODE 14VWM 23.2VC SMA,tvs-diodes,56010,0.5,"DO-214AC, SMA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SMAJ5.0CA-SMAJ200CA.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMAJ14A-13-F/768796,General Purpose,,,17.2A,,-55°C ~ 150°C (TJ),400W,No,,,Zener,1,15.6V,23.2V,14V
SMAJ14CA,Littelfuse Inc.,TVS DIODE 14VWM 23.2VC DO214AC,tvs-diodes,27940,0.48,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ14CA/762275,General Purpose,1,,17.2A,,-65°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,,15.6V,23.2V,14V
SMAJ14CA-13-F,Diodes Incorporated,TVS DIODE 14VWM 23.2VC SMA,tvs-diodes,120892,0.57,"DO-214AC, SMA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SMAJ5.0CA-SMAJ200CA.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMAJ14CA-13-F/749986,General Purpose,1,,17.2A,,-55°C ~ 150°C (TJ),400W,No,,,Zener,,15.6V,23.2V,14V
SMAJ14CA-E3/61,Vishay General Semiconductor - Diodes Division,TVS DIODE 14VWM 23.2VC DO214AC,tvs-diodes,8155,0.56,"DO-214AC, SMA",Surface Mount,Active,https://www.vishay.com/docs/88390/smaj50a.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMAJ14CA-E3-61/1119100,General Purpose,1,,17.2A,,-55°C ~ 150°C (TJ),400W,No,,TransZorb®,Zener,,15.6V,23.2V,14V
SMAJ150A,Littelfuse Inc.,TVS DIODE 150VWM 243VC DO214AC,tvs-diodes,18039,0.5,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ150A/762334,General Purpose,,,1.6A,,-65°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,1,167V,243V,150V
SMAJ150CA,Littelfuse Inc.,TVS DIODE 150VWM 243VC DO214AC,tvs-diodes,13550,0.5,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ150CA/762335,General Purpose,1,,1.6A,,-55°C ~ 150°C,400W,Yes,,SMAJ,Zener,,167V,243V,150V
SMAJ150CA-TP,MCC (Micro Commercial Components),TVS DIODE 150VWM 243VC DO214AC,tvs-diodes,4990,0.37,"DO-214AC, SMA",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/SMAJ5.0A-SMAJ440CA(SMA).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/SMAJ150CA-TP/1200320,General Purpose,1,,1.6A,,-55°C ~ 175°C (TA),400W,No,,,Zener,,167V,243V,150V
SMAJ15A,Littelfuse Inc.,TVS DIODE 15VWM 24.4VC DO214AC,tvs-diodes,27108,0.48,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ15A/762276,General Purpose,,,16.4A,,-65°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,1,16.7V,24.4V,15V
SMAJ15A-13-F,Diodes Incorporated,TVS DIODE 15VWM 24.4VC SMA,tvs-diodes,64420,0.5,"DO-214AC, SMA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SMAJ5.0CA-SMAJ200CA.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMAJ15A-13-F/755485,General Purpose,,,16.4A,,-55°C ~ 150°C (TJ),400W,No,,,Zener,1,16.7V,24.4V,15V
SMAJ15A-E3/61,Vishay General Semiconductor - Diodes Division,TVS DIODE 15VWM 24.4VC DO214AC,tvs-diodes,59431,0.51,"DO-214AC, SMA",Surface Mount,Active,https://www.vishay.com/docs/88390/smaj50a.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMAJ15A-E3-61/1091499,General Purpose,,,16.4A,,-55°C ~ 150°C (TJ),400W,No,,TransZorb®,Zener,1,16.7V,24.4V,15V
SMAJ15AQ-13-F,Diodes Incorporated,TVS DIODE 15VWM 24.4VC SMA,tvs-diodes,21309,0.57,"DO-214AC, SMA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SMAJ5.0CAQ-SMAJ200CAQ.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMAJ15AQ-13-F/9738884,,,,16.4A,Automotive,-55°C ~ 150°C (TJ),400W,No,AEC-Q101,,Zener,1,16.7V,24.4V,15V
SMAJ15CA,Littelfuse Inc.,TVS DIODE 15VWM 24.4VC DO214AC,tvs-diodes,118772,0.48,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ15CA/762277,General Purpose,1,,16.4A,,-65°C ~ 150°C (TJ),400W,No,,SMAJ,Zener,,16.7V,24.4V,15V
SMAJ15CA-13-F,Diodes Incorporated,TVS DIODE 15VWM 24.4VC SMA,tvs-diodes,80038,0.55,"DO-214AC, SMA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SMAJ5.0CA-SMAJ200CA.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SMAJ15CA-13-F/725033,General Purpose,1,,16.4A,,-55°C ~ 150°C (TJ),400W,No,,,Zener,,16.7V,24.4V,15V
SMAJ15CA-E3/61,Vishay General Semiconductor - Diodes Division,TVS DIODE 15VWM 24.4VC DO214AC,tvs-diodes,36414,0.52,"DO-214AC, SMA",Surface Mount,Active,https://www.vishay.com/docs/88390/smaj50a.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMAJ15CA-E3-61/1119104,General Purpose,1,,16.4A,,-55°C ~ 150°C (TJ),400W,No,,TransZorb®,Zener,,16.7V,24.4V,15V
SMAJ15CA-TP,MCC (Micro Commercial Components),TVS DIODE 15VWM 24.4VC DO214AC,tvs-diodes,10945,0.37,"DO-214AC, SMA",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/SMAJ5.0A-SMAJ440CA(SMA).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/SMAJ15CA-TP/1200266,General Purpose,1,,16.4A,,-55°C ~ 175°C (TA),400W,No,,,Zener,,16.7V,24.4V,15V
SMAJ160CA,Littelfuse Inc.,TVS DIODE 160VWM 259VC DO214AC,tvs-diodes,6863,0.5,"DO-214AC, SMA",Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ160CA/762337,General Purpose,1,,1.5A,,-55°C ~ 150°C,400W,Yes,,SMAJ,Zener,,178V,259V,160V
