MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Features,Operating Temperature,Output Type,Power - Rated,Sensing Range,Sensitivity,Sensor Type,Series,Termination
HE100.01.16.01.00.00.020,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,834.21,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-16-01-00-00-020/22310539,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,1Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.01.16.01.00.00.050,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,850.59,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-16-01-00-00-050/22310465,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,1Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.01.16.01.00.00.100,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,877.5,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-16-01-00-00-100/22310493,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,1Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.01.32.00.00.00.020,HAUBER Elektronik,Vibration Sensor,magnetic-sensors-hall-effect-digital-switch-linear,5,778.05,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-32-00-00-00-020/22310540,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,10Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.01.32.00.00.00.050,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,794.43,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-32-00-00-00-050/22310516,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,10Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.01.32.00.00.00.100,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,821.34,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-32-00-00-00-100/22310513,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,10Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.01.32.01.00.00.020,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,834.21,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-32-01-00-00-020/22310522,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,1Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.01.32.01.00.00.050,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,850.59,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-32-01-00-00-050/22310481,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,1Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.01.32.01.00.00.100,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,877.5,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-32-01-00-00-100/22310515,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,1Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.01.64.00.00.00.050,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,794.43,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-64-00-00-00-050/22310550,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,10Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.01.64.00.00.00.100,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,821.34,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-64-00-00-00-100/22310470,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,10Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.01.64.01.00.00.020,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,834.21,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-64-01-00-00-020/22310546,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,1Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.01.64.01.00.00.050,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,850.59,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-64-01-00-00-050/22310526,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,1Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.01.64.01.00.00.100,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,877.5,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-01-64-01-00-00-100/22310543,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,1Hz ~ 1kHz,,Vibration,HE100,Cable/Wire Leads
HE100.02.16.00.00.00.000,HAUBER Elektronik,Vibration Sensor EX ib,magnetic-sensors-hall-effect-digital-switch-linear,5,797.94,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-02-16-00-00-00-000/22310491,"Explosion Proof, Intrinsically Safe",-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,10Hz ~ 1kHz,,Vibration,HE100,Connector
HE100.02.16.01.00.00.000,HAUBER Elektronik,Vibration Sensor EX ib,magnetic-sensors-hall-effect-digital-switch-linear,5,855.27,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-02-16-01-00-00-000/22310509,"Explosion Proof, Intrinsically Safe",-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,1Hz ~ 1kHz,,Vibration,HE100,Connector
HE100.02.32.00.00.00.000,HAUBER Elektronik,Vibration Sensor EX ib,magnetic-sensors-hall-effect-digital-switch-linear,5,797.94,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-02-32-00-00-00-000/22310450,"Explosion Proof, Intrinsically Safe",-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,10Hz ~ 1kHz,,Vibration,HE100,Connector
HE100.02.32.01.00.00.000,HAUBER Elektronik,Vibration Sensor EX ib,magnetic-sensors-hall-effect-digital-switch-linear,5,855.27,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE100_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE100-02-32-01-00-00-000/22310537,"Explosion Proof, Intrinsically Safe",-40°C ~ 125°C,Analog,10V ~ 30V / 25mA,1Hz ~ 1kHz,,Vibration,HE100,Connector
HE101.00.16.00.00.00.000,HAUBER Elektronik,Vibration Sensor,magnetic-sensors-hall-effect-digital-switch-linear,10,682.11,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE101_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE101-00-16-00-00-00-000/22310551,Transceiver,-40°C ~ 125°C,Analog,10V ~ 30V / 50mA,10Hz ~ 1kHz,,Vibration,HE101,Connector
HE101.00.16.01.00.00.000,HAUBER Elektronik,Vibration Sensor,magnetic-sensors-hall-effect-digital-switch-linear,10,739.44,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE101_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE101-00-16-01-00-00-000/22310531,Transceiver,-40°C ~ 125°C,Analog,10V ~ 30V / 50mA,1Hz ~ 1kHz,,Vibration,HE101,Connector
HE101.01.16.00.00.00.050,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,4,930.15,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE101_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE101-01-16-00-00-00-050/22310553,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 50mA,10Hz ~ 1kHz,,Vibration,HE101,Cable/Wire Leads
HE101.01.16.01.00.00.050,HAUBER Elektronik,Vibration Sensor EX,magnetic-sensors-hall-effect-digital-switch-linear,5,986.31,"Cylinder, Threaded - M8",Screw Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE101_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE101-01-16-01-00-00-050/22310501,Explosion Proof,-40°C ~ 125°C,Analog,10V ~ 30V / 50mA,1Hz ~ 1kHz,,Vibration,HE101,Cable/Wire Leads
HE200.00.16.00.00.00.000,HAUBER Elektronik,Vibration Sensor,magnetic-sensors-hall-effect-digital-switch-linear,10,847.08,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-00-16-00-00-00-000/22310557,Transceiver,-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Connector
HE200.00.16.01.00.00.000,HAUBER Elektronik,Vibration Sensor,magnetic-sensors-hall-effect-digital-switch-linear,10,932.49,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-00-16-01-00-00-000/22310478,"Dry Contacts, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,1Hz ~ 1kHz,,Vibration,HE200,Connector
HE200.00.32.00.00.00.000,HAUBER Elektronik,Vibration Sensor,magnetic-sensors-hall-effect-digital-switch-linear,10,847.08,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-00-32-00-00-00-000/22310517,"Dry Contacts, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Connector
HE200.00.32.01.00.00.000,HAUBER Elektronik,Vibration Sensor,magnetic-sensors-hall-effect-digital-switch-linear,10,932.49,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-00-32-01-00-00-000/22310458,"Dry Contacts, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,1Hz ~ 1kHz,,Vibration,HE200,Connector
HE200.00.64.00.00.00.000,HAUBER Elektronik,Vibration Sensor,magnetic-sensors-hall-effect-digital-switch-linear,10,847.08,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-00-64-00-00-00-000/22310535,"Dry Contacts, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Connector
HE200.00.64.01.00.00.000,HAUBER Elektronik,Vibration Sensor,magnetic-sensors-hall-effect-digital-switch-linear,10,932.49,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-00-64-01-00-00-000/22310482,"Dry Contacts, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,1Hz ~ 1kHz,,Vibration,HE200,Connector
HE200.01.16.00.00.00.020,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-16-00-00-00-020/22310480,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.16.00.00.00.050,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-16-00-00-00-050/22310527,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.16.00.00.00.100,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-16-00-00-00-100/22310466,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.16.00.60.00.020,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-16-00-60-00-020/22310476,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.16.00.60.00.050,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-16-00-60-00-050/22310453,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.16.00.60.00.100,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-16-00-60-00-100/22310549,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.16.01.00.00.020,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-16-01-00-00-020/22310447,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,1Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.16.01.00.00.050,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-16-01-00-00-050/22310545,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,1Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.32.00.00.00.020,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-32-00-00-00-020/22310446,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.32.00.00.00.050,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-32-00-00-00-050/22310489,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.32.00.00.00.100,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-32-00-00-00-100/22310544,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.32.01.00.00.020,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-32-01-00-00-020/22310505,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,1Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.32.01.00.00.050,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-32-01-00-00-050/22310469,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,1Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.32.01.00.00.100,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-32-01-00-00-100/22310536,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,1Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.64.00.00.00.020,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-64-00-00-00-020/22310503,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.64.00.00.00.050,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-64-00-00-00-050/22310506,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.64.00.00.00.100,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-64-00-00-00-100/22310547,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.64.01.00.00.020,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-64-01-00-00-020/22310468,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,1Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.64.01.00.00.050,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-64-01-00-00-050/22310457,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,1Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.01.64.01.00.00.100,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-01-64-01-00-00-100/22310520,"Dry Contacts, Explosion Proof, SIL2",-40°C ~ 85°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,1Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.02.16.00.00.01.020,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-02-16-00-00-01-020/22310528,"Dry Contacts, Explosion Proof, SIL2",-35°C ~ 125°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
HE200.02.16.00.00.01.050,HAUBER Elektronik,Vibration Control EX,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,"Cylinder, Threaded - M8",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6022/HE200_Series.pdf,https://www.digikey.com/en/products/detail/hauber-elektronik/HE200-02-16-00-00-01-050/22310479,"Dry Contacts, Explosion Proof, SIL2",-35°C ~ 125°C,"Analog, Digital",21.6V ~ 25.6V / 100mA,10Hz ~ 1kHz,,Vibration,HE200,Cable/Wire Leads
