MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Features,Operating Temperature,Output Type,Power - Rated,Sensing Range,Sensitivity,Sensor Type,Series,Termination
PC420VP-10-DV,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8399/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-10-DV/13148649,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DV,Connector
PC420VP-10-EX,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,715.02,Module,Connector,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-10-EX/10107178,Explosion Proof,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-EX,Wire Leads
PC420VP-10-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,1,680.24,Module,Connector,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-10-IS/10107180,Intrinsically Safe,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-IS,Connector
PC420VP-20,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,473.88,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-20/13148523,"Explosion Proof, Intrinsically Safe",-40°C ~ 105°C,Analog,,,,Vibration,PC420V,Connector
PC420VP-20-DA,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-20-DA/13148354,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DA,Connector
PC420VP-20-DV,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-20-DV/13148341,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DV,Connector
PC420VP-20-EX,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,777.08,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-20-EX/13148215,Explosion Proof,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-EX,Wire Leads
PC420VP-20-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,654.07,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-20-IS/13148209,Intrinsically Safe,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-IS,Connector
PC420VP-30,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,473.88,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-30/13148711,"Explosion Proof, Intrinsically Safe",-40°C ~ 105°C,Analog,,,,Vibration,PC420V,Connector
PC420VP-30-DA,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-30-DA/13148648,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DA,Connector
PC420VP-30-DV,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-30-DV/13148371,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DV,Connector
PC420VP-30-EX,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-30-EX/13148265,Explosion Proof,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-EX,Wire Leads
PC420VP-30-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,654.07,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-30-IS/13148679,Intrinsically Safe,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-IS,Connector
PC420VP-50,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,473.88,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-50/13148498,"Explosion Proof, Intrinsically Safe",-40°C ~ 105°C,Analog,,,,Vibration,PC420V,Connector
PC420VP-50-DA,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8399/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-50-DA/13148665,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DA,Connector
PC420VP-50-DV,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-50-DV/13148746,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DV,Connector
PC420VP-50-EX,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-50-EX/13148389,Explosion Proof,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-EX,Wire Leads
PC420VP-50-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,654.07,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VP-50-IS/13148402,Intrinsically Safe,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-IS,Connector
PC420VR-05,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,473.88,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-05/13148400,"Explosion Proof, Intrinsically Safe",-40°C ~ 105°C,Analog,,,,Vibration,PC420V,Connector
PC420VR-05-DA,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8399/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-05-DA/13148439,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DA,Connector
PC420VR-05-DV,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8399/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-05-DV/13148726,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DV,Connector
PC420VR-05-EX,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7466/PC420V-EX.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-05-EX/13148413,Explosion Proof,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-EX,Wire Leads
PC420VR-05-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,654.07,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-05-IS/13148214,Intrinsically Safe,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-IS,Connector
PC420VR-10,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,473.88,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-10/13148281,"Explosion Proof, Intrinsically Safe",-40°C ~ 105°C,Analog,,,,Vibration,PC420V,Connector
PC420VR-10-DA,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-10-DA/13148603,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DA,Connector
PC420VR-10-DV,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-10-DV/13148745,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DV,Connector
PC420VR-10-EX,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7466/PC420V-EX.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-10-EX/13148697,Explosion Proof,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-EX,Wire Leads
PC420VR-10-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,654.07,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-10-IS/13148541,Intrinsically Safe,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-IS,Connector
PC420VR-20,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,473.88,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-20/13148534,"Explosion Proof, Intrinsically Safe",-40°C ~ 105°C,Analog,,,,Vibration,PC420V,Connector
PC420VR-20-DA,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-20-DA/13148398,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DA,Connector
PC420VR-20-DV,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,2,687.52,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8399/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-20-DV/13148708,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DV,Connector
PC420VR-20-EX,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7466/PC420V-EX.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-20-EX/13148751,Explosion Proof,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-EX,Wire Leads
PC420VR-20-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,654.07,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-20-IS/13148454,Intrinsically Safe,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-IS,Connector
PC420VR-30,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,473.88,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-30/13148670,"Explosion Proof, Intrinsically Safe",-40°C ~ 105°C,Analog,,,,Vibration,PC420V,Connector
PC420VR-30-DA,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-30-DA/13148330,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DA,Connector
PC420VR-30-DV,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-30-DV/13148406,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DV,Connector
PC420VR-30-EX,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-30-EX/13148743,Explosion Proof,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-EX,Wire Leads
PC420VR-30-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,1,586.88,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-30-IS/13148500,Intrinsically Safe,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-IS,Connector
PC420VR-50,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,473.88,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-50/13148587,"Explosion Proof, Intrinsically Safe",-40°C ~ 105°C,Analog,,,,Vibration,PC420V,Connector
PC420VR-50-DA,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-50-DA/13148701,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DA,Connector
PC420VR-50-DV,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-50-DV/13148322,"Explosion Proof, Intrinsically Safe",,Analog,,,,Vibration,PC420V-DV,Connector
PC420VR-50-EX,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,687.52,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7466/PC420V-EX.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-50-EX/13148581,Explosion Proof,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-EX,Wire Leads
PC420VR-50-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,654.07,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC420VR-50-IS/13148464,Intrinsically Safe,-40°C ~ 85°C,Analog,,,,Vibration,PC420V-IS,Connector
PC421AP-05-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8399/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421AP-05-IS/13148611,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Acceleration,PC421,Connector
PC421AP-10-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421AP-10-IS/13148662,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Acceleration,PC421,Connector
PC421AP-20-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8399/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421AP-20-IS/13148732,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Acceleration,PC421,Connector
PC421AR-05-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421AR-05-IS/13148374,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Acceleration,PC421,Connector
PC421AR-10-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421AR-10-IS/13148289,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Acceleration,PC421,Connector
PC421AR-20-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421AR-20-IS/13148653,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Acceleration,PC421,Connector
PC421VP-05-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,https://wilcoxon.com/wp-content/uploads/2016/07/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421VP-05-IS/13148489,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Vibration,PC421,Connector
PC421VP-10-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,https://wilcoxon.com/wp-content/uploads/2016/07/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421VP-10-IS/13148522,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Vibration,PC421,Connector
PC421VP-20-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,https://wilcoxon.com/wp-content/uploads/2016/07/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421VP-20-IS/13148619,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Vibration,PC421,Connector
PC421VP-30-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421VP-30-IS/13148397,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Vibration,PC421,Connector
PC421VP-50-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8399/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421VP-50-IS/13148272,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Vibration,PC421,Connector
PC421VR-05-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,https://wilcoxon.com/wp-content/uploads/2016/07/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421VR-05-IS/13148360,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Vibration,PC421,Connector
PC421VR-10-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421VR-10-IS/13148578,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Vibration,PC421,Connector
PC421VR-20-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8399/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421VR-20-IS/13148431,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Vibration,PC421,Connector
PC421VR-30-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8399/TN_LPS-selection-guide_1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421VR-30-IS/13148448,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Vibration,PC421,Connector
PC421VR-50-IS,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS,magnetic-sensors-hall-effect-digital-switch-linear,0,798.42,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PC421VR-50-IS/13148262,"Explosion Proof, Intrinsically Safe",-40°C ~ 85°C,Analog,,,,Vibration,PC421,Connector
PCC420VP-05-M12,Amphenol Wilcoxon Sensing Technologies,VIBRATION SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,0,265.95,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8885/Amphenol_PCC420Vspec99350A2.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC420VP-05-M12/26728761,,,,,,,,*,
PCC420VP-05-R6,Amphenol Wilcoxon Sensing Technologies,"4-20MA VIBRATION SENSOR, RMS VEL",magnetic-sensors-hall-effect-digital-switch-linear,0,276.59,"Cylinder, Threaded",Panel Mount,Active,https://wilcoxon.com/wp-content/uploads/2025/01/PCC420V-spec-99350B1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC420VP-05-R6/16375101,,-40°C ~ 105°C,Analog,12V ~ 30V,,,Vibration,PCC420V,Connector
PCC420VP-10-M12,Amphenol Wilcoxon Sensing Technologies,VIBRATION SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,0,265.95,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8885/Amphenol_PCC420Vspec99350A2.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC420VP-10-M12/26728774,,,,,,,,*,
PCC420VP-10-R6,Amphenol Wilcoxon Sensing Technologies,"4-20MA VIBRATION SENSOR, RMS VEL",magnetic-sensors-hall-effect-digital-switch-linear,3,276.52,"Cylinder, Threaded",Panel Mount,Active,https://wilcoxon.com/wp-content/uploads/2025/01/PCC420V-spec-99350B1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC420VP-10-R6/16375103,,-40°C ~ 105°C,Analog,12V ~ 30V,,,Vibration,PCC420V,Connector
PCC420VP-10MM-M12,Amphenol Wilcoxon Sensing Technologies,VIBRATION SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,0,265.95,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8885/Amphenol_PCC420Vspec99350A2.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC420VP-10MM-M12/26728742,,,,,,,,*,
PCC420VP-10MM-R6,Amphenol Wilcoxon Sensing Technologies,VIBRATION SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,0,265.95,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8885/Amphenol_PCC420Vspec99350A2.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC420VP-10MM-R6/26728755,,,,,,,,*,
