MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Count Rate,Direction,Grade,Logic Type,Number of Bits per Element,Number of Elements,Operating Temperature,Qualification,Reset,Series,Timing,Trigger Type,Voltage - Supply
HCF4520BEY,STMicroelectronics,IC BINARY COUNTER DL 4BIT 16DIP,pmic-gate-drivers,0,0.21325,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,,https://www.digikey.com/en/products/detail/stmicroelectronics/HCF4520BEY/585900,8 MHz,Up,,Binary Counter,4,2,-55°C ~ 125°C,,Asynchronous,4000B,,"Positive, Negative",3 V ~ 20 V
HCF4520M013TR,STMicroelectronics,IC BINARY COUNTER DL 4BIT 16SO,pmic-gate-drivers,0,0.41222,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/stmicroelectronics/HCF4520M013TR/585669,8 MHz,Up,,Binary Counter,4,2,-55°C ~ 125°C,,Asynchronous,4000,,"Positive, Negative",3 V ~ 20 V
"HEC4020BT,118",Nexperia USA Inc.,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,0,0.25897,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEC4020BT-118/2296443,35 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,4000B,,Negative Edge,3 V ~ 15 V
"HEC4020BTT,118",NXP USA Inc.,IC BINARY COUNTER 14BIT 16TSSOP,pmic-gate-drivers,0,0.31526,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/nxp-usa-inc/HEC4020BTT-118/2296444,35 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,4000B,,Negative Edge,3 V ~ 15 V
"HEC4060BT,118",Nexperia USA Inc.,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,2500,0.64,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4060B.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HEC4060BT-118/12606761,30 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,4000B,,Negative Edge,3 V ~ 15 V
"HEF4017BT,653",Nexperia USA Inc.,IC DECADE COUNTER 10BIT 16SO,pmic-gate-drivers,0,0.33,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4017B.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4017BT-653/1156379,30 MHz,Up,,"Counter, Decade",10,1,-40°C ~ 85°C (TA),,Asynchronous,4000B,Synchronous,"Positive, Negative",4.5 V ~ 15.5 V
HEF4017BT-Q100J,Nexperia USA Inc.,IC DECADE COUNTER 10BIT 16SO,pmic-gate-drivers,1959,0.4,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4017B_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4017BT-Q100J/5169993,30 MHz,Up,Automotive,"Counter, Decade",10,1,-40°C ~ 125°C (TA),AEC-Q100,Asynchronous,4000B,Synchronous,"Positive, Negative",3 V ~ 15 V
"HEF40193BP,652",Nexperia USA Inc.,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,1365,2.17,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1/HEF40193B.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HEF40193BP-652/11546591,18 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,4000B,Synchronous,Positive Edge,3 V ~ 20 V
"HEF4020BT,653",Nexperia USA Inc.,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,0,0.57,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4020B.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4020BT-653/1156383,35 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,4000B,,Negative Edge,3 V ~ 15 V
HEF4020BT-Q100J,Nexperia USA Inc.,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,0,0.35066,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4020B_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4020BT-Q100J/5169994,35 MHz,Up,Automotive,Binary Counter,14,1,-40°C ~ 85°C,AEC-Q100,Asynchronous,4000B,,Negative Edge,3 V ~ 15 V
"HEF4024BP,652",Nexperia USA Inc.,IC BINARY COUNTER 7-BIT 14DIP,pmic-gate-drivers,11320,1.43,"14-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1086/HEF4024B.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HEF4024BP-652/11516051,35 MHz,Up,,Binary Counter,7,1,-40°C ~ 85°C,,Asynchronous,4000B,,Negative Edge,4.5 V ~ 15.5 V
"HEF4024BT,652",NXP USA Inc.,IC BINARY COUNTER 7-BIT 14SO,pmic-gate-drivers,0,0.16048,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1086/HEF4024B.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/HEF4024BT-652/1156390,35 MHz,Up,,Binary Counter,7,1,-40°C ~ 85°C,,Asynchronous,4000B,,Negative Edge,4.5 V ~ 15.5 V
"HEF4024BT,653",NXP USA Inc.,IC BINARY COUNTER 7-BIT 14SO,pmic-gate-drivers,0,0.16115,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1086/HEF4024B.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/HEF4024BT-653/1156391,35 MHz,Up,,Binary Counter,7,1,-40°C ~ 85°C,,Asynchronous,4000B,,Negative Edge,4.5 V ~ 15.5 V
"HEF4040BT,652",Nexperia USA Inc.,NEXPERIA HEF4040BT - BINARY COUN,pmic-gate-drivers,11713,0.76,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4040B.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HEF4040BT-652/15637004,50 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C (TA),,Asynchronous,4000B,,Negative Edge,3 V ~ 15 V
"HEF4040BT,653",Nexperia USA Inc.,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,2500,0.36,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4040B.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4040BT-653/1156400,50 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,4000B,,Negative Edge,4.5 V ~ 15.5 V
HEF4040BT-Q100J,Nexperia USA Inc.,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,0,0.24532,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4040B_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4040BT-Q100J/4289738,50 MHz,Up,Automotive,Binary Counter,12,1,-40°C ~ 85°C,AEC-Q100,Asynchronous,4000B,,Negative Edge,3 V ~ 15 V
"HEF4060BT,652",Nexperia USA Inc.,NEXPERIA HEF4060BT - BINARY COUN,pmic-gate-drivers,5183,0.64,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/jlzifphkrk/PHGLS23715-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HEF4060BT-652/15644141,30 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,4000B,,Negative Edge,3 V ~ 15 V
"HEF4060BT,653",Nexperia USA Inc.,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,2241,0.37,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4060B.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4060BT-653/1156416,30 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,4000B,,Negative Edge,3 V ~ 15 V
HEF4060BT-Q100J,Nexperia USA Inc.,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,1602,0.62,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4060B_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4060BT-Q100J/4020379,30 MHz,Up,Automotive,Binary Counter,14,1,-40°C ~ 85°C,AEC-Q100,Asynchronous,4000B,,Negative Edge,3 V ~ 15 V
HEF4060BTTJ,Nexperia USA Inc.,IC BINARY COUNTER 14-BIT,pmic-gate-drivers,0,0.29676,-,-,Active,https://assets.nexperia.com/documents/data-sheet/HEF4060B.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4060BTTJ/5035729,30 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C,,Asynchronous,4000B,,Negative Edge,3 V ~ 15 V
"HEF4516BP,652",Nexperia USA Inc.,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,4117,2.1,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/918/HEF4516B.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HEF4516BP-652/11546507,18 MHz,"Up, Down",,Binary Counter,4,1,-40°C ~ 85°C,,Asynchronous,4000B,Synchronous,Positive Edge,4.5 V ~ 15.5 V
"HEF4518BT,652",Nexperia USA Inc.,IC BCD COUNTER DUAL 4-BIT 16SO,pmic-gate-drivers,0,0.84,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://assets.nexperia.com/documents/data-sheet/HEF4518B.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4518BT-652/1156446,40 MHz,Up,,BCD Counter,4,2,-40°C ~ 85°C,,Asynchronous,4000B,,"Positive, Negative",4.5 V ~ 15.5 V
"HEF4518BT,653",Nexperia USA Inc.,IC BCD COUNTER DUAL 4-BIT 16SO,pmic-gate-drivers,5628,0.54,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4518B.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4518BT-653/1156447,40 MHz,Up,,BCD Counter,4,2,-40°C ~ 85°C,,Asynchronous,4000B,,"Positive, Negative",4.5 V ~ 15.5 V
"HEF4520BT,653",Nexperia USA Inc.,IC BINARY COUNTER DL 4BIT 16SO,pmic-gate-drivers,3705,0.41,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4520B.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4520BT-653/1156448,40 MHz,Up,,Binary Counter,4,2,-40°C ~ 85°C,,Asynchronous,4000B,,"Positive, Negative",4.5 V ~ 15.5 V
HEF4520BT-Q100J,Nexperia USA Inc.,IC BINARY COUNTER DL 4BIT 16SO,pmic-gate-drivers,0,0.26272,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4520B_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4520BT-Q100J/5169995,40 MHz,Up,Automotive,Binary Counter,4,2,-40°C ~ 85°C,AEC-Q100,Asynchronous,4000B,,"Positive, Negative",4.5 V ~ 15.5 V
"HEF4521BT,652",Nexperia USA Inc.,NEXPERIA HEF4521BT - BINARY COUN,pmic-gate-drivers,8691,1.35,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/uipz4txjnz/PHGLS24164-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/HEF4521BT-652/15644982,35 MHz,Up,,Divide-by-2,24,1,-40°C ~ 85°C (TA),,Asynchronous,4000B,,Negative Edge,4.5 V ~ 5.5 V
"HEF4521BT,653",Nexperia USA Inc.,IC DIVIDER BY 2 24-BIT 16SO,pmic-gate-drivers,0,0.67,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4521B.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4521BT-653/1156450,35 MHz,,,Divide-by-2,24,1,-40°C ~ 85°C,,Asynchronous,4000B,,Negative Edge,3 V ~ 15 V
HEF4521BT-Q100J,Nexperia USA Inc.,HEF4521BT-Q100/SOT109/SO16,pmic-gate-drivers,0,0.3964,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/HEF4521B_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/HEF4521BT-Q100J/22126145,35 MHz,Up,Automotive,Divide-by-2,24,1,-40°C ~ 85°C (TA),AEC-Q100,Asynchronous,4000B,,Negative Edge,3 V ~ 15 V
IDT74FCT163TH,"IDT, Integrated Device Technology Inc",PRESETTABLE BINARY COUNTERS,pmic-gate-drivers,24546,1.35,-,-,Active,https://rocelec.widen.net/view/pdf/lddhjskp4t/IDT74FCT163.pdf?t.download=true&u=ovmfp3,https://www.digikey.com/en/products/detail/rochester-electronics-llc/IDT74FCT163TH/12123466,,,,,,,,,,*,,,
IDT74LVC169AXTPG,"IDT, Integrated Device Technology Inc",PRESETTABLE SYNCHRONOUS 4 BIT U,pmic-gate-drivers,7960,0.63,-,-,Active,https://rocelec.widen.net/view/pdf/8vfcgoidtl/IDT74LVC169.pdf?t.download=true&u=ovmfp3,https://www.digikey.com/en/products/detail/rochester-electronics-llc/IDT74LVC169AXTPG/12591714,,,,,,,,,,74LVC,,,
JD54F160BEA,National Semiconductor,SYNCHRONOUS PRESETTABLE BCD DEC,pmic-gate-drivers,249,23.33,-,-,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JD54F160BEA/12604161,,,,,,,,,,*,,,
JD54F161SEA,National Semiconductor,54F161 - SYNCHRONOUS PRESETTABLE,pmic-gate-drivers,142,262.23,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7138/2156_000059042.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JD54F161SEA/15644562,,,,,,,,,,*,,,
JD54F161SFA,National Semiconductor,54F161 - SYNCHRONOUS PRESETTABLE,pmic-gate-drivers,236,273.64,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7138/2156_000059042.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JD54F161SFA/15643794,,,,,,,,,,*,,,
JD54F163SEA,National Semiconductor,54F163 - 4-BIT BINARY COUNTERS -,pmic-gate-drivers,163,214.66,-,-,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7138/2156_000059042.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JD54F163SEA/15639935,,,,,,,,,,*,,,
JD54F193BFA,National Semiconductor,UP DOWN BINARY COUNTER WITH SEP,pmic-gate-drivers,52,34.05,-,-,Active,https://rocelec.widen.net/view/pdf/e8rtzbibdh/NATLS11612-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JD54F193BFA/12593623,,,,,,,,,,,,,
JM38510/05653BEA,Texas Instruments,CD4020B-MIL CMOS 14-STAGE RIPPLE,pmic-gate-drivers,56,89.55,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/wusetf6sqj/cd4020b-mil.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-05653BEA/13510679,24 MHz,Up,,Binary Counter,14,1,-55°C ~ 125°C (TA),,Asynchronous,4000B,,Negative Edge,3 V ~ 18 V
JM38510/31501BCA,Texas Instruments,54LS90 DECADE COUNTER,pmic-gate-drivers,29,26.8,"14-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/sm6aqlhagi/sn54ls90.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-31501BCA/13453404,42 MHz,Up,,"Counter, Decade",4,1,-55°C ~ 125°C (TA),,Asynchronous,54LS,,Negative Edge,4.5 V ~ 5.5 V
JM38510/31504BEA,Texas Instruments,54LS161A SYNCHRONOUS 4-BIT COUNT,pmic-gate-drivers,94,16.58,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/qduarracvz/sn54163.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-31504BEA/13470487,32 MHz,Up,Military,Binary Counter,4,1,-55°C ~ 125°C (TA),MIL-PRF-38535L,Asynchronous,54LS,Synchronous,Positive Edge,4.5 V ~ 5.5 V
JM38510/31504BFA,Texas Instruments,54LS161A SYNCHRONOUS 4-BIT COUNT,pmic-gate-drivers,165,15.93,16-CFlatPack,Surface Mount,Active,https://rocelec.widen.net/view/pdf/qduarracvz/sn54163.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-31504BFA/13518822,32 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Asynchronous,54LS,Synchronous,Positive Edge,4.5 V ~ 5.5 V
JM38510/31508SFA,Texas Instruments,SN54LS193-SP SYNCHRONOUS 4-BIT U,pmic-gate-drivers,9,351.89,16-CFlatPack,Surface Mount,Active,https://rocelec.widen.net/view/pdf/5bryvb4stx/sn54192.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-31508SFA/13501295,32 MHz,"Up, Down",,Binary Counter,4,1,-55°C ~ 125°C (TA),,Asynchronous,54LS,Synchronous,Positive Edge,4.5 V ~ 5.5 V
JM38510/31509BEA,Texas Instruments,54LS191 SYNCHRONOUS UP/DOWN COUN,pmic-gate-drivers,25,19.48,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/l99v6gepnz/sn54ls191.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-31509BEA/13454622,25 MHz,"Up, Down",,Binary Counter,4,1,-55°C ~ 125°C (TA),,Asynchronous,54LS,Synchronous,Positive Edge,4.5 V ~ 5.5 V
JM38510/31512B2A,Texas Instruments,54LS163A SYNCHRONOUS 4-BIT COUNT,pmic-gate-drivers,32,45.23,20-CLCC,Surface Mount,Active,https://rocelec.widen.net/view/pdf/qduarracvz/sn54163.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-31512B2A/13446295,32 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Synchronous,54LS,Synchronous,Positive Edge,4.5 V ~ 5.5 V
JM38510/31512BFA,Texas Instruments,54LS163A SYNCHRONOUS 4-BIT COUNT,pmic-gate-drivers,74,48.64,16-CFlatPack,Surface Mount,Active,https://rocelec.widen.net/view/pdf/qduarracvz/sn54163.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-31512BFA/13452813,32 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Synchronous,54LS,Synchronous,Positive Edge,4.5 V ~ 5.5 V
JM38510/32702B2A,Texas Instruments,54LS393 DUAL 4-BIT BINARY COUNTE,pmic-gate-drivers,16,33.79,20-CLCC,Surface Mount,Active,https://rocelec.widen.net/view/pdf/dy3qcsc1ga/sn54ls390.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-32702B2A/13494790,35 MHz,Up,,Binary Counter,4,2,-55°C ~ 125°C (TA),,Asynchronous,54LS,,Negative Edge,4.5 V ~ 5.5 V
JM38510/32702BDA,Texas Instruments,54LS393 DUAL 4-BIT BINARY COUNTE,pmic-gate-drivers,17,46.04,14-CFlatPack,Surface Mount,Active,https://rocelec.widen.net/view/pdf/dy3qcsc1ga/sn54ls390.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-32702BDA/13486133,35 MHz,Up,,Binary Counter,4,2,-55°C ~ 125°C (TA),,Asynchronous,54LS,,Negative Edge,4.5 V ~ 5.5 V
JM38510/34402BEA,National Semiconductor,4-BIT SYNCHRONOUS DECADE COUNTER,pmic-gate-drivers,275,22.34,-,-,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-34402BEA/12603153,,,,,,,,,,*,,,
JM38510/38001BEA,Texas Instruments,54ALS161B SYNCHRONOUS 4-BIT BINA,pmic-gate-drivers,189,50.0,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/ocd3tmvur9/sn54als161b.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-38001BEA/13475432,22 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Asynchronous,54ALS,Synchronous,Positive Edge,4.5 V ~ 5.5 V
JM38510/38002BEA,Texas Instruments,54ALS163B SYNCHRONOUS 4-BIT BINA,pmic-gate-drivers,47,53.5,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/ocd3tmvur9/sn54als161b.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-38002BEA/13455014,22 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Synchronous,54ALS,Synchronous,Positive Edge,4.5 V ~ 5.5 V
JM38510/66302B2A,Texas Instruments,"BINARY COUNTER, HC/UH SERIES, SY",pmic-gate-drivers,146,12.14,20-CLCC,Surface Mount,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-66302B2A/12608986,44 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Asynchronous,54HC,Synchronous,Positive Edge,2 V ~ 6 V
JM38510/66302BEA,Texas Instruments,54HC161 SYNCHRONOUS 4-BIT BINARY,pmic-gate-drivers,33,66.97,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/lvqy7xukde/sn54hc161-sp.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-66302BEA/13436506,44 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Asynchronous,54HC,Synchronous,Positive Edge,2 V ~ 6 V
JM38510/66302SEA,Texas Instruments,"BINARY COUNTER, HC/UH SERIES, SY",pmic-gate-drivers,74,87.41,-,-,Active,https://www.ti.com/lit/ds/symlink/sn54hc161.pdf?ts=1737422045065&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FSN54HC161%253FkeyMatch%253DSN54HC161%2526tisearch%253Duniversal_search%2526usecase%253DGPN-ALT,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-66302SEA/12614793,44 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Asynchronous,54HC,Synchronous,Positive Edge,2 V ~ 6 V
JM38510/66304B2A,Texas Instruments,"BINARY COUNTER, HC/UH SERIES, SY",pmic-gate-drivers,121,11.93,20-CLCC,Surface Mount,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-66304B2A/12603685,36 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Synchronous,54HC,Synchronous,Positive Edge,2 V ~ 6 V
JM38510/66304BEA,Texas Instruments,54HC163 SYNCHRONOUS 4-BIT BINARY,pmic-gate-drivers,68,63.35,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/hclh5vzkil/sn54hc163.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-66304BEA/13502838,36 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Synchronous,54HC,Synchronous,Positive Edge,2 V ~ 6 V
JM38510/66309B2A,Texas Instruments,"BINARY COUNTER, HC/UH SERIES, AS",pmic-gate-drivers,73,12.14,20-CLCC,Surface Mount,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM38510-66309B2A/12615621,60 MHz,Up,,Binary Counter,4,2,-55°C ~ 125°C (TA),,Asynchronous,54HC,,Negative Edge,2 V ~ 6 V
JM4018BBEA,National Semiconductor,CMOS PRESETTABLE DIVIDE-BY-N COU,pmic-gate-drivers,132,20.09,-,-,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM4018BBEA/12608991,,,,,,,,,,*,,,
JM54AC161S2A-RH,National Semiconductor,IC BINARY COUNTER 4-BIT 20LCCC,pmic-gate-drivers,50,343.22,20-CLCC,Surface Mount,Active,https://rocelec.widen.net/view/pdf/hnl2zoobap/NATLS15098-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM54AC161S2A-RH/13488700,80 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Asynchronous,54AC,Synchronous,Positive Edge,2 V ~ 6 V
JM54AC161SEA-RH,National Semiconductor,IC BINARY COUNTER 4-BIT 16CDIP,pmic-gate-drivers,187,301.2,"16-CDIP (0.300"", 7.62mm)",Through Hole,Active,https://rocelec.widen.net/view/pdf/hnl2zoobap/NATLS15098-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM54AC161SEA-RH/13486791,80 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Asynchronous,54AC,Synchronous,Positive Edge,2 V ~ 6 V
JM54AC161SFA-RH,National Semiconductor,IC BINARY COUNTER 4-BIT 16CFP,pmic-gate-drivers,194,313.75,16-CFlatPack,Surface Mount,Active,https://rocelec.widen.net/view/pdf/hnl2zoobap/NATLS15098-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM54AC161SFA-RH/13464956,80 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Asynchronous,54AC,Synchronous,Positive Edge,2 V ~ 6 V
JM54AC163SFA-RH,National Semiconductor,IC BINARY COUNTER 4-BIT 16CFP,pmic-gate-drivers,62,323.56,16-CFlatPack,Surface Mount,Active,https://rocelec.widen.net/view/pdf/otimhlvxvb/NATLS15099-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/JM54AC163SFA-RH/13470745,90 MHz,Up,,Binary Counter,4,1,-55°C ~ 125°C (TA),,Synchronous,54AC,Synchronous,Positive Edge,2 V ~ 6 V
