MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Current - Output (Max),Current - Supply,Features,Grade,Internal Switch(s),Number of Channels,Operating Temperature,Programmable Features,Qualification,Series,Type,Voltage - Supply
LTC1642CGN#TR,Analog Devices Inc.,IC CONTROLLER HOTSWAP ADJ 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1642fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1642CGN-TR/692670,InfiniBand™,,1.25 mA,,,No,1,0°C ~ 70°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, UVLO",,,Hot Swap Controller,2.97V ~ 16.5V
LTC1642CGN#TRPBF,Analog Devices Inc.,IC HOTSWAP CTR INFINIBAND 16SSOP,linear-audio-amplifiers,0,7.94548,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1642fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1642CGN-TRPBF/959869,InfiniBand™,,1.25 mA,,,No,1,0°C ~ 70°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, UVLO",,,Hot Swap Controller,2.97V ~ 16.5V
LTC1642IGN,Analog Devices Inc.,IC CONTROLLER HOTSWAP ADJ 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/1642fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1642IGN/694780,InfiniBand™,,1.25 mA,,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, UVLO",,,Hot Swap Controller,2.97V ~ 16.5V
LTC1642IGN#PBF,Analog Devices Inc.,IC HOTSWAP CTR INFINIBAND 16SSOP,linear-audio-amplifiers,200,15.53,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1642fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1642IGN-PBF/961080,InfiniBand™,,1.25 mA,,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, UVLO",,,Hot Swap Controller,2.97V ~ 16.5V
LTC1642IGN#TR,Analog Devices Inc.,IC CONTROLLER HOTSWAP ADJ 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1642fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1642IGN-TR/692619,InfiniBand™,,1.25 mA,,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, UVLO",,,Hot Swap Controller,2.97V ~ 16.5V
LTC1642IGN#TRPBF,Analog Devices Inc.,IC HOTSWAP CTR INFINIBAND 16SSOP,linear-audio-amplifiers,0,9.46576,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1642fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1642IGN-TRPBF/959840,InfiniBand™,,1.25 mA,,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, UVLO",,,Hot Swap Controller,2.97V ~ 16.5V
LTC1643AHCGN,Analog Devices Inc.,IC CTRLR HOTSWAP PCI BUS 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AHCGN/694837,Motherboard,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AHCGN#PBF,Analog Devices Inc.,IC HOT SWAP CTR MOTHERBRD 16SSOP,linear-audio-amplifiers,0,9.8294,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AHCGN-PBF/961115,Motherboard,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AHCGN#TR,Analog Devices Inc.,IC CTRLR HOTSWAP PCI BUS 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AHCGN-TR/692738,Motherboard,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AHCGN#TRPBF,Analog Devices Inc.,IC HOT SWAP CTR MOTHERBRD 16SSOP,linear-audio-amplifiers,0,8.78006,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AHCGN-TRPBF/959453,Motherboard,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AHIGN,Analog Devices Inc.,IC CTRLR HOTSWAP PCI BUS 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AHIGN/694843,Motherboard,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AHIGN#PBF,Analog Devices Inc.,IC HOT SWAP CTR MOTHERBRD 16SSOP,linear-audio-amplifiers,0,16.31,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AHIGN-PBF/961025,Motherboard,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AHIGN#TR,Analog Devices Inc.,IC CTRLR HOTSWAP PCI BUS 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AHIGN-TR/692716,Motherboard,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AHIGN#TRPBF,Analog Devices Inc.,IC HOT SWAP CTR MOTHERBRD 16SSOP,linear-audio-amplifiers,0,9.97625,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AHIGN-TRPBF/959639,Motherboard,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AL-1CGN,Analog Devices Inc.,IC CTRLR HOTSWAP PCI BUS 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AL-1CGN/694841,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AL-1CGN#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 16SSOP,linear-audio-amplifiers,38,14.49,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AL-1CGN-PBF/961000,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AL-1CGN#TR,Analog Devices Inc.,IC CTRLR HOTSWAP PCI BUS 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AL-1CGN-TR/692739,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AL-1CGN#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 16SSOP,linear-audio-amplifiers,0,8.78006,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AL-1CGN-TRPBF/959835,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AL-1IGN,Analog Devices Inc.,IC CTRLR HOTSWAP PCI BUS 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AL-1IGN/694844,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AL-1IGN#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 16SSOP,linear-audio-amplifiers,43,16.31,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AL-1IGN-PBF/961008,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AL-1IGN#TR,Analog Devices Inc.,IC CTRLR HOTSWAP PCI BUS 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AL-1IGN-TR/692717,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643AL-1IGN#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 16SSOP,linear-audio-amplifiers,0,9.97625,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643AL-1IGN-TRPBF/959740,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643ALCGN,Analog Devices Inc.,IC CTRLR HOTSWAP PCIBUS 16-SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643ALCGN/593366,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643ALCGN#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 16SSOP,linear-audio-amplifiers,169,14.49,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643ALCGN-PBF/890334,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643ALCGN#TR,Analog Devices Inc.,IC CTRLR HOTSWAP PCI BUS 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643ALCGN-TR/692741,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643ALCGN#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 16SSOP,linear-audio-amplifiers,0,8.78006,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643ALCGN-TRPBF/959849,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643ALIGN,Analog Devices Inc.,IC CTRLR HOTSWAP PCI BUS 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643ALIGN/694840,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643ALIGN#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 16SSOP,linear-audio-amplifiers,32,16.31,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643ALIGN-PBF/961043,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643ALIGN#TR,Analog Devices Inc.,IC CTRLR HOTSWAP PCI BUS 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643ALIGN-TR/692715,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643ALIGN#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 16SSOP,linear-audio-amplifiers,0,9.97625,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1643afb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643ALIGN-TRPBF/959564,CompactPCI™,"200mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout, Slew Rate",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1643HCGN,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 16SSOP,linear-audio-amplifiers,0,4.85663,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/1643fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643HCGN/274696,CompactPCI™,,,,,No,,0°C ~ 70°C,,,,Hot-Swap Controller,"3.3V, 5V, ±12V"
LTC1643HIGN,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/1643fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643HIGN/297397,CompactPCI™,,,,,No,,-40°C ~ 85°C,,,,Hot-Swap Controller,"3.3V, 5V, ±12V"
LTC1643LCGN,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 16SSOP,linear-audio-amplifiers,0,4.85663,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/1643fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643LCGN/274697,CompactPCI™,,,,,No,,0°C ~ 70°C,,,,Hot-Swap Controller,"3.3V, 5V, ±12V"
LTC1643LIGN,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/1643fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1643LIGN/297398,CompactPCI™,,,,,No,,-40°C ~ 85°C,,,,Hot-Swap Controller,"3.3V, 5V, ±12V"
LTC1644CGN,Analog Devices Inc.,IC CONTROLLER HOT SWAP 20-SSOP,linear-audio-amplifiers,0,0.0,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1644f.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1644CGN/455859,CompactPCI™,"100mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1644CGN#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 20SSOP,linear-audio-amplifiers,55,11.54,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1644f.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1644CGN-PBF/891660,CompactPCI™,"100mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1644CGN#TR,Analog Devices Inc.,IC CONTROLLER HOT SWAP 20-SSOP,linear-audio-amplifiers,0,0.0,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1644f.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1644CGN-TR/456540,CompactPCI™,"100mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1644CGN#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 20SSOP,linear-audio-amplifiers,0,6.8668,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1644f.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1644CGN-TRPBF/958312,CompactPCI™,"100mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,0°C ~ 70°C,"Current Limit, Fault Timeout",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1644IGN,Analog Devices Inc.,IC CONTROLLER HOT SWAP 20-SSOP,linear-audio-amplifiers,0,0.0,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1644f.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1644IGN/456613,CompactPCI™,"100mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1644IGN#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 20SSOP,linear-audio-amplifiers,0,13.13,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1644f.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1644IGN-PBF/963398,CompactPCI™,"100mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1644IGN#TR,Analog Devices Inc.,IC CONTROLLER HOT SWAP 20-SSOP,linear-audio-amplifiers,0,0.0,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1644f.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1644IGN-TR/456538,CompactPCI™,"100mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1644IGN#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR PCI 20SSOP,linear-audio-amplifiers,0,7.8916,"20-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1644f.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1644IGN-TRPBF/958519,CompactPCI™,"100mA, 500mA",,"Latched Fault, Thermal Limit, UVLO",,Both,4,-40°C ~ 85°C,"Current Limit, Fault Timeout",,,Hot Swap Controller,"3.3V, 5V, ±12V"
LTC1645CS,Analog Devices Inc.,IC CTRLR SEQ HOTSWAP DUAL 14SOIC,linear-audio-amplifiers,0,0.0,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1645fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1645CS/694810,General Purpose,,1.1 mA,UVLO,,No,2,0°C ~ 70°C,"Auto Retry, Circuit Breaker, Fault Timeout, Latched Fault, Slew Rate",,,"Hot Swap Controller, Sequencer",1.2V ~ 12V
LTC1645CS#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 14SOIC,linear-audio-amplifiers,63,12.5,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1645fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1645CS-PBF/963307,General Purpose,,1.1 mA,UVLO,,No,2,0°C ~ 70°C,"Auto Retry, Circuit Breaker, Fault Timeout, Latched Fault, Slew Rate",,,"Hot Swap Controller, Sequencer",1.2V ~ 12V
LTC1645CS#TR,Analog Devices Inc.,IC CTRLR SEQ HOTSWAP DUAL 14SOIC,linear-audio-amplifiers,0,0.0,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1645fa.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1645CS-TR/692625,General Purpose,,1.1 mA,UVLO,,No,2,0°C ~ 70°C,"Auto Retry, Circuit Breaker, Fault Timeout, Latched Fault, Slew Rate",,,"Hot Swap Controller, Sequencer",1.2V ~ 12V
